Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000374,12.655837,[12 26] ; [41 19],[20.55102041 17.44897959] ; [32.44897959 27.55102041],1
d5,1,0.001305,10.335634,[18 20] ; [48 13],[25.33333333 12.66666667] ; [40.66666667 20.33333333],0
a6,1,0.001629,9.926598,[16 22] ; [45 16],[23.41414141 14.58585859] ; [37.58585859 23.41414141],0
d4,1,0.004786,7.958447,[19 18] ; [48 13],[25.29591837 11.70408163] ; [41.70408163 19.29591837],0
a5,1,0.00677,7.333094,[15 23] ; [41 20],[21.49494949 16.50505051] ; [34.50505051 26.49494949],0
r3,1,0.013645,6.083466,[21 17] ; [48 13],[26.48484848 11.51515152] ; [42.51515152 18.48484848],0
r4,1,0.027247,4.875121,[17 21] ; [41 20],[22.26262626 15.73737374] ; [35.73737374 25.26262626],0
p9,1,0.033881,4.500711,[14 23] ; [36 24],[19.07216495 17.92783505] ; [30.92783505 29.07216495],0
b1,1,0.042024,4.134254,[26 12] ; [29 32],[21.11111111 16.88888889] ; [33.88888889 27.11111111],0
p8,1,0.057774,3.600151,[ 6 31] ; [20 39],[10.02083333 26.97916667] ; [15.97916667 43.02083333],0
r1,1,0.060683,3.518611,[19 19] ; [42 19],[23.41414141 14.58585859] ; [37.58585859 23.41414141],0
a2,1,0.067325,3.347059,[ 2 36] ; [11 50],[ 4.98989899 33.01010101] ; [ 8.01010101 52.98989899],0
n2,1,0.071601,3.245932,[13  6] ; [ 7 11],[10.27027027  8.72972973] ; [9.72972973 8.27027027],0
s8,1,0.077646,3.113503,[ 1 37] ; [ 8 53],[ 3.45454545 34.54545455] ; [ 5.54545455 55.45454545],0
d1,1,0.07793,3.107551,[ 9 29] ; [25 36],[13.05050505 24.94949495] ; [20.94949495 40.05050505],0
v4,1,0.094222,2.800711,[22 14] ; [47 14],[25.60824742 10.39175258] ; [43.39175258 17.60824742],0
a3,1,0.096469,2.762966,[21 17] ; [43 17],[24.81632653 13.18367347] ; [39.18367347 20.81632653],0
a4,1,0.116872,2.458744,[12 26] ; [29 32],[15.73737374 22.26262626] ; [25.26262626 35.73737374],0
b5,1,0.121869,2.393141,[17 21] ; [37 24],[20.72727273 17.27272727] ; [33.27272727 27.72727273],0
n3,1,0.128822,2.306645,[13  5] ; [8 9],[10.8  7.2] ; [10.2  6.8],0
s4,1,0.138221,2.197654,[ 6 32] ; [ 4 57],[ 3.83838384 34.16161616] ; [ 6.16161616 54.83838384],0
p10,1,0.138638,2.193007,[13 23] ; [31 29],[16.5 19.5] ; [27.5 32.5],0
b4,1,0.145071,2.12333,[18 20] ; [38 23],[21.49494949 16.50505051] ; [34.50505051 26.49494949],0
v3,1,0.150811,2.064033,[ 6 29] ; [18 41],[ 8.93617021 26.06382979] ; [15.06382979 43.93617021],0
s3,1,0.154639,2.025884,[15 22] ; [16 44],[11.82474227 25.17525773] ; [19.17525773 40.82474227],0
p2,1,0.186769,1.742919,[16 20] ; [35 25],[19.125 16.875] ; [31.875 28.125],0
u1,1,0.259074,1.2737,[ 1 37] ; [ 5 56],[ 2.3030303 35.6969697] ; [ 3.6969697 57.3030303],0
p3,1,0.275863,1.187357,[ 7 30] ; [17 42],[ 9.25 27.75] ; [14.75 44.25],0
p1,1,0.284843,1.143838,[ 2 36] ; [ 7 53],[ 3.48979592 34.51020408] ; [ 5.51020408 54.48979592],0
s2,1,0.289189,1.123394,[ 5 33] ; [13 47],[ 6.97959184 31.02040816] ; [11.02040816 48.97959184],0
b3,1,0.309762,1.031692,[ 8 13] ; [ 8 24],[ 6.33962264 14.66037736] ; [ 9.66037736 22.33962264],0
b2,1,0.309762,1.031692,[ 8 13] ; [ 8 24],[ 6.33962264 14.66037736] ; [ 9.66037736 22.33962264],0
p5,1,0.32173,0.981899,[ 2 36] ; [ 1 58],[ 1.17525773 36.82474227] ; [ 1.82474227 57.17525773],0
r2,1,0.335677,0.926872,[28  9] ; [51 10],[29.82653061  7.17346939] ; [49.17346939 11.82653061],0
p6,1,0.355753,0.852829,[ 4 31] ; [11 48],[ 5.58510638 29.41489362] ; [ 9.41489362 49.58510638],0
p7,1,0.357325,0.847274,[16 21] ; [20 39],[13.875 23.125] ; [22.125 36.875],0
s5,1,0.411094,0.675634,[ 2 35] ; [ 6 53],[ 3.08333333 33.91666667] ; [ 4.91666667 54.08333333],0
a1,1,0.481018,0.496553,[ 4 34] ; [ 4 57],[ 3.07070707 34.92929293] ; [ 4.92929293 56.07070707],0
p4,1,0.553182,0.351648,[11 25] ; [15 45],[ 9.75 26.25] ; [16.25 43.75],0
n1,1,0.580758,0.305011,[ 8 10] ; [ 6 11],[ 7.2 10.8] ; [ 6.8 10.2],0
v1,1,0.597347,0.279015,[14 24] ; [19 41],[12.79591837 25.20408163] ; [20.20408163 39.79591837],0
n5,1,0.630358,0.231576,[17 20] ; [25 36],[15.85714286 21.14285714] ; [26.14285714 34.85714286],0
p11,1,0.666778,0.185394,[17 21] ; [30 31],[18.04040404 19.95959596] ; [28.95959596 32.04040404],0
n4,1,0.811816,0.056684,[19 19] ; [32 29],[19.57575758 18.42424242] ; [31.42424242 29.57575758],0
d2,1,0.860302,0.030972,[15 23] ; [23 38],[14.58585859 23.41414141] ; [23.41414141 37.58585859],0
u3,1,0.861864,0.030277,[8 9] ; [9 9],[8.25714286 8.74285714] ; [8.74285714 9.25714286],0
u2,1,0.876682,0.02408,[9 8] ; [10  8],[9.22857143 7.77142857] ; [9.77142857 8.22857143],0
v2,1,0.897837,0.016485,[12 23] ; [21 38],[12.28723404 22.71276596] ; [20.71276596 38.28723404],0
s1,1,0.919282,0.010269,[ 3 35] ; [ 5 54],[ 3.13402062 34.86597938] ; [ 4.86597938 54.13402062],0
s7,1,0.965906,0.001827,[ 5 28] ; [ 8 46],[ 4.93103448 28.06896552] ; [ 8.06896552 45.93103448],0
