Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,34.080991,[73 38] ; [30 82],[51.2690583 59.7309417] ; [51.7309417 60.2690583],1
r4,1,0.00391,8.324967,[90 26] ; [69 46],[79.84415584 36.15584416] ; [79.15584416 35.84415584],0
r2,1,0.009672,6.694253,[104   8] ; [91 21],[97.5 14.5] ; [97.5 14.5],0
s8,1,0.010617,6.528286,[35 81] ; [18 95],[26.84716157 89.15283843] ; [26.15283843 86.84716157],0
r3,1,0.015587,5.84882,[97 17] ; [82 32],[89.5 24.5] ; [89.5 24.5],0
v2,1,0.015694,5.836811,[54 54] ; [38 74],[45.16363636 62.83636364] ; [46.83636364 65.16363636],0
p8,1,0.015986,5.804366,[43 71] ; [26 87],[34.65198238 79.34801762] ; [34.34801762 78.65198238],0
p2,1,0.020927,5.332846,[73 43] ; [55 60],[64.27705628 51.72294372] ; [63.72294372 51.27705628],0
d3,1,0.021397,5.294149,[83 33] ; [65 49],[74.64347826 41.35652174] ; [73.35652174 40.64347826],0
v4,1,0.025822,4.967902,[99 16] ; [84 29],[92.30263158 22.69736842] ; [90.69736842 22.30263158],0
p6,1,0.027106,4.884047,[31 82] ; [17 94],[24.21428571 88.78571429] ; [23.78571429 87.21428571],0
a7,1,0.030908,4.65806,[85 30] ; [69 45],[77.33624454 37.66375546] ; [76.66375546 37.33624454],0
r1,1,0.03247,4.573514,[82 32] ; [66 47],[74.32599119 39.67400881] ; [73.67400881 39.32599119],0
n6,1,0.036388,4.378842,[77 37] ; [61 52],[69.30396476 44.69603524] ; [68.69603524 44.30396476],0
s2,1,0.036512,4.373024,[50 66] ; [34 80],[42.36521739 73.63478261] ; [41.63478261 72.36521739],0
d1,1,0.05614,3.647907,[64 52] ; [49 66],[56.74458874 59.25541126] ; [56.25541126 58.74458874],0
a1,1,0.059234,3.558701,[  4 112] ; [ 11 104],[  7.53246753 108.46753247] ; [  7.46753247 107.53246753],0
s5,1,0.073731,3.197946,[27 81] ; [17 94],[21.69863014 86.30136986] ; [22.30136986 88.69863014],0
n2,1,0.105558,2.619501,[31 14] ; [28 25],[27.09183673 17.90816327] ; [31.90816327 21.09183673],0
a6,1,0.110929,2.540933,[77 39] ; [64 50],[71.11304348 44.88695652] ; [69.88695652 44.11304348],0
s6,1,0.126177,2.338919,[61 53] ; [49 64],[55.24229075 58.75770925] ; [54.75770925 58.24229075],0
d4,1,0.142935,2.146079,[90 26] ; [78 35],[85.10043668 30.89956332] ; [82.89956332 30.10043668],0
v1,1,0.169776,1.884921,[47 67] ; [37 77],[42. 72.] ; [42. 72.],0
p7,1,0.183525,1.768846,[50 62] ; [41 73],[45.09734513 66.90265487] ; [45.90265487 68.09734513],0
s7,1,0.253354,1.304713,[38 71] ; [29 76],[34.12616822 74.87383178] ; [32.87383178 72.12616822],0
d5,1,0.267902,1.227457,[87 29] ; [78 36],[83.2173913 32.7826087] ; [81.7826087 32.2173913],0
v3,1,0.275071,1.191281,[37 72] ; [29 78],[33.30555556 75.69444444] ; [32.69444444 74.30555556],0
u1,1,0.289081,1.123897,[21 95] ; [ 15 100],[18.07792208 97.92207792] ; [17.92207792 97.07792208],0
n1,1,0.311416,1.02466,[15 29] ; [23 29],[17.41666667 26.58333333] ; [20.58333333 31.41666667],0
s3,1,0.34471,0.892837,[56 58] ; [48 64],[52.46017699 61.53982301] ; [51.53982301 60.46017699],0
p5,1,0.43316,0.614336,[  9 106] ; [  6 108],[  7.53275109 107.46724891] ; [  7.46724891 106.53275109],0
s4,1,0.443637,0.586857,[25 91] ; [20 94],[22.69565217 93.30434783] ; [22.30434783 91.69565217],0
a5,1,0.466564,0.530101,[74 42] ; [68 47],[71.30735931 44.69264069] ; [70.69264069 44.30735931],0
u3,1,0.469159,0.523956,[16 29] ; [21 28],[17.71276596 27.28723404] ; [19.28723404 29.71276596],0
p4,1,0.495454,0.464661,[46 68] ; [41 73],[43.5 70.5] ; [43.5 70.5],0
n3,1,0.53009,0.39422,[26 17] ; [27 23],[24.50537634 18.49462366] ; [28.49462366 21.50537634],0
p12,1,0.561137,0.337739,[  2 113] ; [  1 114],[  1.5 113.5] ; [  1.5 113.5],0
a3,1,0.584218,0.299465,[70 42] ; [66 46],[68. 44.] ; [68. 44.],0
p1,1,0.610016,0.260152,[  8 108] ; [ 10 105],[  9.03896104 106.96103896] ; [  8.96103896 106.03896104],0
s1,1,0.625147,0.2387,[  9 106] ; [ 11 103],[ 10.04366812 104.95633188] ; [  9.95633188 104.04366812],0
p3,1,0.639396,0.219533,[36 79] ; [39 75],[37.66375546 77.33624454] ; [37.33624454 76.66375546],0
n5,1,0.645588,0.211508,[66 48] ; [62 51],[64.28193833 49.71806167] ; [63.71806167 49.28193833],0
a2,1,0.664622,0.187958,[28 88] ; [25 90],[26.61471861 89.38528139] ; [26.38528139 88.61471861],0
b3,1,0.680915,0.169098,[21 36] ; [23 46],[19.9047619 37.0952381] ; [24.0952381 44.9047619],0
b2,1,0.680915,0.169098,[21 36] ; [23 46],[19.9047619 37.0952381] ; [24.0952381 44.9047619],0
u2,1,0.794768,0.067665,[17 28] ; [19 28],[17.60869565 27.39130435] ; [18.39130435 28.60869565],0
b4,1,0.838753,0.041408,[62 54] ; [63 52],[62.77056277 53.22943723] ; [62.22943723 52.77056277],0
n4,1,0.849105,0.036199,[68 46] ; [66 47],[67.29515419 46.70484581] ; [66.70484581 46.29515419],0
a8,1,0.891506,0.018605,[10 91] ; [11 94],[10.2961165 90.7038835] ; [10.7038835 94.2961165],0
d2,1,0.932559,0.007161,[53 63] ; [51 62],[52.68122271 63.31877729] ; [51.31877729 61.68122271],0
b5,1,0.960332,0.002474,[74 42] ; [73 42],[73.81818182 42.18181818] ; [73.18181818 41.81818182],0
a4,1,0.980195,0.000616,[47 68] ; [46 67],[46.90789474 68.09210526] ; [46.09210526 66.90789474],0
