Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,7e-06,20.25,[2 4] ; [70  5],[5.33333333 0.66666667] ; [66.66666667  8.33333333],1
v4,1,0.00085,11.12961,[4 2] ; [73  2],[5.7037037 0.2962963] ; [71.2962963  3.7037037],1
p9,1,0.00109,10.668112,[2 4] ; [63 10],[4.93670886 1.06329114] ; [60.06329114 12.93670886],0
p10,1,0.002965,8.828829,[2 4] ; [62 12],[4.8 1.2] ; [59.2 14.8],0
s2,1,0.004212,8.190008,[1 5] ; [54 20],[4.125 1.875] ; [50.875 23.125],0
r1,1,0.004761,7.968105,[1 5] ; [55 21],[4.09756098 1.90243902] ; [51.90243902 24.09756098],0
s3,1,0.00905,6.812951,[1 5] ; [52 23],[3.92592593 2.07407407] ; [49.07407407 25.92592593],0
d3,1,0.023759,5.112111,[2 4] ; [57 18],[4.37037037 1.62962963] ; [54.62962963 20.37037037],0
d5,1,0.030727,4.668126,[2 4] ; [56 19],[4.2962963 1.7037037] ; [53.7037037 21.2962963],0
n3,1,0.037874,4.310665,[1 2] ; [22  4],[2.37931034 0.62068966] ; [20.62068966  5.37931034],0
n6,1,0.039108,4.256182,[3 3] ; [63 12],[4.88888889 1.11111111] ; [61.11111111 13.88888889],0
s7,1,0.067619,3.339881,[1 5] ; [41 33],[3.15 2.85] ; [38.85 35.15],0
n2,1,0.069065,3.305112,[1 2] ; [21  5],[2.27586207 0.72413793] ; [19.72413793  6.27586207],0
s1,1,0.083351,2.998323,[1 5] ; [ 2 72],[0.225 5.775] ; [ 2.775 71.225],0
s5,1,0.116559,2.462963,[1 5] ; [35 35],[2.84210526 3.15789474] ; [33.15789474 36.84210526],0
u3,1,0.120024,2.417009,[1 3] ; [19 10],[2.42424242 1.57575758] ; [17.57575758 11.42424242],0
a3,1,0.170399,1.879428,[2 4] ; [47 29],[3.58536585 2.41463415] ; [45.41463415 30.58536585],0
a7,1,0.191165,1.708613,[3 3] ; [56 19],[4.37037037 1.62962963] ; [54.62962963 20.37037037],0
d4,1,0.213776,1.54567,[3 3] ; [56 20],[4.31707317 1.68292683] ; [54.68292683 21.31707317],0
p1,1,0.261089,1.262976,[1 5] ; [ 4 72],[0.36585366 5.63414634] ; [ 4.63414634 71.36585366],0
u2,1,0.316079,1.005103,[3 1] ; [14 15],[2.06060606 1.93939394] ; [14.93939394 14.06060606],0
p11,1,0.394972,0.72358,[3 3] ; [51 25],[3.95121951 2.04878049] ; [50.04878049 25.95121951],0
p8,1,0.400636,0.706415,[1 5] ; [24 48],[1.92307692 4.07692308] ; [23.07692308 48.92307692],0
a4,1,0.410857,0.676318,[1 5] ; [25 51],[1.90243902 4.09756098] ; [24.09756098 51.90243902],0
s6,1,0.418245,0.655242,[4 2] ; [58 14],[4.76923077 1.23076923] ; [57.23076923 14.76923077],0
n4,1,0.468536,0.525427,[4 2] ; [39 37],[3.14634146 2.85365854] ; [39.85365854 36.14634146],0
v2,1,0.4715,0.518457,[2 4] ; [35 37],[2.84615385 3.15384615] ; [34.15384615 37.84615385],0
p7,1,0.53462,0.385603,[2 4] ; [33 38],[2.72727273 3.27272727] ; [32.27272727 38.72727273],0
b1,1,0.652545,0.202706,[2 4] ; [19 57],[1.53658537 4.46341463] ; [19.46341463 56.53658537],0
b4,1,0.75457,0.097731,[3 3] ; [43 33],[3.36585366 2.63414634] ; [42.63414634 33.36585366],0
p2,1,0.820176,0.051674,[4 2] ; [54 22],[4.24390244 1.75609756] ; [53.75609756 22.24390244],0
b2,1,0.898141,0.016387,[1 4] ; [ 6 28],[0.8974359 4.1025641] ; [ 6.1025641 27.8974359],0
b3,1,0.898141,0.016387,[1 4] ; [ 6 28],[0.8974359 4.1025641] ; [ 6.1025641 27.8974359],0
d2,1,0.913865,0.0117,[2 4] ; [27 49],[2.12195122 3.87804878] ; [26.87804878 49.12195122],0
b5,1,0.965205,0.001903,[4 2] ; [50 26],[3.95121951 2.04878049] ; [50.04878049 25.95121951],0
