Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.370708,[78  4] ; [4 5],[73.89010989  8.10989011] ; [8.10989011 0.89010989],1
r3,1,1.5e-05,18.743546,[78  3] ; [5 4],[74.7  6.3] ; [8.3 0.7],1
s7,1,0.00093,10.961218,[56 23] ; [1 7],[51.75862069 27.24137931] ; [5.24137931 2.75862069],1
s2,1,0.00171,9.837206,[66 16] ; [3 6],[62.17582418 19.82417582] ; [6.82417582 2.17582418],0
p2,1,0.004535,8.056101,[69 13] ; [4 5],[65.78021978 16.21978022] ; [7.21978022 1.78021978],0
s5,1,0.015362,5.874449,[48 30] ; [1 6],[44.96470588 33.03529412] ; [4.03529412 2.96470588],0
v4,1,0.020344,5.382174,[79  3] ; [7 2],[77.49450549  4.50549451] ; [8.50549451 0.49450549],0
p7,1,0.021392,5.294605,[57 23] ; [3 6],[53.93258427 26.06741573] ; [6.06741573 2.93258427],0
r2,1,0.025165,5.012465,[81  1] ; [6 1],[80.15730337  1.84269663] ; [6.84269663 0.15730337],0
s3,1,0.027662,4.848994,[64 18] ; [4 5],[61.27472527 20.72527473] ; [6.72527473 2.27472527],0
p10,1,0.039429,4.242295,[74  8] ; [6 3],[72.08791209  9.91208791] ; [7.91208791 1.08791209],0
p4,1,0.04678,3.953273,[62 20] ; [4 5],[59.47252747 22.52747253] ; [6.52747253 2.47252747],0
r1,1,0.050371,3.829062,[68 14] ; [5 4],[65.78021978 16.21978022] ; [7.21978022 1.78021978],0
p9,1,0.059864,3.541152,[73  9] ; [6 3],[71.18681319 10.81318681] ; [7.81318681 1.18681319],0
s8,1,0.066919,3.357012,[53 29] ; [3 6],[50.46153846 31.53846154] ; [5.53846154 3.46153846],0
p11,1,0.073319,3.207104,[60 22] ; [4 5],[57.67032967 24.32967033] ; [6.32967033 2.67032967],0
p3,1,0.094268,2.79994,[51 31] ; [3 6],[48.65934066 33.34065934] ; [5.34065934 3.65934066],0
b4,1,0.094268,2.79994,[51 31] ; [3 6],[48.65934066 33.34065934] ; [5.34065934 3.65934066],0
n3,1,0.098932,2.722676,[18  5] ; [1 2],[16.80769231  6.19230769] ; [2.19230769 0.80769231],0
a6,1,0.108149,2.581064,[58 24] ; [4 5],[55.86813187 26.13186813] ; [6.13186813 2.86813187],0
u3,1,0.142041,2.155711,[10  3] ; [1 2],[8.9375 4.0625] ; [2.0625 0.9375],0
p8,1,0.154314,2.029079,[46 33] ; [3 6],[43.98863636 35.01136364] ; [5.01136364 3.98863636],0
a2,1,0.178278,1.811917,[27 55] ; [1 8],[25.23076923 56.76923077] ; [2.76923077 6.23076923],0
p6,1,0.180086,1.796914,[46 35] ; [3 6],[44.1 36.9] ; [4.9 4.1],0
a3,1,0.190992,1.709949,[69 13] ; [6 3],[67.58241758 14.41758242] ; [7.41758242 1.58241758],0
b5,1,0.204736,1.608264,[54 28] ; [4 5],[52.26373626 29.73626374] ; [5.73626374 3.26373626],0
u1,1,0.221906,1.492005,[25 57] ; [1 8],[23.42857143 58.57142857] ; [2.57142857 6.42857143],0
v1,1,0.342225,0.902079,[41 41] ; [3 6],[39.64835165 42.35164835] ; [4.35164835 4.64835165],0
a4,1,0.460158,0.545509,[47 35] ; [4 5],[45.95604396 36.04395604] ; [5.04395604 3.95604396],0
n6,1,0.473509,0.513776,[71 11] ; [7 2],[70.28571429 11.71428571] ; [7.71428571 1.28571429],0
n5,1,0.488888,0.478972,[55 27] ; [5 4],[54.06593407 27.93406593] ; [5.93406593 3.06593407],0
u2,1,0.521839,0.410256,[7 6] ; [1 2],[6.5 6.5] ; [1.5 1.5],0
s1,1,0.565075,0.330993,[ 5 77] ; [1 8],[ 5.40659341 76.59340659] ; [0.59340659 8.40659341],0
n4,1,0.606351,0.265522,[57 25] ; [7 2],[57.67032967 24.32967033] ; [6.32967033 2.67032967],0
b1,1,0.643622,0.214036,[30 52] ; [4 5],[30.63736264 51.36263736] ; [3.36263736 5.63736264],0
d2,1,0.739036,0.110976,[59 23] ; [6 3],[58.57142857 23.42857143] ; [6.42857143 2.57142857],0
b2,1,0.739156,0.11087,[15 31] ; [2 3],[15.33333333 30.66666667] ; [1.66666667 3.33333333],0
b3,1,0.739156,0.11087,[15 31] ; [2 3],[15.33333333 30.66666667] ; [1.66666667 3.33333333],0
a7,1,0.799943,0.064222,[58 24] ; [6 3],[57.67032967 24.32967033] ; [6.32967033 2.67032967],0
v2,1,0.835149,0.043306,[41 38] ; [5 4],[41.29545455 37.70454545] ; [4.70454545 4.29545455],0
a5,1,0.846268,0.03759,[71 11] ; [8 1],[71.18681319 10.81318681] ; [7.81318681 1.18681319],0
n1,1,0.918512,0.010467,[ 7 16] ; [1 2],[ 7.07692308 15.92307692] ; [0.92307692 2.07692308],0
v3,1,0.920743,0.0099,[28 52] ; [3 6],[27.86516854 52.13483146] ; [3.13483146 5.86516854],0
