Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,39.573896,[110 138] ; [205  83],[145.74626866 102.25373134] ; [169.25373134 118.74626866],1
v3,1,0.0,32.253746,[ 71 179] ; [150 135],[103.27102804 146.72897196] ; [117.72897196 167.27102804],1
p6,1,5e-06,20.956193,[ 64 193] ; [126 163],[ 89.43223443 167.56776557] ; [100.56776557 188.43223443],1
p4,1,5e-06,20.692045,[125 133] ; [198  95],[151.24137931 106.75862069] ; [171.75862069 121.24137931],1
p9,1,3.6e-05,17.08864,[191  63] ; [259  33],[209.34065934  44.65934066] ; [240.65934066  51.34065934],1
p3,1,4.1e-05,16.837692,[101 157] ; [166 127],[125.0199637 132.9800363] ; [141.9800363 151.0199637],1
n5,1,7.2e-05,15.74628,[165  91] ; [234  60],[185.71636364  70.28363636] ; [213.28363636  80.71636364],1
p2,1,0.000164,14.204918,[197  61] ; [261  34],[213.67811935  44.32188065] ; [244.32188065  50.67811935],1
s8,1,0.000267,13.290718,[ 81 176] ; [137 156],[101.86545455 155.13454545] ; [116.13454545 176.86545455],1
s6,1,0.000409,12.490119,[138 118] ; [201  92],[158.07650273  97.92349727] ; [180.92349727 112.07650273],1
s7,1,0.00067,11.571577,[ 91 154] ; [144 133],[110.29693487 134.70306513] ; [124.70306513 152.29693487],1
p8,1,0.000705,11.476577,[115 139] ; [174 117],[134.68990826 119.31009174] ; [154.31009174 136.68990826],1
p10,1,0.003097,8.749652,[189  65] ; [247  45],[202.82783883  51.17216117] ; [233.17216117  58.82783883],0
n6,1,0.003271,8.649583,[197  60] ; [253  40],[210.27272727  46.72727273] ; [239.72727273  53.27272727],0
n4,1,0.004263,8.168291,[184  75] ; [240  55],[198.22382671  60.77617329] ; [225.77617329  69.22382671],0
v4,1,0.005959,7.562807,[233  23] ; [284  10],[240.64  15.36] ; [276.36  17.64],0
s5,1,0.009379,6.749232,[ 59 195] ; [ 96 192],[ 72.63837638 181.36162362] ; [ 82.36162362 205.63837638],0
p11,1,0.009925,6.648262,[186  73] ; [240  56],[198.8  60.2] ; [227.2  68.8],0
p12,1,0.01066,6.52118,[ 14 244] ; [ 34 260],[ 22.43478261 235.56521739] ; [ 25.56521739 268.43478261],0
p7,1,0.014572,5.967478,[144 109] ; [192  94],[157.71428571  95.28571429] ; [178.28571429 107.71428571],0
u4,1,0.019007,5.500901,[  1 258] ; [  9 287],[  4.66666667 254.33333333] ; [  5.33333333 290.66666667],0
s2,1,0.027103,4.884231,[103 155] ; [144 148],[115.86545455 142.13454545] ; [131.13454545 160.86545455],0
a5,1,0.028595,4.791859,[182  77] ; [232  64],[193.2  65.8] ; [220.8  75.2],0
r4,1,0.038073,4.301765,[225  34] ; [273  23],[232.4  26.6] ; [265.6  30.4],0
r2,1,0.041141,4.170215,[234  21] ; [282  12],[239.67213115  15.32786885] ; [276.32786885  17.67213115],0
u3,1,0.047261,3.936086,[39 38] ; [53 27],[45.12101911 31.87898089] ; [46.87898089 33.12101911],0
p5,1,0.04932,3.864424,[ 22 234] ; [ 41 253],[ 29.32363636 226.67636364] ; [ 33.67636364 260.32363636],0
u2,1,0.050789,3.815217,[40 38] ; [52 26],[46. 32.] ; [46. 32.],0
b5,1,0.053629,3.724213,[150 109] ; [195 101],[161.  98.] ; [184. 112.],0
r1,1,0.054565,3.695318,[203  55] ; [249  44],[211.64428312  46.35571688] ; [240.35571688  52.64428312],0
u1,1,0.055976,3.652781,[ 45 214] ; [ 71 225],[ 54.13333333 204.86666667] ; [ 61.86666667 234.13333333],0
a4,1,0.081939,3.026017,[106 153] ; [142 152],[116.15189873 142.84810127] ; [131.84810127 162.15189873],0
d1,1,0.091345,2.850517,[149 110] ; [191 105],[158.66666667 100.33333333] ; [181.33333333 114.66666667],0
a2,1,0.127275,2.325426,[ 67 192] ; [ 94 202],[ 75.13333333 183.86666667] ; [ 85.86666667 210.13333333],0
p1,1,0.131672,2.272686,[ 19 237] ; [ 33 262],[ 24.15970962 231.84029038] ; [ 27.84029038 267.15970962],0
n2,1,0.175719,1.833464,[50 26] ; [40 12],[53.4375 22.5625] ; [36.5625 15.4375],0
d3,1,0.195272,1.677384,[191  66] ; [233  62],[197.4057971  59.5942029] ; [226.5942029  68.4057971],0
s3,1,0.234761,1.411781,[123 134] ; [152 135],[129.91727941 127.08272059] ; [145.08272059 141.91727941],0
a3,1,0.259135,1.273371,[179  79] ; [216  77],[184.95462795  73.04537205] ; [210.04537205  82.95462795],0
b2,1,0.26056,1.265782,[ 48 100] ; [ 71 114],[52.88888889 95.11111111] ; [ 66.11111111 118.88888889],0
b3,1,0.26056,1.265782,[ 48 100] ; [ 71 114],[52.88888889 95.11111111] ; [ 66.11111111 118.88888889],0
a8,1,0.336777,0.922664,[ 35 204] ; [ 46 212],[ 38.95171026 200.04828974] ; [ 42.04828974 215.95171026],0
r3,1,0.339352,0.912878,[241  16] ; [282  13],[243.49818841  13.50181159] ; [279.50181159  15.49818841],0
d5,1,0.410508,0.677328,[211  47] ; [249  46],[214.61121157  43.38878843] ; [245.38878843  49.61121157],0
b4,1,0.481574,0.495296,[149 110] ; [179 117],[153.06666667 105.93333333] ; [174.93333333 121.06666667],0
n1,1,0.509324,0.435456,[27 47] ; [22 30],[28.77777778 45.22222222] ; [20.22222222 31.77777778],0
d4,1,0.565524,0.33023,[214  44] ; [250  45],[216.47739602  41.52260398] ; [247.52260398  47.47739602],0
a1,1,0.574956,0.314461,[ 15 244] ; [ 14 282],[ 13.53333333 245.46666667] ; [ 15.46666667 280.53333333],0
a6,1,0.684214,0.16542,[199  59] ; [231  63],[200.97826087  57.02173913] ; [229.02173913  64.97826087],0
b1,1,0.68885,0.160333,[ 97 162] ; [106 190],[ 94.73333333 164.26666667] ; [108.26666667 187.73333333],0
d2,1,0.750961,0.100725,[122 136] ; [143 151],[123.85869565 134.14130435] ; [141.14130435 152.85869565],0
s1,1,0.758866,0.094231,[ 11 245] ; [ 11 280],[ 10.29616088 245.70383912] ; [ 11.70383912 279.29616088],0
n3,1,0.863175,0.029699,[53 23] ; [37 15],[53.4375 22.5625] ; [36.5625 15.4375],0
