Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.00012,14.795723,[93 44] ; [ 3 13],[85.96078431 51.03921569] ; [10.03921569  5.96078431],1
v2,1,0.255504,1.292957,[61 71] ; [ 5 11],[58.86486486 73.13513514] ; [7.13513514 8.86486486],0
n4,1,0.28816,1.128198,[95 42] ; [9 7],[93.12418301 43.87581699] ; [10.87581699  5.12418301],0
d1,1,0.310305,1.029375,[61 76] ; [ 5 11],[59.09803922 77.90196078] ; [6.90196078 9.09803922],0
a3,1,0.320549,0.986704,[86 51] ; [8 8],[84.16993464 52.83006536] ; [9.83006536 6.16993464],0
p7,1,0.327198,0.959955,[71 62] ; [10  5],[72.79054054 60.20945946] ; [8.20945946 6.79054054],0
d3,1,0.373047,0.793489,[76 61] ; [7 9],[74.32026144 62.67973856] ; [8.67973856 7.32026144],0
b1,1,0.491876,0.472421,[48 89] ; [7 9],[49.24836601 87.75163399] ; [ 5.75163399 10.24836601],0
b2,1,0.492072,0.471992,[28 58] ; [ 3 10],[26.92929293 59.07070707] ; [4.07070707 8.92929293],0
b3,1,0.492072,0.471992,[28 58] ; [ 3 10],[26.92929293 59.07070707] ; [4.07070707 8.92929293],0
p8,1,0.520813,0.412283,[64 70] ; [9 7],[65.21333333 68.78666667] ; [7.78666667 8.21333333],0
b5,1,0.561816,0.336569,[84 53] ; [11  5],[85.06535948 51.93464052] ; [9.93464052 6.06535948],0
n1,1,0.579449,0.307126,[17 26] ; [2 5],[16.34 26.66] ; [2.66 4.34],0
r2,1,0.618265,0.248314,[106  26] ; [12  4],[105.24324324  26.75675676] ; [12.75675676  3.24324324],0
a2,1,0.670677,0.180811,[ 13 124] ; [ 1 15],[ 12.53594771 124.46405229] ; [ 1.46405229 14.53594771],0
u3,1,0.671394,0.179976,[21 29] ; [4 4],[21.55172414 28.44827586] ; [3.44827586 4.55172414],0
v1,1,0.688212,0.161028,[56 75] ; [ 6 10],[55.25170068 75.74829932] ; [6.74829932 9.25170068],0
p2,1,0.704843,0.143483,[106  28] ; [12  4],[105.41333333  28.58666667] ; [12.58666667  3.41333333],0
p1,1,0.709048,0.13923,[ 13 123] ; [ 2 14],[ 13.42105263 122.57894737] ; [ 1.57894737 14.42105263],0
p4,1,0.717388,0.131009,[70 66] ; [9 7],[70.68421053 65.31578947] ; [8.31578947 7.68421053],0
s7,1,0.774951,0.081742,[54 77] ; [ 6 10],[53.46938776 77.53061224] ; [6.53061224 9.46938776],0
n5,1,0.781045,0.07726,[98 38] ; [11  5],[97.52631579 38.47368421] ; [11.47368421  4.52631579],0
p6,1,0.928944,0.007952,[48 84] ; [ 6 10],[48.16216216 83.83783784] ; [ 5.83783784 10.16216216],0
b4,1,0.937142,0.006219,[87 50] ; [10  6],[86.85620915 50.14379085] ; [10.14379085  5.85620915],0
p5,1,0.939695,0.005723,[ 16 119] ; [ 2 14],[ 16.09271523 118.90728477] ; [ 1.90728477 14.09271523],0
a5,1,0.952892,0.00349,[76 61] ; [9 7],[76.11111111 60.88888889] ; [8.88888889 7.11111111],0
a1,1,0.960995,0.002392,[  9 128] ; [ 1 15],[  8.95424837 128.04575163] ; [ 1.04575163 14.95424837],0
a4,1,0.991092,0.000125,[43 94] ; [ 5 11],[42.98039216 94.01960784] ; [ 5.01960784 10.98039216],0
s2,1,0.997223,1.2e-05,[60 77] ; [7 9],[59.99346405 77.00653595] ; [7.00653595 8.99346405],0
