Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.002697,9.001558,[ 9 24] ; [11  4],[13.75 19.25] ; [6.25 8.75],0
p10,1,0.003892,8.333685,[ 8 26] ; [10  5],[12.48979592 21.51020408] ; [5.51020408 9.48979592],0
p11,1,0.006228,7.482993,[11 24] ; [11  4],[15.4 19.6] ; [6.6 8.4],0
r3,1,0.006435,7.424242,[15 20] ; [12  2],[19.28571429 15.71428571] ; [7.71428571 6.28571429],0
p8,1,0.006706,7.35,[ 2 33] ; [5 9],[ 5. 30.] ; [ 2. 12.],0
r4,1,0.014018,6.035923,[ 5 30] ; [7 8],[ 8.4 26.6] ; [ 3.6 11.4],0
p6,1,0.044431,4.040098,[ 1 33] ; [ 3 12],[ 2.7755102 31.2244898] ; [ 1.2244898 13.7755102],0
p7,1,0.064671,3.413344,[ 4 31] ; [ 5 10],[ 6.3 28.7] ; [ 2.7 12.3],0
s5,1,0.070701,3.266667,[ 3 32] ; [ 4 10],[ 5. 30.] ; [ 2. 12.],0
d2,1,0.088341,2.904351,[18 16] ; [ 4 11],[15.26530612 18.73469388] ; [6.73469388 8.26530612],0
s8,1,0.091058,2.855561,[ 3 32] ; [ 4 11],[ 4.9 30.1] ; [ 2.1 12.9],0
v1,1,0.093548,2.812242,[ 6 28] ; [6 9],[ 8.32653061 25.67346939] ; [ 3.67346939 11.32653061],0
n1,1,0.097788,2.741259,[10  8] ; [1 5],[8.25 9.75] ; [2.75 3.25],0
s2,1,0.122823,2.380952,[ 5 30] ; [ 5 10],[ 7. 28.] ; [ 3. 12.],0
n4,1,0.145544,2.118347,[26  9] ; [8 7],[23.8 11.2] ; [10.2  4.8],0
v3,1,0.172077,1.864757,[ 8 27] ; [ 1 14],[ 6.3 28.7] ; [ 2.7 12.3],0
r1,1,0.207712,1.587302,[12 23] ; [8 7],[14. 21.] ; [6. 9.],0
s3,1,0.242207,1.367705,[10 24] ; [7 8],[11.79591837 22.20408163] ; [5.20408163 9.79591837],0
p3,1,0.254451,1.298701,[ 3 32] ; [ 3 12],[ 4.2 30.8] ; [ 1.8 13.2],0
n6,1,0.275758,1.187879,[14 21] ; [8 6],[15.71428571 19.28571429] ; [6.28571429 7.71428571],0
d1,1,0.279763,1.168243,[15 20] ; [ 4 11],[13.3 21.7] ; [5.7 9.3],0
n3,1,0.28255,1.154783,[ 7 10] ; [4 2],[8.13043478 8.86956522] ; [2.86956522 3.13043478],0
a1,1,0.327912,0.957127,[ 6 29] ; [ 1 14],[ 4.9 30.1] ; [ 2.1 12.9],0
v2,1,0.338987,0.91426,[ 7 27] ; [ 5 10],[ 8.32653061 25.67346939] ; [ 3.67346939 11.32653061],0
a7,1,0.354539,0.857143,[16 19] ; [9 6],[17.5 17.5] ; [7.5 7.5],0
s6,1,0.36987,0.804103,[ 6 29] ; [ 4 10],[ 7.14285714 27.85714286] ; [ 2.85714286 11.14285714],0
n2,1,0.477968,0.503497,[9 9] ; [2 4],[8.25 9.75] ; [2.75 3.25],0
n5,1,0.528733,0.396825,[22 13] ; [8 7],[21. 14.] ; [9. 6.],0
d5,1,0.528733,0.396825,[20 15] ; [10  5],[21. 14.] ; [9. 6.],0
b2,1,0.551469,0.354691,[11 14] ; [5 4],[11.76470588 13.23529412] ; [4.23529412 4.76470588],0
b3,1,0.551469,0.354691,[11 14] ; [5 4],[11.76470588 13.23529412] ; [4.23529412 4.76470588],0
b1,1,0.577337,0.310559,[18 17] ; [9 6],[18.9 16.1] ; [8.1 6.9],0
d4,1,0.596628,0.280112,[23 12] ; [11  4],[23.8 11.2] ; [10.2  4.8],0
a3,1,0.603537,0.269694,[20 14] ; [10  5],[20.81632653 13.18367347] ; [9.18367347 5.81632653],0
s1,1,0.607011,0.26455,[ 4 31] ; [ 1 14],[ 3.5 31.5] ; [ 1.5 13.5],0
a2,1,0.607011,0.26455,[ 4 31] ; [ 1 14],[ 3.5 31.5] ; [ 1.5 13.5],0
a4,1,0.690601,0.158435,[11 23] ; [ 4 11],[10.40816327 23.59183673] ; [ 4.59183673 10.40816327],0
b4,1,0.699676,0.14881,[23 12] ; [9 6],[22.4 12.6] ; [9.6 5.4],0
a6,1,0.709131,0.139147,[16 19] ; [6 9],[15.4 19.6] ; [6.6 8.4],0
u3,1,0.717688,0.130719,[ 2 13] ; [1 4],[ 2.25 12.75] ; [0.75 4.25],0
a8,1,0.73633,0.113379,[ 6 29] ; [ 2 13],[ 5.6 29.4] ; [ 2.4 12.6],0
d3,1,0.797046,0.066138,[13 22] ; [ 5 10],[12.6 22.4] ; [5.4 9.6],0
r2,1,0.808483,0.05875,[18 14] ; [9 6],[18.38297872 13.61702128] ; [8.61702128 6.38297872],0
s4,1,0.849361,0.036075,[ 4 31] ; [ 2 13],[ 4.2 30.8] ; [ 1.8 13.2],0
b5,1,0.851205,0.035186,[15 20] ; [6 9],[14.7 20.3] ; [6.3 8.7],0
u1,1,0.896608,0.016886,[ 2 33] ; [ 1 14],[ 2.1 32.9] ; [ 0.9 14.1],0
s7,1,0.90278,0.014921,[ 8 24] ; [ 4 11],[ 8.17021277 23.82978723] ; [ 3.82978723 11.17021277],0
a5,1,0.950627,0.003834,[16 19] ; [7 8],[16.1 18.9] ; [6.9 8.1],0
