Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,4e-06,21.352514,[ 35 112] ; [124 140],[56.86861314 90.13138686] ; [102.13138686 161.86861314],1
b1,1,0.340101,0.910052,[56 93] ; [ 91 185],[51.53647059 97.46352941] ; [ 95.46352941 180.53647059],0
a7,1,0.377746,0.778025,[115  33] ; [203  72],[111.26241135  36.73758865] ; [206.73758865  68.26241135],0
d1,1,0.388867,0.742481,[106  43] ; [207  69],[109.73411765  39.26588235] ; [203.26588235  72.73411765],0
u3,1,0.40937,0.680629,[18 16] ; [37 23],[19.89361702 14.10638298] ; [35.10638298 24.89361702],0
d4,1,0.423813,0.639718,[134  14] ; [256  20],[136.13207547  11.86792453] ; [253.86792453  22.13207547],0
s3,1,0.509907,0.434259,[82 64] ; [142 127],[78.80481928 67.19518072] ; [145.19518072 123.80481928],0
a5,1,0.576076,0.312622,[117  32] ; [223  53],[119.2  29.8] ; [220.8  55.2],0
r1,1,0.608156,0.262869,[122  26] ; [232  43],[123.85815603  24.14184397] ; [230.14184397  44.85815603],0
a6,1,0.612074,0.257166,[107  42] ; [191  84],[104.72169811  44.27830189] ; [193.27830189  81.72169811],0
n2,1,0.621014,0.244444,[31  9] ; [35 13],[30. 10.] ; [36. 12.],0
p1,1,0.631246,0.230375,[  9 140] ; [ 20 255],[ 10.19103774 138.80896226] ; [ 18.80896226 256.19103774],0
a2,1,0.634238,0.226357,[ 41 108] ; [ 82 194],[ 43.12235294 105.87764706] ; [ 79.87764706 196.12235294],0
n3,1,0.661042,0.192261,[31  9] ; [36 13],[30.11235955  9.88764045] ; [36.88764045 12.11235955],0
d3,1,0.704025,0.144318,[112  37] ; [212  64],[113.59058824  35.40941176] ; [210.40941176  65.59058824],0
a3,1,0.745862,0.105041,[115  34] ; [216  59],[116.31839623  32.68160377] ; [214.68160377  60.31839623],0
d2,1,0.776853,0.080328,[85 63] ; [154 121],[83.62174941 64.37825059] ; [155.37825059 119.62174941],0
r2,1,0.897158,0.016706,[139   8] ; [258  14],[139.28162291   7.71837709] ; [257.71837709  14.28162291],0
b4,1,0.925083,0.008842,[90 59] ; [168 108],[90.45176471 58.54823529] ; [167.54823529 108.45176471],0
a1,1,0.960994,0.002392,[  9 140] ; [ 17 259],[  9.11529412 139.88470588] ; [ 16.88470588 259.11529412],0
