Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,4e-06,21.352514,[ 35 112] ; [124 140],[56.86861314 90.13138686] ; [102.13138686 161.86861314],1
p2,1,3.8e-05,16.983732,[111  38] ; [245  28],[125.69668246  23.30331754] ; [230.30331754  42.69668246],1
p3,1,0.000131,14.621241,[62 87] ; [166 106],[80.6935867 68.3064133] ; [147.3064133 124.6935867],1
n5,1,0.000135,14.576147,[94 53] ; [220  52],[110.16229117  36.83770883] ; [203.83770883  68.16229117],1
v3,1,0.002738,8.974561,[67 79] ; [164 104],[81.46376812 64.53623188] ; [149.53623188 118.46376812],0
p4,1,0.002789,8.940867,[80 67] ; [188  84],[94.02386635 52.97613365] ; [173.97613365  98.02386635],0
p9,1,0.003607,8.472016,[118  30] ; [242  27],[127.76978417  20.23021583] ; [232.23021583  36.76978417],0
p11,1,0.006981,7.277805,[107  42] ; [229  47],[117.79764706  31.20235294] ; [218.20235294  57.79764706],0
v4,1,0.007246,7.21088,[133  14] ; [265   9],[138.96912114   8.03087886] ; [259.03087886  14.96912114],0
p7,1,0.007453,7.160409,[87 60] ; [191  74],[99.18932039 47.81067961] ; [178.81067961  86.18932039],0
p8,1,0.008203,6.988582,[65 80] ; [156 111],[77.77912621 67.22087379] ; [143.22087379 123.77912621],0
s8,1,0.01672,5.725507,[60 88] ; [144 129],[71.71496437 76.28503563] ; [132.28503563 140.71496437],0
p5,1,0.02663,4.914637,[ 10 139] ; [ 38 236],[ 16.90780142 132.09219858] ; [ 31.09219858 242.90780142],0
r4,1,0.045796,3.989084,[128  21] ; [254  22],[133.92470588  15.07529412] ; [248.07529412  27.92470588],0
s6,1,0.04732,3.933982,[93 54] ; [194  73],[101.9057971  45.0942029] ; [185.0942029  81.9057971],0
p10,1,0.063732,3.437512,[118  31] ; [231  37],[124.70263789  24.29736211] ; [224.29736211  43.70263789],0
r3,1,0.072482,3.225894,[138   8] ; [269   6],[141.14489311   4.85510689] ; [265.85510689   9.14489311],0
b5,1,0.078544,3.094782,[82 67] ; [176 100],[90.45176471 58.54823529] ; [167.54823529 108.45176471],0
s7,1,0.085132,2.964103,[67 74] ; [148 114],[75.22332506 65.77667494] ; [139.77667494 122.22332506],0
n6,1,0.085181,2.963172,[119  29] ; [236  36],[125.0952381  22.9047619] ; [229.9047619  42.0952381],0
n4,1,0.105473,2.620781,[112  37] ; [225  50],[118.42688679  30.57311321] ; [218.57311321  56.42688679],0
p12,1,0.111138,2.537967,[  9 140] ; [ 29 242],[ 13.48095238 135.51904762] ; [ 24.51904762 246.48095238],0
s2,1,0.13911,2.187782,[71 77] ; [151 121],[78.22857143 69.77142857] ; [143.77142857 128.22857143],0
a4,1,0.139716,2.181081,[69 80] ; [148 127],[76.25707547 72.74292453] ; [140.74292453 134.25707547],0
s5,1,0.153265,2.039454,[46 94] ; [107 160],[52.62899263 87.37100737] ; [100.37100737 166.62899263],0
a8,1,0.201778,1.629456,[ 15 118] ; [ 39 203],[ 19.152 113.848] ; [ 34.848 207.152],0
s1,1,0.233909,1.416935,[  2 145] ; [  9 263],[  3.85918854 143.14081146] ; [  7.14081146 264.85918854],0
s4,1,0.237134,1.397551,[ 26 123] ; [ 36 237],[ 21.89099526 127.10900474] ; [ 40.10900474 232.89099526],0
u2,1,0.237497,1.395391,[14 18] ; [34 26],[16.69565217 15.30434783] ; [31.30434783 28.69565217],0
u1,1,0.257502,1.282139,[ 30 119] ; [ 69 207],[ 34.70823529 114.29176471] ; [ 64.29176471 211.70823529],0
n1,1,0.266817,1.233038,[11 28] ; [19 29],[13.44827586 25.55172414] ; [16.55172414 31.44827586],0
b3,1,0.281286,1.160864,[31 59] ; [ 71 101],[35.03816794 54.96183206] ; [ 66.96183206 105.03816794],0
b2,1,0.281286,1.160864,[31 59] ; [ 71 101],[35.03816794 54.96183206] ; [ 66.96183206 105.03816794],0
u4,1,0.312516,1.020012,[  2 147] ; [  8 268],[  3.50588235 145.49411765] ; [  6.49411765 269.50588235],0
