Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,3.7e-05,17.030112,[25  6] ; [ 6 18],[17.47272727 13.52727273] ; [13.52727273 10.47272727],1
p2,1,0.000222,13.632488,[22  7] ; [ 6 18],[15.32075472 13.67924528] ; [12.67924528 11.32075472],1
p11,1,0.000639,11.657634,[24  8] ; [ 7 17],[17.71428571 14.28571429] ; [13.28571429 10.71428571],1
p6,1,0.005331,7.763747,[11 19] ; [ 1 22],[ 6.79245283 23.20754717] ; [ 5.20754717 17.79245283],0
s2,1,0.007746,7.091335,[17 13] ; [ 5 19],[12.22222222 17.77777778] ; [ 9.77777778 14.22222222],0
v4,1,0.010982,6.468222,[24  5] ; [12 12],[19.69811321  9.30188679] ; [16.30188679  7.69811321],0
s8,1,0.018751,5.524587,[11 20] ; [ 2 22],[ 7.32727273 23.67272727] ; [ 5.67272727 18.32727273],0
p7,1,0.030836,4.662059,[12 18] ; [ 3 20],[ 8.49056604 21.50943396] ; [ 6.50943396 16.49056604],0
p5,1,0.031445,4.62851,[ 8 23] ; [ 1 23],[ 5.07272727 25.92727273] ; [ 3.92727273 20.07272727],0
n5,1,0.031795,4.609528,[23  8] ; [11 13],[19.16363636 11.83636364] ; [14.83636364  9.16363636],0
s6,1,0.047705,3.920336,[15 14] ; [ 6 18],[11.49056604 17.50943396] ; [ 9.50943396 14.49056604],0
n3,1,0.052079,3.773243,[8 4] ; [ 4 10],[5.53846154 6.46153846] ; [6.46153846 7.53846154],0
p4,1,0.059064,3.56348,[16 15] ; [ 6 17],[12.62962963 18.37037037] ; [ 9.37037037 13.62962963],0
p3,1,0.060719,3.517638,[14 16] ; [ 5 18],[10.75471698 19.24528302] ; [ 8.24528302 14.75471698],0
s7,1,0.07386,3.195084,[15 16] ; [ 5 16],[11.92307692 19.07692308] ; [ 8.07692308 12.92307692],0
n6,1,0.084542,2.975356,[22  9] ; [11 12],[18.94444444 12.05555556] ; [14.05555556  8.94444444],0
n2,1,0.084978,2.967033,[8 4] ; [ 5 10],[5.77777778 6.22222222] ; [7.22222222 7.77777778],0
r3,1,0.111379,2.534545,[22  8] ; [12 11],[19.24528302 10.75471698] ; [14.75471698  8.24528302],0
a5,1,0.20024,1.640625,[25  7] ; [15  9],[22.85714286  9.14285714] ; [17.14285714  6.85714286],0
r2,1,0.224197,1.477303,[24  5] ; [15  7],[22.17647059  6.82352941] ; [16.82352941  5.17647059],0
p8,1,0.254797,1.296811,[ 9 21] ; [ 4 20],[ 7.22222222 22.77777778] ; [ 5.77777778 18.22222222],0
v3,1,0.282542,1.154824,[12 19] ; [ 6 18],[10.14545455 20.85454545] ; [ 7.85454545 16.14545455],0
n4,1,0.289519,1.121859,[23  9] ; [14 10],[21.14285714 10.85714286] ; [15.85714286  8.14285714],0
s3,1,0.30042,1.072328,[15 14] ; [ 9 15],[13.13207547 15.86792453] ; [10.86792453 13.13207547],0
b5,1,0.349575,0.875,[20 12] ; [12 12],[18.28571429 13.71428571] ; [13.71428571 10.28571429],0
v2,1,0.377536,0.778711,[18 11] ; [12 12],[16.41509434 12.58490566] ; [13.58490566 10.41509434],0
u1,1,0.414216,0.666667,[ 5 27] ; [ 2 22],[ 4. 28.] ; [ 3. 21.],0
s5,1,0.520603,0.412698,[ 8 20] ; [ 5 19],[ 7. 21.] ; [ 6. 18.],0
a6,1,0.530465,0.3935,[20 12] ; [13 11],[18.85714286 13.14285714] ; [14.14285714  9.85714286],0
a3,1,0.532884,0.388889,[25  7] ; [17  7],[24.  8.] ; [18.  6.],0
v1,1,0.547494,0.361825,[12 17] ; [ 8 16],[10.94339623 18.05660377] ; [ 9.05660377 14.94339623],0
u2,1,0.576999,0.311111,[2 5] ; [3 4],[2.5 4.5] ; [2.5 4.5],0
a4,1,0.595302,0.282139,[19 13] ; [12 11],[18.03636364 13.96363636] ; [12.96363636 10.03636364],0
a1,1,0.617859,0.248889,[ 4 28] ; [ 2 22],[ 3.42857143 28.57142857] ; [ 2.57142857 21.42857143],0
d2,1,0.648491,0.207807,[25  7] ; [16  6],[24.2962963  7.7037037] ; [16.7037037  5.2962963],0
p1,1,0.659243,0.194444,[ 4 28] ; [ 4 20],[ 4.57142857 27.42857143] ; [ 3.42857143 20.57142857],0
a2,1,0.714757,0.133572,[ 8 24] ; [ 5 19],[ 7.42857143 24.57142857] ; [ 5.57142857 18.42857143],0
b3,1,0.717491,0.130909,[ 6 12] ; [ 5 13],[ 5.5 12.5] ; [ 5.5 12.5],0
b2,1,0.717491,0.130909,[ 6 12] ; [ 5 13],[ 5.5 12.5] ; [ 5.5 12.5],0
a7,1,0.71763,0.130774,[21 11] ; [14  9],[20.36363636 11.63636364] ; [14.63636364  8.36363636],0
d3,1,0.740857,0.109375,[27  5] ; [21  3],[27.42857143  4.57142857] ; [20.57142857  3.42857143],0
r1,1,0.750032,0.101504,[10 20] ; [ 9 15],[10.55555556 19.44444444] ; [ 8.44444444 15.55555556],0
b4,1,0.752044,0.099822,[20 12] ; [14 10],[19.42857143 12.57142857] ; [14.57142857  9.42857143],0
b1,1,0.757471,0.09536,[16 16] ; [13 11],[16.57142857 15.42857143] ; [12.42857143 11.57142857],0
n1,1,0.921775,0.009643,[3 9] ; [ 4 11],[3.11111111 8.88888889] ; [ 3.88888889 11.11111111],0
s4,1,0.957373,0.002857,[ 5 26] ; [ 4 20],[ 5.07272727 25.92727273] ; [ 3.92727273 20.07272727],0
u3,1,1.0,0.0,[3 4] ; [3 4],[3. 4.] ; [3. 4.],0
