Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,63.74248,[123  14] ; [29 47],[97.76525822 39.23474178] ; [54.23474178 21.76525822],1
d2,1,0.0,59.209532,[97 40] ; [12 64],[70.10798122 66.89201878] ; [38.89201878 37.10798122],1
d4,1,0.0,47.887217,[134   2] ; [49 27],[117.39622642  18.60377358] ; [65.60377358 10.39622642],1
d5,1,0.0,46.006496,[132   4] ; [47 29],[114.83018868  21.16981132] ; [64.16981132 11.83018868],1
a5,1,0.0,40.558246,[131   7] ; [46 30],[114.14018692  23.85981308] ; [62.85981308 13.14018692],1
a4,1,0.0,25.412971,[86 52] ; [20 56],[68.35514019 69.64485981] ; [37.64485981 38.35514019],1
a2,1,1e-06,25.127031,[53 85] ; [ 5 71],[ 37.40186916 100.59813084] ; [20.59813084 55.40186916],1
a3,1,1.9e-05,18.304961,[119  18] ; [46 29],[106.62735849  30.37264151] ; [58.37264151 16.62735849],1
u1,1,0.000155,14.310892,[42 96] ; [ 6 70],[ 30.95327103 107.04672897] ; [17.04672897 58.95327103],1
p4,1,0.000418,12.45108,[113  24] ; [46 30],[102.26760563  34.73239437] ; [56.73239437 19.26760563],1
r2,1,0.001534,10.037618,[136   1] ; [67  7],[131.8056872   5.1943128] ; [71.1943128  2.8056872],0
p3,1,0.002705,8.996348,[100  37] ; [40 36],[90.04694836 46.95305164] ; [49.95305164 26.04694836],0
a6,1,0.003321,8.622136,[94 42] ; [37 39],[84.03773585 51.96226415] ; [46.96226415 29.03773585],0
p10,1,0.006986,7.276581,[130   8] ; [62 13],[124.3943662  13.6056338] ; [67.6056338  7.3943662],0
v1,1,0.008762,6.870718,[97 40] ; [39 35],[88.30331754 48.69668246] ; [47.69668246 26.30331754],0
s8,1,0.029921,4.713841,[92 45] ; [39 36],[84.65566038 52.34433962] ; [46.34433962 28.65566038],0
r4,1,0.045379,4.0045,[134   4] ; [69  7],[130.90654206   7.09345794] ; [72.09345794  3.90654206],0
b3,1,0.0512,3.80171,[45 44] ; [14 29],[39.78030303 49.21969697] ; [19.21969697 23.78030303],0
b2,1,0.0512,3.80171,[45 44] ; [14 29],[39.78030303 49.21969697] ; [19.21969697 23.78030303],0
n5,1,0.06669,3.362657,[117  19] ; [57 18],[112.15165877  23.84834123] ; [61.84834123 13.15165877],0
n6,1,0.110468,2.547512,[125   9] ; [65 10],[121.81818182  12.18181818] ; [68.18181818  6.81818182],0
p9,1,0.120372,2.412475,[131   7] ; [66  8],[128.23584906   9.76415094] ; [68.76415094  5.23584906],0
r1,1,0.137363,2.207259,[123  14] ; [62 13],[119.55188679  17.44811321] ; [65.44811321  9.55188679],0
n4,1,0.138919,2.189895,[117  20] ; [58 17],[113.08962264  23.91037736] ; [61.91037736 13.08962264],0
v3,1,0.140429,2.173253,[68 68] ; [30 46],[62.86792453 73.13207547] ; [35.13207547 40.86792453],0
a8,1,0.183479,1.769214,[ 17 110] ; [15 58],[ 20.32 106.68] ; [11.68 61.32],0
s3,1,0.223306,1.482999,[99 36] ; [49 26],[95.14285714 39.85714286] ; [52.85714286 22.14285714],0
r3,1,0.243887,1.357984,[135   2] ; [72  3],[133.76886792   3.23113208] ; [73.23113208  1.76886792],0
v2,1,0.244106,1.356726,[89 47] ; [43 32],[85.08056872 50.91943128] ; [46.91943128 28.08056872],0
s1,1,0.247589,1.336856,[  2 134] ; [ 3 72],[  3.22274882 132.77725118] ; [ 1.77725118 73.22274882],0
s4,1,0.292423,1.108431,[38 98] ; [16 59],[ 34.8056872 101.1943128] ; [19.1943128 55.8056872],0
a7,1,0.299772,1.075208,[95 43] ; [47 29],[91.57009346 46.42990654] ; [50.42990654 25.57009346],0
b5,1,0.306159,1.047173,[70 68] ; [33 43],[66.42056075 71.57943925] ; [36.57943925 39.42056075],0
s2,1,0.382539,0.762527,[99 37] ; [51 25],[96.22641509 39.77358491] ; [53.77358491 22.22641509],0
u3,1,0.410618,0.677011,[13  6] ; [17 13],[11.63265306  7.36734694] ; [18.36734694 11.63265306],0
b4,1,0.425075,0.636242,[84 54] ; [42 34],[81.25233645 56.74766355] ; [44.74766355 31.25233645],0
n3,1,0.559378,0.340782,[18  5] ; [17  7],[17.12765957  5.87234043] ; [17.87234043  6.12765957],0
b1,1,0.580989,0.304639,[51 87] ; [31 45],[52.87850467 85.12149533] ; [29.12149533 46.87850467],0
p8,1,0.611195,0.258439,[102  36] ; [53 22],[100.42253521  37.57746479] ; [54.57746479 20.42253521],0
u2,1,0.62745,0.235535,[ 8 10] ; [15 14],[8.80851064 9.19148936] ; [14.19148936 14.80851064],0
p12,1,0.631337,0.230252,[ 15 122] ; [10 66],[ 16.07981221 120.92018779] ; [ 8.92018779 67.07981221],0
