Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,40.48202,[36 62] ; [426 185],[63.85895628 34.14104372] ; [398.14104372 212.85895628],1
p8,1,0.0,31.178516,[30 72] ; [363 251],[55.98603352 46.01396648] ; [337.01396648 276.98603352],1
p4,1,0.0,29.278905,[37 63] ; [406 215],[61.44244105 38.55755895] ; [381.55755895 239.44244105],1
p3,1,0.000465,12.250729,[37 64] ; [345 278],[53.29005525 47.70994475] ; [328.70994475 294.29005525],1
n6,1,0.001626,9.930606,[77 24] ; [544  75],[87.1125 13.8875] ; [533.8875  85.1125],0
p10,1,0.002047,9.506599,[84 18] ; [572  50],[92.4198895  9.5801105] ; [563.5801105  58.4198895],0
p11,1,0.002441,9.184005,[73 29] ; [523 100],[83.85103448 18.14896552] ; [512.14896552 110.85103448],0
r3,1,0.005171,7.81857,[93  9] ; [602  19],[98.04979253  3.95020747] ; [596.95020747  24.04979253],0
s4,1,0.018874,5.513183,[26 74] ; [101 517],[17.68802228 82.31197772] ; [109.31197772 508.68802228],0
d4,1,0.022471,5.208955,[75 25] ; [524  98],[82.96398892 17.03601108] ; [516.03601108 105.96398892],0
d5,1,0.025504,4.989351,[74 26] ; [517 104],[81.96948682 18.03051318] ; [509.03051318 111.96948682],0
u4,1,0.026118,4.948187,[ 6 96] ; [ 13 610],[ 2.67310345 99.32689655] ; [ 16.32689655 606.67310345],0
p6,1,0.026845,4.900743,[30 71] ; [255 362],[40.09052925 60.90947075] ; [244.90947075 372.09052925],0
s1,1,0.036231,4.386186,[ 6 94] ; [ 14 601],[ 2.7972028 97.2027972] ; [ 17.2027972 597.7972028],0
r4,1,0.088323,2.904674,[92 10] ; [589  34],[95.80965517  6.19034483] ; [585.19034483  37.80965517],0
n4,1,0.090211,2.870613,[73 29] ; [491 130],[79.56846473 22.43153527] ; [484.43153527 136.56846473],0
a1,1,0.104145,2.640888,[ 8 94] ; [ 26 597],[ 4.78344828 97.21655172] ; [ 29.21655172 593.78344828],0
v1,1,0.105604,2.618802,[49 50] ; [352 253],[56.390625 42.609375] ; [344.609375 260.390625],0
n5,1,0.125067,2.35269,[72 29] ; [484 135],[77.99444444 23.00555556] ; [478.00555556 140.99444444],0
a7,1,0.132656,2.261142,[69 33] ; [464 157],[75.19502075 26.80497925] ; [457.80497925 163.19502075],0
a3,1,0.138399,2.195675,[68 33] ; [461 159],[74.10402219 26.89597781] ; [454.89597781 165.10402219],0
v4,1,0.155872,2.013828,[97  5] ; [606  15],[99.17842324  2.82157676] ; [603.82157676  17.17842324],0
n2,1,0.161024,1.964581,[30  5] ; [90 31],[26.92307692  8.07692308] ; [93.07692308 27.92307692],0
a8,1,0.164217,1.934955,[ 9 87] ; [ 83 482],[13.36157337 82.63842663] ; [ 78.63842663 486.36157337],0
a5,1,0.183896,1.765852,[71 31] ; [472 151],[76.39448276 25.60551724] ; [466.60551724 156.39448276],0
r1,1,0.200154,1.641248,[79 23] ; [512 107],[83.60887656 18.39112344] ; [507.39112344 111.60887656],0
d3,1,0.209654,1.573811,[65 35] ; [442 179],[70.31900139 29.68099861] ; [436.68099861 184.31900139],0
n1,1,0.239433,1.383929,[17 18] ; [45 75],[14. 21.] ; [48. 72.],0
b1,1,0.263761,1.248909,[40 62] ; [209 414],[35.03172414 66.96827586] ; [213.96827586 409.03172414],0
p12,1,0.263806,1.248676,[12 90] ; [ 52 569],[ 9.02904564 92.97095436] ; [ 54.97095436 566.02904564],0
b5,1,0.291739,1.11158,[67 35] ; [375 248],[62.18482759 39.81517241] ; [379.81517241 243.18482759],0
p5,1,0.303849,1.057226,[ 9 89] ; [ 80 542],[12.11388889 85.88611111] ; [ 76.88611111 545.11388889],0
s6,1,0.354196,0.858367,[67 34] ; [431 177],[70.94217207 30.05782793] ; [427.05782793 180.94217207],0
s3,1,0.360916,0.834703,[54 45] ; [366 250],[58.15384615 40.84615385] ; [361.84615385 254.15384615],0
u3,1,0.438246,0.600869,[22 12] ; [92 68],[19.97938144 14.02061856] ; [94.02061856 65.97938144],0
s5,1,0.494361,0.467022,[31 62] ; [222 378],[33.95238095 59.04761905] ; [219.04761905 380.95238095],0
s7,1,0.497183,0.460944,[48 50] ; [315 283],[51.11206897 46.88793103] ; [311.88793103 286.11206897],0
n3,1,0.526186,0.401752,[25 10] ; [92 28],[26.41935484  8.58064516] ; [90.58064516 29.41935484],0
a6,1,0.55386,0.350447,[67 33] ; [435 187],[69.52908587 30.47091413] ; [432.47091413 189.52908587],0
a4,1,0.569893,0.322862,[50 51] ; [289 333],[47.35684647 53.64315353] ; [291.64315353 330.35684647],0
p1,1,0.603099,0.270347,[11 91] ; [ 57 565],[ 9.5801105 92.4198895] ; [ 58.4198895 563.5801105],0
b3,1,0.610308,0.259727,[25 43] ; [147 220],[26.88735632 41.11264368] ; [145.11264368 221.88735632],0
b2,1,0.610308,0.259727,[25 43] ; [147 220],[26.88735632 41.11264368] ; [145.11264368 221.88735632],0
u1,1,0.636641,0.223162,[17 85] ; [116 507],[18.71172414 83.28827586] ; [114.28827586 508.71172414],0
a2,1,0.692477,0.156417,[24 78] ; [158 465],[25.60551724 76.39448276] ; [156.39448276 466.60551724],0
u2,1,0.724309,0.124402,[18 16] ; [90 70],[18.92783505 15.07216495] ; [89.07216495 70.92783505],0
v3,1,0.761853,0.091838,[36 56] ; [246 357],[37.3294964 54.6705036] ; [244.6705036 358.3294964],0
d1,1,0.795306,0.067302,[61 41] ; [381 242],[62.18482759 39.81517241] ; [379.81517241 243.18482759],0
s8,1,0.838018,0.041791,[49 52] ; [294 326],[48.04854369 52.95145631] ; [294.95145631 325.04854369],0
s2,1,0.84616,0.037644,[55 45] ; [334 285],[54.10292072 45.89707928] ; [334.89707928 284.10292072],0
v2,1,0.847274,0.037094,[54 40] ; [351 249],[54.85590778 39.14409222] ; [350.14409222 249.85590778],0
d2,1,0.977755,0.000777,[48 51] ; [303 320],[48.12880886 50.87119114] ; [302.87119114 320.12880886],0
b4,1,0.984523,0.000376,[59 43] ; [361 262],[59.08965517 42.91034483] ; [360.91034483 262.08965517],0
