Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.180163,[ 8 26] ; [102  32],[22.26190476 11.73809524] ; [87.73809524 46.26190476],1
r3,1,0.0,28.808165,[14 20] ; [114  20],[25.9047619  8.0952381] ; [102.0952381  31.9047619],1
r2,1,3e-06,21.723002,[19 13] ; [122  11],[27.34545455  4.65454545] ; [113.65454545  19.34545455],1
s6,1,1.7e-05,18.486111,[ 7 26] ; [83 49],[18. 15.] ; [72. 60.],1
n6,1,1.8e-05,18.418104,[10 23] ; [94 39],[20.6746988 12.3253012] ; [83.3253012 49.6746988],1
r1,1,0.000302,13.057846,[13 21] ; [95 38],[21.98802395 12.01197605] ; [86.01197605 46.98802395],1
s8,1,0.000366,12.699395,[ 2 32] ; [50 83],[10.58682635 23.41317365] ; [41.41317365 91.58682635],1
p9,1,0.000475,12.209675,[10 23] ; [82 46],[18.85714286 14.14285714] ; [73.14285714 54.85714286],1
u3,1,0.000592,11.800394,[ 2 14] ; [27 16],[7.86440678 8.13559322] ; [21.13559322 21.86440678],1
p2,1,0.001,10.828066,[10 24] ; [81 52],[18.52694611 15.47305389] ; [72.47305389 60.52694611],0
s2,1,0.002034,9.518655,[ 7 27] ; [67 67],[14.97619048 19.02380952] ; [59.02380952 74.97619048],0
d5,1,0.002205,9.370906,[19 15] ; [107  25],[25.80722892  8.19277108] ; [100.19277108  31.80722892],0
p10,1,0.002682,9.012399,[ 8 25] ; [69 60],[15.68518519 17.31481481] ; [61.31481481 67.68518519],0
n3,1,0.003769,8.391811,[ 6 12] ; [38 15],[11.15492958  6.84507042] ; [32.84507042 20.15492958],0
n4,1,0.004973,7.889312,[28  6] ; [74 58],[20.89156627 13.10843373] ; [81.10843373 50.89156627],0
a7,1,0.005411,7.736809,[16 18] ; [96 37],[22.80239521 11.19760479] ; [89.19760479 43.80239521],0
u2,1,0.007419,7.168556,[ 2 14] ; [21 20],[6.45614035 9.54385965] ; [16.54385965 24.45614035],0
s7,1,0.007482,7.153568,[ 5 25] ; [53 70],[11.37254902 18.62745098] ; [46.62745098 76.37254902],0
a1,1,0.007594,7.126747,[ 7 27] ; [  8 126],[ 3.03571429 30.96428571] ; [ 11.96428571 122.03571429],0
b5,1,0.013173,6.145742,[15 19] ; [90 44],[21.25 12.75] ; [83.75 50.25],0
d3,1,0.019209,5.482353,[14 20] ; [83 48],[19.98787879 14.01212121] ; [77.01212121 53.98787879],0
