Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,23.521357,[12 32] ; [22  3],[21.68115942 22.31884058] ; [12.31884058 12.68115942],1
s6,1,0.001501,10.077145,[23 22] ; [23  3],[29.15492958 15.84507042] ; [16.84507042  9.15492958],0
p5,1,0.002422,9.198564,[ 2 44] ; [ 8 19],[ 6.30136986 39.69863014] ; [ 3.69863014 23.30136986],0
s2,1,0.005838,7.599644,[17 29] ; [19  8],[22.68493151 23.31506849] ; [13.31506849 13.68493151],0
p9,1,0.00599,7.553362,[24 21] ; [23  4],[29.375 15.625] ; [17.625  9.375],0
d1,1,0.012039,6.305179,[22 24] ; [21  6],[27.09589041 18.90410959] ; [15.90410959 11.09589041],0
s5,1,0.01216,6.287337,[ 9 37] ; [12 13],[13.6056338 32.3943662] ; [ 7.3943662 17.6056338],0
b1,1,0.01567,5.839526,[14 32] ; [16 11],[18.90410959 27.09589041] ; [11.09589041 15.90410959],0
u1,1,0.019817,5.427963,[ 4 42] ; [ 8 19],[ 7.56164384 38.43835616] ; [ 4.43835616 22.56164384],0
p4,1,0.024635,5.049351,[23 22] ; [21  6],[27.5 17.5] ; [16.5 10.5],0
p6,1,0.026152,4.945911,[15 31] ; [16 11],[19.53424658 26.46575342] ; [11.46575342 15.53424658],0
p10,1,0.029862,4.717207,[24 22] ; [21  6],[28.35616438 17.64383562] ; [16.64383562 10.35616438],0
n4,1,0.03004,4.706991,[26 20] ; [22  5],[30.24657534 15.75342466] ; [17.75342466  9.24657534],0
n1,1,0.043581,4.072727,[4 7] ; [8 2],[6.28571429 4.71428571] ; [5.71428571 4.28571429],0
n5,1,0.0453,4.007427,[25 21] ; [21  6],[28.98630137 17.01369863] ; [17.01369863  9.98630137],0
d2,1,0.049099,3.871979,[18 28] ; [17 10],[22.05479452 23.94520548] ; [12.94520548 14.05479452],0
v1,1,0.049099,3.871979,[18 28] ; [17 10],[22.05479452 23.94520548] ; [12.94520548 14.05479452],0
s3,1,0.050044,3.84,[21 24] ; [19  8],[25. 20.] ; [15. 12.],0
p3,1,0.05555,3.665512,[20 26] ; [18  9],[23.94520548 22.05479452] ; [14.05479452 12.94520548],0
r4,1,0.057065,3.620705,[37  9] ; [26  1],[39.69863014  6.30136986] ; [23.30136986  3.69863014],0
u3,1,0.07776,3.111111,[ 7 14] ; [5 2],[ 9. 12.] ; [3. 4.],0
d4,1,0.087276,2.923921,[33 13] ; [24  3],[35.91780822 10.08219178] ; [21.08219178  5.91780822],0
d5,1,0.094385,2.79794,[31 15] ; [23  4],[34.02739726 11.97260274] ; [19.97260274  7.02739726],0
p1,1,0.099312,2.716555,[ 3 43] ; [ 5 21],[ 5.11111111 40.88888889] ; [ 2.88888889 23.11111111],0
a3,1,0.099865,2.707706,[24 20] ; [20  7],[27.26760563 16.73239437] ; [16.73239437 10.26760563],0
u2,1,0.104205,2.639985,[ 8 14] ; [5 2],[ 9.86206897 12.13793103] ; [3.13793103 3.86206897],0
r1,1,0.115611,2.475789,[33 12] ; [24  3],[35.625  9.375] ; [21.375  5.625],0
n6,1,0.156607,2.006689,[32 14] ; [22  4],[34.5 11.5] ; [19.5  6.5],0
v2,1,0.164242,1.934726,[17 27] ; [15 12],[19.83098592 24.16901408] ; [12.16901408 14.83098592],0
p2,1,0.189454,1.721858,[33 13] ; [23  4],[35.28767123 10.71232877] ; [20.71232877  6.28767123],0
n2,1,0.189526,1.721296,[11  1] ; [7 3],[9.81818182 2.18181818] ; [8.18181818 1.81818182],0
d3,1,0.192532,1.698132,[31 15] ; [22  5],[33.39726027 12.60273973] ; [19.60273973  7.39726027],0
a4,1,0.211894,1.558442,[15 30] ; [13 14],[17.5 27.5] ; [10.5 16.5],0
a5,1,0.251065,1.31737,[28 18] ; [20  7],[30.24657534 15.75342466] ; [17.75342466  9.24657534],0
p7,1,0.254152,1.300334,[31 14] ; [15 12],[28.75 16.25] ; [17.25  9.75],0
a8,1,0.268858,1.222563,[ 2 37] ; [ 3 20],[ 3.14516129 35.85483871] ; [ 1.85483871 21.14516129],0
u4,1,0.276843,1.182521,[ 1 45] ; [ 2 25],[ 1.89041096 44.10958904] ; [ 1.10958904 25.89041096],0
