Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-06,22.331935,[60  3] ; [34 23],[49.35 13.65] ; [44.65 12.35],1
r4,1,4e-06,21.328413,[53 10] ; [25 32],[40.95 22.05] ; [37.05 19.95],1
p9,1,5e-06,20.741368,[49 14] ; [20 35],[36.83898305 26.16101695] ; [32.16101695 22.83898305],1
v4,1,2.8e-05,17.576239,[58  5] ; [34 23],[48.3 14.7] ; [43.7 13.3],1
p2,1,9.9e-05,15.150614,[48 13] ; [25 32],[37.73728814 23.26271186] ; [35.26271186 21.73728814],1
p10,1,0.000143,14.462304,[41 21] ; [17 38],[30.73504274 31.26495726] ; [27.26495726 27.73504274],1
s8,1,0.000234,13.533835,[18 45] ; [ 2 55],[10.5 52.5] ; [ 9.5 47.5],1
n2,1,0.000408,12.4942,[17  1] ; [11 15],[11.45454545  6.54545455] ; [16.54545455  9.45454545],1
p7,1,0.00168,9.869994,[34 25] ; [16 40],[25.65217391 33.34782609] ; [24.34782609 31.65217391],0
s6,1,0.01001,6.633152,[31 32] ; [15 42],[24.15 38.85] ; [21.85 35.15],0
p6,1,0.011526,6.382409,[16 42] ; [ 5 50],[10.77876106 47.22123894] ; [10.22123894 44.77876106],0
v1,1,0.012723,6.207158,[28 32] ; [14 43],[21.53846154 38.46153846] ; [20.46153846 36.53846154],0
n3,1,0.018043,5.591991,[15  3] ; [12 13],[11.30232558  6.69767442] ; [15.69767442  9.30232558],0
v2,1,0.019932,5.417827,[29 30] ; [15 39],[22.97345133 36.02654867] ; [21.02654867 32.97345133],0
b5,1,0.020695,5.35227,[44 19] ; [28 29],[37.8 25.2] ; [34.2 22.8],0
n1,1,0.044541,4.035941,[9 8] ; [ 6 20],[ 5.93023256 11.06976744] ; [ 9.06976744 16.93023256],0
p4,1,0.045322,4.006603,[28 33] ; [16 41],[22.74576271 38.25423729] ; [21.25423729 35.74576271],0
p8,1,0.060689,3.518466,[26 36] ; [14 41],[21.1965812 40.8034188] ; [18.8034188 36.1965812],0
s2,1,0.064796,3.410169,[20 42] ; [10 47],[15.6302521 46.3697479] ; [14.3697479 42.6302521],0
a1,1,0.078748,3.090545,[ 3 60] ; [ 8 49],[ 5.775 57.225] ; [ 5.225 51.775],0
u3,1,0.109125,2.566842,[15  9] ; [ 9 14],[12.25531915 11.74468085] ; [11.74468085 11.25531915],0
s1,1,0.123356,2.374179,[ 2 58] ; [ 6 51],[ 4.1025641 55.8974359] ; [ 3.8974359 53.1025641],0
u2,1,0.145729,2.116402,[16  8] ; [11 13],[13.5 10.5] ; [13.5 10.5],0
d2,1,0.165942,1.919228,[22 41] ; [27 30],[25.725 37.275] ; [23.275 33.725],0
u1,1,0.187131,1.740064,[ 6 57] ; [ 2 55],[ 4.2 58.8] ; [ 3.8 53.2],0
r1,1,0.194301,1.684698,[44 18] ; [34 23],[40.63865546 21.36134454] ; [37.36134454 19.63865546],0
r2,1,0.203644,1.616049,[55  8] ; [44 12],[52.41176471 10.58823529] ; [46.58823529  9.41176471],0
a2,1,0.209741,1.573214,[ 7 56] ; [11 46],[ 9.45 53.55] ; [ 8.55 48.45],0
n4,1,0.268679,1.223481,[34 29] ; [25 32],[30.975 32.025] ; [28.025 28.975],0
a4,1,0.326267,0.96366,[20 43] ; [23 34],[22.575 40.425] ; [20.425 36.575],0
a8,1,0.37318,0.793047,[ 7 51] ; [ 4 52],[ 5.59649123 52.40350877] ; [ 5.40350877 50.59649123],0
p5,1,0.378064,0.776988,[ 3 60] ; [ 1 54],[ 2.13559322 60.86440678] ; [ 1.86440678 53.13559322],0
s3,1,0.38537,0.753501,[27 35] ; [20 36],[24.69491525 37.30508475] ; [22.30508475 33.69491525],0
p1,1,0.408375,0.683527,[ 4 59] ; [ 6 51],[ 5.25 57.75] ; [ 4.75 52.25],0
b3,1,0.433944,0.612245,[ 9 26] ; [12 23],[10.5 24.5] ; [10.5 24.5],0
b2,1,0.433944,0.612245,[ 9 26] ; [12 23],[10.5 24.5] ; [10.5 24.5],0
n5,1,0.491701,0.472802,[30 32] ; [24 33],[28.13445378 33.86554622] ; [25.86554622 31.13445378],0
p3,1,0.515771,0.422341,[20 42] ; [15 41],[18.38983051 43.61016949] ; [16.61016949 39.38983051],0
a7,1,0.586958,0.29512,[39 24] ; [38 19],[40.425 22.575] ; [36.575 20.425],0
s4,1,0.623447,0.241053,[ 5 58] ; [ 6 51],[ 5.775 57.225] ; [ 5.225 51.775],0
d1,1,0.635369,0.224851,[27 36] ; [22 35],[25.725 37.275] ; [23.275 33.725],0
v3,1,0.704931,0.143393,[14 46] ; [14 39],[14.86725664 45.13274336] ; [13.13274336 39.86725664],0
b1,1,0.707811,0.140473,[31 32] ; [30 27],[32.025 30.975] ; [28.975 28.025],0
d4,1,0.719582,0.128894,[45 18] ; [39 18],[44.1 18.9] ; [39.9 17.1],0
a3,1,0.740267,0.109892,[39 24] ; [33 23],[38.11764706 24.88235294] ; [33.88235294 22.11764706],0
s5,1,0.74295,0.107551,[ 8 53] ; [ 6 48],[ 7.42608696 53.57391304] ; [ 6.57391304 47.42608696],0
b4,1,0.78094,0.077336,[36 27] ; [34 23],[36.75 26.25] ; [33.25 23.75],0
d3,1,0.811814,0.056685,[34 29] ; [29 27],[33.35294118 29.64705882] ; [29.64705882 26.35294118],0
d5,1,0.852924,0.034369,[43 20] ; [38 19],[42.525 20.475] ; [38.475 18.525],0
a6,1,0.887397,0.02005,[39 24] ; [36 21],[39.375 23.625] ; [35.625 21.375],0
a5,1,0.926144,0.008593,[37 26] ; [33 24],[36.75 26.25] ; [33.25 23.75],0
