Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,44.833041,[31 76] ; [166  80],[59.71388102 47.28611898] ; [137.28611898 108.71388102],1
p2,1,0.0,33.483047,[74 34] ; [228  19],[91.87605634 16.12394366] ; [210.12394366  36.87605634],1
p3,1,0.0,33.195163,[40 68] ; [172  75],[64.49577465 43.50422535] ; [147.50422535  99.49577465],1
p6,1,0.0,29.187848,[27 81] ; [137 107],[50.31818182 57.68181818] ; [113.68181818 130.31818182],1
p11,1,0.0,28.159394,[68 40] ; [216  31],[86.4 21.6] ; [197.6  49.4],1
p4,1,2e-06,22.90101,[55 53] ; [189  58],[74.23098592 33.76901408] ; [169.76901408  77.23098592],1
p10,1,3e-06,21.583987,[77 31] ; [222  23],[91.47875354 16.52124646] ; [207.52124646  37.47875354],1
p5,1,0.001821,9.722222,[ 7 98] ; [ 49 196],[16.8 88.2] ; [ 39.2 205.8],0
r3,1,0.002005,9.544677,[100   8] ; [243   3],[104.6440678   3.3559322] ; [238.3559322   7.6440678],0
r4,1,0.004441,8.094139,[90 18] ; [230  17],[97.35211268 10.64788732] ; [222.64788732  24.35211268],0
p9,1,0.009378,6.749381,[88 18] ; [227  19],[94.85795455 11.14204545] ; [220.14204545  25.85795455],0
v1,1,0.016142,5.787315,[49 52] ; [152  91],[59.01453488 41.98546512] ; [141.98546512 101.01453488],0
a8,1,0.019113,5.491169,[10 86] ; [ 48 176],[17.4 78.6] ; [ 40.6 183.4],0
v3,1,0.019507,5.455489,[38 63] ; [123 116],[47.82647059 53.17352941] ; [113.17352941 125.82647059],0
s5,1,0.022133,5.235328,[36 64] ; [118 120],[45.56213018 54.43786982] ; [108.43786982 129.56213018],0
n2,1,0.028008,4.827564,[22 12] ; [37  6],[26.05194805  7.94805195] ; [32.94805195 10.05194805],0
r1,1,0.028712,4.784791,[84 24] ; [214  32],[90.91525424 17.08474576] ; [207.08474576  38.91525424],0
v2,1,0.030719,4.668581,[56 48] ; [160  82],[64.92485549 39.07514451] ; [151.07514451  90.92485549],0
b5,1,0.041101,4.171852,[72 36] ; [136 111],[63.27887324 44.72112676] ; [144.72112676 102.27887324],0
n1,1,0.05269,3.75372,[21 13] ; [17 26],[16.77922078 17.22077922] ; [21.22077922 21.77922078],0
d2,1,0.082066,3.023502,[71 37] ; [138 109],[63.58309859 44.41690141] ; [145.41690141 101.58309859],0
s3,1,0.090654,2.862714,[74 34] ; [188  56],[80.38636364 27.61363636] ; [181.61363636  62.38636364],0
v4,1,0.107867,2.585201,[101   7] ; [238   7],[103.71671388   4.28328612] ; [235.28328612   9.71671388],0
n5,1,0.110263,2.550444,[80 28] ; [199  45],[85.60227273 22.39772727] ; [193.39772727  50.60227273],0
a6,1,0.116517,2.463523,[64 44] ; [167  79],[70.47457627 37.52542373] ; [160.52542373  85.47457627],0
s6,1,0.12404,2.365553,[84 23] ; [207  36],[88.96285714 18.03714286] ; [202.03714286  40.96285714],0
a1,1,0.129288,2.301037,[  4 104] ; [ 20 227],[  7.30140845 100.69859155] ; [ 16.69859155 230.30140845],0
r2,1,0.160685,1.967767,[99  7] ; [235   8],[101.44412607   4.55587393] ; [232.55587393  10.44412607],0
s8,1,0.160739,1.967261,[69 38] ; [177  69],[74.56657224 32.43342776] ; [171.43342776  74.56657224],0
d3,1,0.16841,1.897038,[79 29] ; [197  50],[83.96619718 24.03380282] ; [192.03380282  54.96619718],0
n6,1,0.169034,1.891491,[91 16] ; [219  24],[94.77142857 12.22857143] ; [215.22857143  27.77142857],0
u1,1,0.21307,1.550443,[34 74] ; [ 62 185],[29.2056338 78.7943662] ; [ 66.7943662 180.2056338],0
s2,1,0.254079,1.300735,[74 34] ; [183  63],[78.40677966 29.59322034] ; [178.59322034  67.40677966],0
n4,1,0.257708,1.281028,[88 20] ; [212  34],[91.52542373 16.47457627] ; [208.47457627  37.52542373],0
a5,1,0.282818,1.153496,[83 25] ; [202  45],[86.70422535 21.29577465] ; [198.29577465  48.70422535],0
a4,1,0.292043,1.110179,[61 47] ; [124 122],[56.44067797 51.55932203] ; [128.55932203 117.44067797],0
a3,1,0.312273,1.021038,[88 20] ; [210  35],[91.17280453 16.82719547] ; [206.82719547  38.17280453],0
b4,1,0.322649,0.978178,[66 42] ; [137 110],[61.75774648 46.24225352] ; [141.24225352 105.75774648],0
s4,1,0.416955,0.658882,[19 88] ; [ 53 193],[21.82436261 85.17563739] ; [ 50.17563739 195.82436261],0
b1,1,0.464263,0.535597,[46 62] ; [ 95 152],[42.89577465 65.10422535] ; [ 98.10422535 148.89577465],0
u2,1,0.489115,0.478473,[12  7] ; [26 10],[13.12727273  5.87272727] ; [24.87272727 11.12727273],0
p12,1,0.50102,0.452776,[10 97] ; [ 29 217],[11.82152975 95.17847025] ; [ 27.17847025 218.82152975],0
d1,1,0.515864,0.422155,[81 27] ; [177  70],[78.49014085 29.50985915] ; [179.50985915  67.49014085],0
p1,1,0.516402,0.421074,[ 9 99] ; [ 26 220],[10.6779661 97.3220339] ; [ 24.3220339 221.6779661],0
s1,1,0.521982,0.409976,[  6 101] ; [ 10 236],[  4.84985836 102.15014164] ; [ 11.15014164 234.84985836],0
n3,1,0.572842,0.317951,[21 12] ; [30 13],[22.14473684 10.85526316] ; [28.85526316 14.14473684],0
u4,1,0.660585,0.192813,[  5 103] ; [  9 238],[  4.25915493 103.74084507] ; [  9.74084507 237.25915493],0
a2,1,0.774296,0.082232,[34 74] ; [ 74 173],[32.85633803 75.14366197] ; [ 75.14366197 171.85633803],0
d5,1,0.849211,0.036147,[95 13] ; [219  28],[95.52676056 12.47323944] ; [218.47323944  28.52676056],0
b2,1,0.861239,0.030554,[33 42] ; [80 97],[33.63095238 41.36904762] ; [79.36904762 97.63095238],0
b3,1,0.861239,0.030554,[33 42] ; [80 97],[33.63095238 41.36904762] ; [79.36904762 97.63095238],0
a7,1,0.871244,0.02627,[77 31] ; [174  73],[76.36056338 31.63943662] ; [174.63943662  72.36056338],0
u3,1,0.954897,0.003199,[15  5] ; [28  9],[15.0877193  4.9122807] ; [27.9122807  9.0877193],0
