Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.34324,[90 26] ; [ 2 19],[77.89781022 38.10218978] ; [14.10218978  6.89781022],1
p8,1,0.422312,0.643871,[19 97] ; [ 2 19],[17.7810219 98.2189781] ; [ 3.2189781 17.7810219],0
a3,1,0.42429,0.638402,[74 41] ; [11  9],[72.40740741 42.59259259] ; [12.59259259  7.40740741],0
v2,1,0.478591,0.502072,[47 61] ; [ 7 13],[45.5625 62.4375] ; [ 8.4375 11.5625],0
a2,1,0.497239,0.460825,[24 92] ; [ 3 18],[22.86131387 93.13868613] ; [ 4.13868613 16.86131387],0
a6,1,0.514167,0.425578,[69 46] ; [11 10],[67.64705882 47.35294118] ; [12.35294118  8.64705882],0
a5,1,0.543483,0.369123,[69 47] ; [11 10],[67.73722628 48.26277372] ; [12.26277372  8.73722628],0
n1,1,0.546558,0.36352,[24 25] ; [3 5],[23.21052632 25.78947368] ; [3.78947368 4.21052632],0
u2,1,0.682739,0.167059,[18 24] ; [5 5],[18.57692308 23.42307692] ; [4.42307692 5.57692308],0
b3,1,0.702303,0.146087,[24 45] ; [6 9],[24.64285714 44.35714286] ; [5.35714286 9.64285714],0
b2,1,0.702303,0.146087,[24 45] ; [6 9],[24.64285714 44.35714286] ; [5.35714286 9.64285714],0
p5,1,0.773773,0.082624,[  4 111] ; [ 1 20],[  4.22794118 110.77205882] ; [ 0.77205882 20.22794118],0
n5,1,0.800421,0.063909,[74 42] ; [14  7],[74.51094891 41.48905109] ; [13.48905109  7.51094891],0
p12,1,0.930776,0.007546,[  6 109] ; [ 1 20],[  5.91911765 109.08088235] ; [ 1.08088235 19.91911765],0
b5,1,0.958089,0.002762,[67 49] ; [12  9],[66.89051095 49.10948905] ; [12.10948905  8.89051095],0
d4,1,0.990765,0.000134,[82 33] ; [15  6],[82.02205882 32.97794118] ; [14.97794118  6.02205882],0
a1,1,0.995287,3.5e-05,[ 11 105] ; [ 2 19],[ 11.00729927 104.99270073] ; [ 1.99270073 19.00729927],0
s1,1,0.995265,3.5e-05,[ 11 104] ; [ 2 19],[ 10.99264706 104.00735294] ; [ 2.00735294 18.99264706],0
