Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.34324,[90 26] ; [ 2 19],[77.89781022 38.10218978] ; [14.10218978  6.89781022],1
v4,1,0.0,25.986039,[98 18] ; [ 7 14],[88.90510949 27.09489051] ; [16.09489051  4.90510949],1
r1,1,4e-05,16.861113,[82 34] ; [ 5 16],[73.66423358 42.33576642] ; [13.33576642  7.66423358],1
r3,1,0.001484,10.098887,[93 23] ; [10 11],[87.21167883 28.78832117] ; [15.78832117  5.21167883],0
s8,1,0.01196,6.316855,[36 79] ; [ 1 20],[31.28676471 83.71323529] ; [ 5.71323529 15.28676471],0
v3,1,0.01382,6.061042,[40 68] ; [ 2 19],[35.1627907 72.8372093] ; [ 6.8372093 14.1627907],0
n6,1,0.032695,4.561702,[78 38] ; [ 9 12],[73.66423358 42.33576642] ; [13.33576642  7.66423358],0
s2,1,0.033633,4.513267,[44 71] ; [ 3 18],[39.74264706 75.25735294] ; [ 7.25735294 13.74264706],0
p9,1,0.046422,3.966226,[63 49] ; [ 6 13],[58.99236641 53.00763359] ; [10.00763359  8.99236641],0
p10,1,0.052449,3.761404,[61 53] ; [ 6 14],[57. 57.] ; [10. 10.],0
s5,1,0.056584,3.634775,[25 84] ; [ 1 20],[21.8 87.2] ; [ 4.2 16.8],0
b4,1,0.061855,3.486925,[63 53] ; [16  5],[66.89051095 49.10948905] ; [12.10948905  8.89051095],0
a8,1,0.063032,3.45575,[  8 105] ; [ 4 16],[ 10.19548872 102.80451128] ; [ 1.80451128 18.19548872],0
u3,1,0.064892,3.40771,[22 20] ; [2 8],[19.38461538 22.61538462] ; [4.61538462 5.38461538],0
s7,1,0.068147,3.32709,[41 69] ; [ 3 16],[37.51937984 72.48062016] ; [ 6.48062016 12.51937984],0
d3,1,0.070528,3.27069,[63 52] ; [ 7 14],[59.19117647 55.80882353] ; [10.80882353 10.19117647],0
a4,1,0.073665,3.19941,[51 63] ; [ 5 16],[47.28888889 66.71111111] ; [ 8.71111111 12.28888889],0
p7,1,0.080232,3.060199,[31 82] ; [ 2 19],[27.82835821 85.17164179] ; [ 5.17164179 15.82835821],0
p3,1,0.082123,3.022368,[25 91] ; [ 1 19],[22.17647059 93.82352941] ; [ 3.82352941 16.17647059],0
d1,1,0.095056,2.786588,[56 60] ; [ 6 15],[52.49635036 63.50364964] ; [ 9.50364964 11.49635036],0
s3,1,0.10715,2.595759,[50 63] ; [ 5 15],[46.72932331 66.27067669] ; [ 8.27067669 11.72932331],0
s6,1,0.111164,2.537594,[54 60] ; [ 6 15],[50.66666667 63.33333333] ; [ 9.33333333 11.66666667],0
v1,1,0.125488,2.347451,[42 74] ; [ 4 17],[38.94890511 77.05109489] ; [ 7.05109489 13.94890511],0
n4,1,0.18903,1.725159,[78 38] ; [11 10],[75.35766423 40.64233577] ; [13.64233577  7.35766423],0
p1,1,0.196471,1.668415,[ 11 105] ; [ 4 17],[ 12.70072993 103.29927007] ; [ 2.29927007 18.70072993],0
d5,1,0.22896,1.447313,[76 39] ; [11 10],[73.56617647 41.43382353] ; [13.43382353  7.56617647],0
d2,1,0.250831,1.318669,[53 60] ; [ 7 14],[50.59701493 62.40298507] ; [ 9.40298507 11.59701493],0
s4,1,0.254401,1.298972,[23 92] ; [ 2 19],[21.13970588 93.86029412] ; [ 3.86029412 17.13970588],0
p11,1,0.281503,1.159822,[59 57] ; [ 8 13],[56.72992701 59.27007299] ; [10.27007299 10.72992701],0
n3,1,0.288368,1.127223,[26 19] ; [3 5],[24.62264151 20.37735849] ; [4.37735849 3.62264151],0
p6,1,0.298874,1.079212,[ 16 100] ; [ 1 18],[ 14.60740741 101.39259259] ; [ 2.39259259 16.60740741],0
b1,1,0.315061,1.009339,[58 58] ; [13  8],[60.11678832 55.88321168] ; [10.88321168 10.11678832],0
n2,1,0.340485,0.908605,[33 16] ; [4 4],[31.80701754 17.19298246] ; [5.19298246 2.80701754],0
u1,1,0.369595,0.805025,[ 13 103] ; [ 1 20],[ 11.8540146 104.1459854] ; [ 2.1459854 18.8540146],0
a7,1,0.403164,0.698868,[72 44] ; [11 10],[70.27737226 45.72262774] ; [12.72262774  8.27737226],0
