Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,41.509338,[27 29] ; [114  11],[43.62430939 12.37569061] ; [97.37569061 27.62430939],1
n6,1,0.0,32.432749,[33 23] ; [116   8],[46.35555556  9.64444444] ; [102.64444444  21.35555556],1
b3,1,0.00121,10.475551,[ 4 32] ; [32 45],[11.46902655 24.53097345] ; [24.53097345 52.46902655],0
b2,1,0.00121,10.475551,[ 4 32] ; [32 45],[11.46902655 24.53097345] ; [24.53097345 52.46902655],0
p11,1,0.00364,8.455421,[35 21] ; [103  22],[42.6961326 13.3038674] ; [95.3038674 29.6961326],0
p9,1,0.005084,7.849405,[39 17] ; [108  16],[45.73333333 10.26666667] ; [101.26666667  22.73333333],0
p10,1,0.010251,6.590825,[37 19] ; [104  21],[43.62430939 12.37569061] ; [97.37569061 27.62430939],0
a8,1,0.014468,5.980085,[ 1 53] ; [16 98],[ 5.46428571 48.53571429] ; [ 11.53571429 102.46428571],0
s7,1,0.047695,3.920689,[21 31] ; [66 50],[26.92857143 25.07142857] ; [60.07142857 55.92857143],0
u1,1,0.049295,3.865294,[ 6 50] ; [29 96],[10.82872928 45.17127072] ; [ 24.17127072 100.82872928],0
b4,1,0.07242,3.227295,[38 18] ; [67 58],[32.48618785 23.51381215] ; [72.51381215 52.48618785],0
p4,1,0.073108,3.211828,[39 17] ; [102  23],[43.62430939 12.37569061] ; [97.37569061 27.62430939],0
p8,1,0.107674,2.588027,[30 26] ; [82 42],[34.84444444 21.15555556] ; [77.15555556 46.84444444],0
s3,1,0.135916,2.223598,[29 26] ; [80 44],[33.49162011 21.50837989] ; [75.50837989 48.49162011],0
r1,1,0.141472,2.16187,[39 16] ; [101  24],[42.77777778 12.22222222] ; [97.22222222 27.77777778],0
n3,1,0.149227,2.080132,[15  2] ; [18  8],[13.04651163  3.95348837] ; [19.95348837  6.04651163],0
a4,1,0.149802,2.07427,[20 36] ; [59 66],[24.44198895 31.55801105] ; [54.55801105 70.44198895],0
b5,1,0.151042,2.0617,[32 24] ; [57 68],[27.5359116 28.4640884] ; [61.4640884 63.5359116],0
s6,1,0.156376,2.008929,[34 22] ; [85 34],[38.08 17.92] ; [80.92 38.08],0
a3,1,0.163709,1.939625,[35 21] ; [91 34],[38.98342541 17.01657459] ; [87.01657459 37.98342541],0
p5,1,0.192567,1.697866,[ 6 50] ; [ 23 102],[ 8.97237569 47.02762431] ; [ 20.02762431 104.97237569],0
s2,1,0.19774,1.658986,[24 32] ; [66 58],[28. 28.] ; [62. 62.],0
a6,1,0.240455,1.377922,[34 22] ; [87 38],[37.43646409 18.56353591] ; [83.56353591 41.43646409],0
d3,1,0.253242,1.305329,[39 17] ; [76 49],[35.5801105 20.4198895] ; [79.4198895 45.5801105],0
p6,1,0.262023,1.258036,[21 34] ; [59 66],[24.44444444 30.55555556] ; [55.55555556 69.44444444],0
a2,1,0.302305,1.063999,[10 46] ; [31 94],[12.68508287 43.31491713] ; [28.31491713 96.68508287],0
s1,1,0.330958,0.945144,[ 1 55] ; [  6 119],[ 2.16574586 53.83425414] ; [  4.83425414 120.16574586],0
p1,1,0.348648,0.878373,[ 6 50] ; [ 20 105],[ 8.0441989 47.9558011] ; [ 17.9558011 107.0441989],0
s4,1,0.390244,0.738181,[14 42] ; [ 24 100],[11.82222222 44.17777778] ; [26.17777778 97.82222222],0
s5,1,0.407187,0.686999,[16 35] ; [46 75],[18.38372093 32.61627907] ; [43.61627907 77.38372093],0
v3,1,0.420417,0.649149,[14 39] ; [40 83],[16.26136364 36.73863636] ; [37.73863636 85.26136364],0
s8,1,0.420846,0.647951,[21 35] ; [54 69],[23.46368715 32.53631285] ; [51.53631285 71.46368715],0
p7,1,0.434347,0.611173,[43 13] ; [89 36],[40.83977901 15.16022099] ; [91.16022099 33.83977901],0
n1,1,0.438988,0.598927,[ 4 13] ; [ 9 17],[ 5.13953488 11.86046512] ; [ 7.86046512 18.13953488],0
u3,1,0.46736,0.528211,[12  9] ; [16 18],[10.69090909 10.30909091] ; [17.30909091 16.69090909],0
d5,1,0.521622,0.410686,[41 15] ; [97 28],[42.6961326 13.3038674] ; [95.3038674 29.6961326],0
d4,1,0.593929,0.28425,[45 11] ; [96 29],[43.62430939 12.37569061] ; [97.37569061 27.62430939],0
b1,1,0.613449,0.255183,[26 30] ; [53 72],[24.44198895 31.55801105] ; [54.55801105 70.44198895],0
v4,1,0.635981,0.224037,[53  3] ; [115   9],[52.26666667  3.73333333] ; [115.73333333   8.26666667],0
u2,1,0.63974,0.219082,[11 10] ; [20 14],[11.83636364  9.16363636] ; [19.16363636 14.83636364],0
d2,1,0.657216,0.196923,[26 30] ; [62 62],[27.37777778 28.62222222] ; [60.62222222 63.37777778],0
