Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,47.59909,[55 26] ; [ 5 52],[35.2173913 45.7826087] ; [24.7826087 32.2173913],1
d5,1,0.0,32.365355,[79  2] ; [34 23],[66.32608696 14.67391304] ; [46.67391304 10.32608696],1
d3,1,2e-06,22.810114,[72  9] ; [30 27],[59.86956522 21.13043478] ; [42.13043478 14.86956522],1
a2,1,4.8e-05,16.527735,[23 58] ; [ 1 56],[14.08695652 66.91304348] ; [ 9.91304348 47.08695652],1
a4,1,0.001575,9.988805,[40 41] ; [13 44],[31.10869565 49.89130435] ; [21.89130435 35.10869565],0
a5,1,0.00505,7.86162,[60 21] ; [29 28],[52.23913043 28.76086957] ; [36.76086957 20.23913043],0
r2,1,0.011574,6.374977,[73  6] ; [44 13],[67.96323529 11.03676471] ; [49.03676471  7.96323529],0
a8,1,0.012863,6.187888,[ 2 72] ; [ 8 47],[ 5.73643411 68.26356589] ; [ 4.26356589 50.73643411],0
s6,1,0.013502,6.102145,[48 32] ; [22 35],[40.87591241 39.12408759] ; [29.12408759 27.87591241],0
s8,1,0.017075,5.68862,[31 50] ; [11 46],[24.65217391 56.34782609] ; [17.34782609 39.65217391],0
v2,1,0.022284,5.223468,[43 33] ; [20 35],[36.54961832 39.45038168] ; [26.45038168 28.54961832],0
a3,1,0.050501,3.824756,[61 20] ; [34 23],[55.76086957 25.23913043] ; [39.23913043 17.76086957],0
p10,1,0.05238,3.76358,[52 26] ; [28 28],[46.56716418 31.43283582] ; [33.43283582 22.56716418],0
p4,1,0.063711,3.438056,[38 41] ; [18 38],[32.77037037 46.22962963] ; [23.22962963 32.77037037],0
n2,1,0.068526,3.317972,[18 12] ; [13  2],[20.66666667  9.33333333] ; [10.33333333  4.66666667],0
u1,1,0.069673,3.290696,[10 71] ; [ 2 55],[ 7.04347826 73.95652174] ; [ 4.95652174 52.04347826],0
a1,1,0.096638,2.76017,[ 2 79] ; [ 5 52],[ 4.10869565 76.89130435] ; [ 2.89130435 54.10869565],0
b2,1,0.178311,1.811642,[18 37] ; [ 5 22],[15.42682927 39.57317073] ; [ 7.57317073 19.42682927],0
b3,1,0.178311,1.811642,[18 37] ; [ 5 22],[15.42682927 39.57317073] ; [ 7.57317073 19.42682927],0
b4,1,0.224877,1.472977,[51 30] ; [30 27],[47.54347826 33.45652174] ; [33.45652174 23.54347826],0
p8,1,0.23434,1.414325,[30 48] ; [16 40],[26.7761194 51.2238806] ; [19.2238806 36.7761194],0
p3,1,0.261594,1.2603,[32 46] ; [18 39],[28.88888889 49.11111111] ; [21.11111111 35.88888889],0
p6,1,0.333215,0.936363,[19 56] ; [10 45],[16.73076923 58.26923077] ; [12.26923077 42.73076923],0
b5,1,0.339619,0.911868,[52 29] ; [32 25],[49.30434783 31.69565217] ; [34.69565217 22.30434783],0
p9,1,0.387229,0.747627,[55 24] ; [35 21],[52.66666667 26.33333333] ; [37.33333333 18.66666667],0
r3,1,0.398176,0.713827,[72  9] ; [47  9],[70.35766423 10.64233577] ; [48.64233577  7.35766423],0
s5,1,0.401243,0.704598,[20 56] ; [11 44],[17.98473282 58.01526718] ; [13.01526718 41.98473282],0
p7,1,0.415854,0.662002,[39 38] ; [23 30],[36.72307692 40.27692308] ; [25.27692308 27.72307692],0
r1,1,0.425891,0.634003,[61 19] ; [40 17],[58.97810219 21.02189781] ; [42.02189781 14.97810219],0
a7,1,0.434617,0.610455,[59 22] ; [38 19],[56.93478261 24.06521739] ; [40.06521739 16.93478261],0
p5,1,0.462658,0.539457,[ 5 74] ; [ 2 55],[ 4.06617647 74.93382353] ; [ 2.93382353 54.06617647],0
b1,1,0.562565,0.335282,[40 41] ; [31 26],[41.67391304 39.32608696] ; [29.32608696 27.67391304],0
u2,1,0.580483,0.305455,[16  4] ; [16  6],[15.23809524  4.76190476] ; [16.76190476  5.23809524],0
v3,1,0.586081,0.296507,[21 53] ; [13 41],[19.65625 54.34375] ; [14.34375 39.65625],0
s2,1,0.588041,0.293414,[36 44] ; [23 34],[34.45255474 45.54744526] ; [24.54744526 32.45255474],0
n1,1,0.603364,0.269952,[12 17] ; [ 5 10],[11.20454545 17.79545455] ; [5.79545455 9.20454545],0
s3,1,0.603667,0.2695,[43 36] ; [33 23],[44.47407407 34.52592593] ; [31.52592593 24.47407407],0
r4,1,0.656266,0.198091,[61 20] ; [41 16],[59.86956522 21.13043478] ; [42.13043478 14.86956522],0
v4,1,0.666315,0.185943,[69 12] ; [47 10],[68.08695652 12.91304348] ; [47.91304348  9.08695652],0
s1,1,0.667361,0.184705,[ 4 74] ; [ 2 54],[ 3.49253731 74.50746269] ; [ 2.50746269 53.49253731],0
a6,1,0.67002,0.181579,[54 27] ; [36 21],[52.82608696 28.17391304] ; [37.17391304 19.82608696],0
p11,1,0.671153,0.180257,[47 34] ; [31 26],[45.7826087 35.2173913] ; [32.2173913 24.7826087],0
n4,1,0.707007,0.141285,[41 40] ; [27 30],[39.91304348 41.08695652] ; [28.08695652 28.91304348],0
s7,1,0.719372,0.129095,[26 48] ; [17 36],[25.05511811 48.94488189] ; [17.94488189 35.05511811],0
p12,1,0.735395,0.114215,[ 2 76] ; [ 2 54],[ 2.32835821 75.67164179] ; [ 1.67164179 54.32835821],0
