Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.439973,[25 38] ; [91 30],[39.7173913 23.2826087] ; [76.2826087 44.7173913],1
p10,1,6.5e-05,15.959382,[23 40] ; [82 40],[35.75675676 27.24324324] ; [69.24324324 52.75675676],1
p2,1,0.000146,14.417479,[37 28] ; [100  21],[47.87634409 17.12365591] ; [89.12365591 31.87634409],1
r4,1,0.000297,13.091971,[41 24] ; [105  17],[50.7486631 14.2513369] ; [95.2513369 26.7486631],1
v4,1,0.00265,9.034079,[51 14] ; [113   8],[57.31182796  7.68817204] ; [106.68817204  14.31182796],0
r3,1,0.006098,7.521213,[53 12] ; [115   7],[58.39572193  6.60427807] ; [109.60427807  12.39572193],0
n4,1,0.006264,7.472774,[19 46] ; [61 61],[27.80748663 37.19251337] ; [52.19251337 69.80748663],0
s8,1,0.006902,7.298371,[ 9 56] ; [39 83],[16.68449198 48.31550802] ; [31.31550802 90.68449198],0
p6,1,0.008399,6.946352,[ 6 57] ; [31 88],[12.80769231 50.19230769] ; [24.19230769 94.80769231],0
r2,1,0.009384,6.748264,[50 14] ; [110  10],[55.65217391  8.34782609] ; [104.34782609  15.65217391],0
p7,1,0.017193,5.676596,[26 39] ; [70 50],[33.72972973 31.27027027] ; [62.27027027 57.72972973],0
b1,1,0.01775,5.620621,[34 31] ; [42 80],[26.4171123 38.5828877] ; [49.5828877 72.4171123],0
n6,1,0.023973,5.096601,[31 34] ; [79 43],[38.23529412 26.76470588] ; [71.76470588 50.23529412],0
s4,1,0.027624,4.851378,[14 51] ; [ 12 110],[ 9.03743316 55.96256684] ; [ 16.96256684 105.03743316],0
s1,1,0.037844,4.312016,[ 5 60] ; [  2 120],[ 2.43315508 62.56684492] ; [  4.56684492 117.43315508],0
s7,1,0.039057,4.258369,[10 48] ; [38 81],[15.72881356 42.27118644] ; [32.27118644 86.72881356],0
a8,1,0.042017,4.134506,[ 1 61] ; [ 11 102],[ 4.25142857 57.74857143] ; [  7.74857143 105.25142857],0
p8,1,0.084982,2.966954,[20 44] ; [54 68],[25.46236559 38.53763441] ; [48.53763441 73.46236559],0
a5,1,0.122392,2.386443,[34 31] ; [78 44],[38.93048128 26.06951872] ; [73.06951872 48.93048128],0
n3,1,0.155822,2.014312,[15  9] ; [27  7],[17.37931034  6.62068966] ; [24.62068966  9.37931034],0
a6,1,0.163624,1.940407,[37 28] ; [82 40],[41.36363636 23.63636364] ; [77.63636364 44.36363636],0
n2,1,0.16896,1.892146,[13 12] ; [23 10],[15.51724138  9.48275862] ; [20.48275862 12.51724138],0
n1,1,0.172402,1.861934,[ 3 22] ; [ 9 25],[ 5.08474576 19.91525424] ; [ 6.91525424 27.08474576],0
v2,1,0.19206,1.701747,[25 36] ; [59 56],[29.11363636 31.88636364] ; [54.88636364 60.11363636],0
v1,1,0.198749,1.651546,[18 46] ; [44 73],[21.92265193 42.07734807] ; [40.07734807 76.92265193],0
r1,1,0.222827,1.486072,[43 22] ; [91 31],[46.57754011 18.42245989] ; [87.42245989 34.57754011],0
s2,1,0.287684,1.130428,[23 42] ; [34 88],[19.81283422 45.18716578] ; [37.18716578 84.81283422],0
a3,1,0.293353,1.104168,[37 28] ; [79 43],[40.32085561 24.67914439] ; [75.67914439 46.32085561],0
d3,1,0.310643,1.027941,[41 23] ; [87 35],[44.04301075 19.95698925] ; [83.95698925 38.04301075],0
s3,1,0.362021,0.830869,[28 35] ; [45 75],[25.13114754 37.86885246] ; [47.86885246 72.13114754],0
d4,1,0.376949,0.780627,[48 17] ; [97 25],[50.40106952 14.59893048] ; [94.59893048 27.40106952],0
a4,1,0.405378,0.692315,[19 46] ; [43 79],[21.55080214 43.44919786] ; [40.44919786 81.55080214],0
p4,1,0.437469,0.602913,[23 41] ; [51 71],[25.46236559 38.53763441] ; [48.53763441 73.46236559],0
d2,1,0.450529,0.569321,[26 39] ; [42 80],[23.63636364 41.36363636] ; [44.36363636 77.63636364],0
a1,1,0.482371,0.493498,[ 1 64] ; [  4 118],[ 1.73796791 63.26203209] ; [  3.26203209 118.73796791],0
u1,1,0.492538,0.470978,[ 4 61] ; [ 11 111],[ 5.21390374 59.78609626] ; [  9.78609626 112.21390374],0
a7,1,0.531878,0.390802,[45 19] ; [91 31],[46.79569892 17.20430108] ; [89.20430108 32.79569892],0
b5,1,0.533466,0.387785,[38 27] ; [77 45],[39.97326203 25.02673797] ; [75.02673797 46.97326203],0
a2,1,0.554397,0.349499,[10 55] ; [ 15 107],[ 8.68983957 56.31016043] ; [ 16.31016043 105.68983957],0
u3,1,0.589358,0.291348,[14 12] ; [26 17],[15.07246377 10.92753623] ; [24.92753623 18.07246377],0
s6,1,0.616992,0.250118,[26 39] ; [53 68],[27.60752688 37.39247312] ; [51.39247312 69.60752688],0
b2,1,0.655931,0.198504,[ 7 24] ; [19 52],[ 7.90196078 23.09803922] ; [18.09803922 52.90196078],0
b3,1,0.655931,0.198504,[ 7 24] ; [19 52],[ 7.90196078 23.09803922] ; [18.09803922 52.90196078],0
u2,1,0.674116,0.176825,[15 11] ; [27 16],[15.82608696 10.17391304] ; [26.17391304 16.82608696],0
v3,1,0.677082,0.173429,[17 42] ; [30 86],[15.84571429 43.15428571] ; [31.15428571 84.84571429],0
