Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,3e-06,21.648995,[39 20] ; [17 51],[26.01574803 32.98425197] ; [29.98425197 38.01574803],1
s8,1,0.022393,5.214997,[25 36] ; [16 55],[18.9469697 42.0530303] ; [22.0530303 48.9469697],0
r3,1,0.027082,4.885549,[56  5] ; [56 16],[51.36842105  9.63157895] ; [60.63157895 11.36842105],0
r1,1,0.037049,4.34816,[49 13] ; [45 27],[43.49253731 18.50746269] ; [50.50746269 21.49253731],0
p4,1,0.049441,3.860322,[34 27] ; [27 43],[28.40458015 32.59541985] ; [32.59541985 37.40458015],0
r4,1,0.052319,3.765529,[54  8] ; [53 19],[49.50746269 12.49253731] ; [57.49253731 14.50746269],0
a3,1,0.061405,3.499035,[37 24] ; [31 39],[31.66412214 29.33587786] ; [36.33587786 33.66412214],0
b5,1,0.069149,3.303117,[39 23] ; [34 38],[33.7761194 28.2238806] ; [39.2238806 32.7761194],0
r2,1,0.074137,3.188962,[57  4] ; [60 12],[53.66165414  7.33834586] ; [63.33834586  8.66165414],0
a7,1,0.077437,3.117898,[40 22] ; [35 36],[34.96240602 27.03759398] ; [40.03759398 30.96240602],0
n1,1,0.080438,3.05602,[7 2] ; [10 13],[4.78125 4.21875] ; [12.21875 10.78125],0
d3,1,0.090008,2.874224,[29 33] ; [23 48],[24.2406015 37.7593985] ; [27.7593985 43.2406015],0
d1,1,0.092806,2.82502,[ 6 56] ; [ 2 70],[ 3.70149254 58.29850746] ; [ 4.29850746 67.70149254],0
p5,1,0.09354,2.812368,[11 49] ; [ 6 65],[ 7.78625954 52.21374046] ; [ 9.21374046 61.78625954],0
p9,1,0.102648,2.663912,[49 12] ; [46 22],[44.92248062 16.07751938] ; [50.07751938 17.92248062],0
p11,1,0.110399,2.548504,[49 13] ; [48 24],[44.88059701 17.11940299] ; [52.11940299 19.88059701],0
n6,1,0.122617,2.383567,[53  8] ; [55 17],[49.53383459 11.46616541] ; [58.46616541 13.53383459],0
u3,1,0.123178,2.376438,[14 11] ; [15 26],[10.98484848 14.01515152] ; [18.01515152 22.98484848],0
s7,1,0.147505,2.097865,[30 28] ; [26 41],[25.984 32.016] ; [30.016 36.984],0
s4,1,0.147808,2.094726,[ 7 54] ; [15 57],[10.09022556 50.90977444] ; [11.90977444 60.09022556],0
p10,1,0.154778,2.024515,[46 14] ; [45 24],[42.3255814 17.6744186] ; [48.6744186 20.3255814],0
s3,1,0.18345,1.769451,[36 23] ; [34 35],[32.265625 26.734375] ; [37.734375 31.265625],0
s2,1,0.202224,1.626242,[29 30] ; [27 44],[25.41538462 33.58461538] ; [30.58461538 40.41538462],0
p2,1,0.217031,1.523897,[44 17] ; [44 27],[40.66666667 20.33333333] ; [47.33333333 23.66666667],0
p8,1,0.22317,1.483868,[33 27] ; [31 39],[29.53846154 30.46153846] ; [34.46153846 35.53846154],0
v3,1,0.23321,1.421177,[26 36] ; [22 47],[22.71755725 39.28244275] ; [25.28244275 43.71755725],0
p12,1,0.239502,1.383526,[ 4 57] ; [ 9 62],[ 6.00757576 54.99242424] ; [ 6.99242424 64.00757576],0
s6,1,0.240884,1.375413,[37 23] ; [36 34],[33.69230769 26.30769231] ; [39.30769231 30.69230769],0
p6,1,0.261262,1.262055,[24 37] ; [21 49],[20.95419847 40.04580153] ; [24.04580153 45.95419847],0
b2,1,0.279083,1.171549,[23 26] ; [15 27],[20.46153846 28.53846154] ; [17.53846154 24.46153846],0
b3,1,0.279083,1.171549,[23 26] ; [15 27],[20.46153846 28.53846154] ; [17.53846154 24.46153846],0
n5,1,0.308115,1.038737,[54  8] ; [58 14],[51.82089552 10.17910448] ; [60.17910448 11.82089552],0
p7,1,0.331115,0.944534,[33 27] ; [33 38],[30.22900763 29.77099237] ; [35.77099237 35.22900763],0
b4,1,0.345758,0.888965,[32 30] ; [43 29],[34.70149254 27.29850746] ; [40.29850746 31.70149254],0
u1,1,0.386407,0.750217,[ 1 61] ; [ 3 69],[ 1.85074627 60.14925373] ; [ 2.14925373 69.85074627],0
b1,1,0.421468,0.646219,[31 31] ; [31 41],[28.68656716 33.31343284] ; [33.31343284 38.68656716],0
v4,1,0.474044,0.512535,[55  6] ; [62 10],[53.66165414  7.33834586] ; [63.33834586  8.66165414],0
a8,1,0.497556,0.460144,[ 8 48] ; [ 7 61],[ 6.77419355 49.22580645] ; [ 8.22580645 59.77419355],0
s5,1,0.506222,0.441869,[14 44] ; [20 48],[15.65079365 42.34920635] ; [18.34920635 49.65079365],0
p1,1,0.527979,0.39828,[12 49] ; [11 60],[10.62878788 50.37121212] ; [12.37121212 58.62878788],0
s1,1,0.542794,0.370386,[ 5 55] ; [ 4 67],[ 4.1221374 55.8778626] ; [ 4.8778626 66.1221374],0
u2,1,0.634146,0.226481,[12 12] ; [18 23],[11.07692308 12.92307692] ; [18.92307692 22.07692308],0
n2,1,0.689946,0.159144,[7 2] ; [17  7],[6.54545455 2.45454545] ; [17.45454545  6.54545455],0
d4,1,0.735862,0.113797,[28 34] ; [30 41],[27.03759398 34.96240602] ; [30.96240602 40.03759398],0
a5,1,0.753231,0.098836,[34 28] ; [37 34],[33.09774436 28.90225564] ; [37.90225564 33.09774436],0
