Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000614,11.733333,[44 10] ; [22 23],[36. 18.] ; [30. 15.],1
s2,1,0.001171,10.535154,[46 10] ; [24 22],[38.43137255 17.56862745] ; [31.56862745 14.43137255],0
s6,1,0.001764,9.780456,[53  2] ; [33 11],[47.77777778  7.22222222] ; [38.22222222  5.77777778],0
d1,1,0.002305,9.289625,[41 15] ; [20 26],[33.49019608 22.50980392] ; [27.50980392 18.49019608],0
s3,1,0.016594,5.738861,[46 10] ; [28 18],[40.62745098 15.37254902] ; [33.37254902 12.62745098],0
u1,1,0.019541,5.452485,[15 41] ; [ 4 42],[10.43137255 45.56862745] ; [ 8.56862745 37.43137255],0
d2,1,0.027188,4.878809,[33 23] ; [17 29],[27.45098039 28.54901961] ; [22.54901961 23.45098039],0
s5,1,0.031857,4.606197,[35 18] ; [19 24],[29.8125 23.1875] ; [24.1875 18.8125],0
r4,1,0.033038,4.543801,[52  4] ; [36 10],[48.31372549  7.68627451] ; [39.68627451  6.31372549],0
p5,1,0.035105,4.440062,[10 46] ; [ 2 44],[ 6.58823529 49.41176471] ; [ 5.41176471 40.58823529],0
p1,1,0.035105,4.440062,[10 46] ; [ 2 44],[ 6.58823529 49.41176471] ; [ 5.41176471 40.58823529],0
b3,1,0.039501,4.239189,[10 21] ; [ 3 26],[ 6.71666667 24.28333333] ; [ 6.28333333 22.71666667],0
b2,1,0.039501,4.239189,[10 21] ; [ 3 26],[ 6.71666667 24.28333333] ; [ 6.28333333 22.71666667],0
v1,1,0.058614,3.576164,[33 23] ; [18 27],[28.27722772 27.72277228] ; [22.72277228 22.27722772],0
a3,1,0.07987,3.067537,[42 14] ; [27 19],[37.88235294 18.11764706] ; [31.11764706 14.88235294],0
n4,1,0.07987,3.067537,[42 14] ; [27 19],[37.88235294 18.11764706] ; [31.11764706 14.88235294],0
v4,1,0.107762,2.586739,[55  1] ; [42  4],[53.25490196  2.74509804] ; [43.74509804  2.25490196],0
p9,1,0.109926,2.55528,[52  4] ; [38  8],[49.41176471  6.58823529] ; [40.58823529  5.41176471],0
r1,1,0.136194,2.220437,[46 10] ; [32 14],[42.82352941 13.17647059] ; [35.17647059 10.82352941],0
d4,1,0.136392,2.218201,[47  9] ; [33 13],[43.92156863 12.07843137] ; [36.07843137  9.92156863],0
a4,1,0.17165,1.86847,[27 29] ; [16 30],[23.60784314 32.39215686] ; [19.39215686 26.60784314],0
r2,1,0.173245,1.854638,[53  3] ; [40  6],[51.05882353  4.94117647] ; [41.94117647  4.05882353],0
a5,1,0.191425,1.706616,[42 14] ; [29 17],[38.98039216 17.01960784] ; [32.01960784 13.98039216],0
n5,1,0.202832,1.621863,[44 12] ; [31 15],[41.17647059 14.82352941] ; [33.82352941 12.17647059],0
a2,1,0.224047,1.478261,[14 42] ; [ 7 39],[11.52941176 44.47058824] ; [ 9.47058824 36.52941176],0
p12,1,0.23403,1.416199,[ 6 50] ; [ 2 44],[ 4.39215686 51.60784314] ; [ 3.60784314 42.39215686],0
n2,1,0.276986,1.181818,[10  3] ; [12  1],[11.  2.] ; [11.  2.],0
n6,1,0.304886,1.052702,[49  7] ; [36  9],[47.12871287  8.87128713] ; [37.87128713  7.12871287],0
p11,1,0.307253,1.042448,[45 11] ; [33 13],[42.82352941 13.17647059] ; [35.17647059 10.82352941],0
v3,1,0.315558,1.007267,[21 35] ; [12 31],[18.66666667 37.33333333] ; [14.33333333 28.66666667],0
p10,1,0.326636,0.962189,[51  5] ; [39  7],[49.41176471  6.58823529] ; [40.58823529  5.41176471],0
b1,1,0.335068,0.929209,[26 30] ; [17 29],[23.60784314 32.39215686] ; [19.39215686 26.60784314],0
b5,1,0.367194,0.813138,[33 23] ; [23 23],[30.74509804 25.25490196] ; [25.25490196 20.74509804],0
p2,1,0.383251,0.760248,[48  8] ; [42  4],[49.41176471  6.58823529] ; [40.58823529  5.41176471],0
p6,1,0.386171,0.750964,[34 22] ; [24 22],[31.84313725 24.15686275] ; [26.15686275 19.84313725],0
a8,1,0.416151,0.66116,[ 3 50] ; [ 1 42],[ 2.20833333 50.79166667] ; [ 1.79166667 41.20833333],0
d5,1,0.445532,0.581993,[48  8] ; [36  9],[46.57425743  9.42574257] ; [37.42574257  7.57425743],0
u3,1,0.50319,0.448202,[9 5] ; [10  9],[8.06060606 5.93939394] ; [10.93939394  8.06060606],0
a7,1,0.529055,0.396207,[37 19] ; [27 18],[35.48514851 20.51485149] ; [28.51485149 16.48514851],0
p8,1,0.606052,0.265964,[40 16] ; [30 15],[38.81188119 17.18811881] ; [31.18811881 13.81188119],0
v2,1,0.607385,0.264,[28 26] ; [21 24],[26.72727273 27.27272727] ; [22.27272727 22.72727273],0
a6,1,0.63974,0.219082,[34 22] ; [30 16],[35.1372549 20.8627451] ; [28.8627451 17.1372549],0
