Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.011144,6.442252,[27  6] ; [3 5],[24.14634146  8.85365854] ; [5.85365854 2.14634146],0
s4,1,0.014769,5.943792,[ 2 31] ; [3 5],[ 4.02439024 28.97560976] ; [0.97560976 7.02439024],0
v2,1,0.046697,3.95626,[16 15] ; [1 7],[13.51282051 17.48717949] ; [3.48717949 4.51282051],0
n5,1,0.054974,3.682864,[16 16] ; [7 1],[18.4 13.6] ; [4.6 3.4],0
p6,1,0.15243,2.047765,[ 5 28] ; [3 5],[ 6.43902439 26.56097561] ; [1.56097561 6.43902439],0
d3,1,0.178239,1.812249,[21 12] ; [3 5],[19.31707317 13.68292683] ; [4.68292683 3.31707317],0
n1,1,0.200579,1.638151,[ 6 14] ; [4 3],[ 7.40740741 12.59259259] ; [2.59259259 4.40740741],0
s3,1,0.20638,1.596639,[15 15] ; [2 6],[13.42105263 16.57894737] ; [3.57894737 4.42105263],0
a8,1,0.330899,0.945378,[ 1 27] ; [1 7],[ 1.55555556 26.44444444] ; [0.44444444 7.55555556],0
p9,1,0.342178,0.902256,[18 14] ; [3 5],[16.8 15.2] ; [4.2 3.8],0
n4,1,0.364726,0.821553,[19 14] ; [6 2],[20.12195122 12.87804878] ; [4.87804878 3.12195122],0
n2,1,0.446443,0.579667,[11  9] ; [5 2],[11.85185185  8.14814815] ; [4.14814815 2.85185185],0
b4,1,0.447686,0.576504,[25  8] ; [5 3],[24.14634146  8.85365854] ; [5.85365854 2.14634146],0
v1,1,0.448271,0.575019,[13 20] ; [2 6],[12.07317073 20.92682927] ; [2.92682927 5.07317073],0
s5,1,0.448881,0.573477,[ 8 24] ; [1 7],[ 7.2 24.8] ; [1.8 6.2],0
p3,1,0.448881,0.573477,[ 8 24] ; [1 7],[ 7.2 24.8] ; [1.8 6.2],0
r3,1,0.476462,0.50695,[16 15] ; [3 5],[15.1025641 15.8974359] ; [3.8974359 4.1025641],0
b1,1,0.476782,0.506214,[17 16] ; [3 5],[16.09756098 16.90243902] ; [3.90243902 4.09756098],0
a5,1,0.478105,0.503182,[21 12] ; [4 4],[20.12195122 12.87804878] ; [4.87804878 3.12195122],0
s6,1,0.518605,0.416667,[12 20] ; [4 4],[12.8 19.2] ; [3.2 4.8],0
a3,1,0.519496,0.414894,[23 10] ; [4 3],[22.275 10.725] ; [4.725 2.275],0
p1,1,0.530357,0.393707,[ 2 31] ; [1 7],[ 2.41463415 30.58536585] ; [0.58536585 7.41463415],0
a4,1,0.576172,0.312464,[16 17] ; [3 5],[15.29268293 17.70731707] ; [3.70731707 4.29268293],0
a6,1,0.576172,0.312464,[16 17] ; [3 5],[15.29268293 17.70731707] ; [3.70731707 4.29268293],0
r2,1,0.610745,0.259091,[18 12] ; [4 4],[17.36842105 12.63157895] ; [4.63157895 3.36842105],0
v4,1,0.610745,0.259091,[18 12] ; [4 4],[17.36842105 12.63157895] ; [4.63157895 3.36842105],0
p11,1,0.698486,0.150051,[14 19] ; [4 4],[14.48780488 18.51219512] ; [3.51219512 4.48780488],0
a7,1,0.698486,0.150051,[19 14] ; [4 4],[18.51219512 14.48780488] ; [4.48780488 3.51219512],0
a2,1,0.701593,0.14682,[ 6 27] ; [1 7],[ 5.63414634 27.36585366] ; [1.36585366 6.63414634],0
p4,1,0.73568,0.11396,[10 22] ; [3 5],[10.4 21.6] ; [2.6 5.4],0
u1,1,0.770637,0.084997,[ 3 30] ; [1 7],[ 3.2195122 29.7804878] ; [0.7804878 7.2195122],0
a1,1,0.770637,0.084997,[ 3 30] ; [1 7],[ 3.2195122 29.7804878] ; [0.7804878 7.2195122],0
s7,1,0.786351,0.073469,[12 16] ; [3 5],[11.66666667 16.33333333] ; [3.33333333 4.66666667],0
b5,1,0.817079,0.053502,[18 15] ; [4 4],[17.70731707 15.29268293] ; [4.29268293 3.70731707],0
b3,1,0.818733,0.052521,[ 6 12] ; [2 5],[ 5.76 12.24] ; [2.24 4.76],0
b2,1,0.818733,0.052521,[ 6 12] ; [2 5],[ 5.76 12.24] ; [2.24 4.76],0
n6,1,0.820119,0.051707,[18 13] ; [5 3],[18.28205128 12.71794872] ; [4.71794872 3.28205128],0
s2,1,0.821233,0.051058,[ 9 22] ; [2 6],[ 8.74358974 22.25641026] ; [2.25641026 5.74358974],0
s8,1,0.849842,0.035842,[ 7 25] ; [2 6],[ 7.2 24.8] ; [1.8 6.2],0
u2,1,0.852876,0.034392,[4 5] ; [2 2],[4.15384615 4.84615385] ; [1.84615385 2.15384615],0
p10,1,0.868355,0.027473,[21 11] ; [5 3],[20.8 11.2] ; [5.2 2.8],0
p2,1,0.871799,0.026042,[19 13] ; [5 3],[19.2 12.8] ; [4.8 3.2],0
p8,1,0.896438,0.016942,[ 9 24] ; [2 6],[ 8.85365854 24.14634146] ; [2.14634146 5.85365854],0
p7,1,0.96537,0.001885,[11 19] ; [3 5],[11.05263158 18.94736842] ; [2.94736842 5.05263158],0
n3,1,0.972542,0.001185,[ 8 11] ; [3 4],[ 8.03846154 10.96153846] ; [2.96153846 4.03846154],0
s1,1,0.976567,0.000863,[ 4 29] ; [1 7],[ 4.02439024 28.97560976] ; [0.97560976 7.02439024],0
