Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2e-06,22.458751,[68  5] ; [245 130],[51.00223214 21.99776786] ; [261.99776786 113.00223214],1
s2,1,0.000156,14.303284,[57 18] ; [196 179],[42.16666667 32.83333333] ; [210.83333333 164.16666667],1
s5,1,0.00019,13.930629,[40 30] ; [124 245],[26.15034169 43.84965831] ; [137.84965831 231.15034169],1
s3,1,0.000337,12.853878,[59 16] ; [210 162],[45.13422819 29.86577181] ; [223.86577181 148.13422819],1
p6,1,0.000869,11.088,[42 33] ; [133 242],[29.16666667 45.83333333] ; [145.83333333 229.16666667],1
s8,1,0.017157,5.680209,[48 27] ; [184 192],[38.58093126 36.41906874] ; [193.41906874 182.58093126],0
p4,1,0.019448,5.460792,[58 17] ; [238 138],[49.22394678 25.77605322] ; [246.77605322 129.22394678],0
a8,1,0.021537,5.282799,[ 4 66] ; [ 54 276],[10.15 59.85] ; [ 47.85 282.15],0
n3,1,0.034751,4.457345,[14  1] ; [53 27],[10.57894737  4.42105263] ; [56.42105263 23.57894737],0
s7,1,0.039604,4.23476,[47 24] ; [191 170],[39.11574074 31.88425926] ; [198.88425926 162.11574074],0
b2,1,0.044007,4.056286,[10 30] ; [104 145],[15.77854671 24.22145329] ; [ 98.22145329 150.77854671],0
b3,1,0.044007,4.056286,[10 30] ; [104 145],[15.77854671 24.22145329] ; [ 98.22145329 150.77854671],0
a7,1,0.074277,3.185876,[53 22] ; [303  76],[58.81057269 16.18942731] ; [297.18942731  81.81057269],0
v3,1,0.080676,3.051229,[26 48] ; [165 192],[32.79350348 41.20649652] ; [158.20649652 198.79350348],0
p10,1,0.093158,2.818931,[67  7] ; [311  65],[62.16 11.84] ; [315.84  60.16],0
p3,1,0.133232,2.254441,[46 29] ; [195 181],[40.07760532 34.92239468] ; [200.92239468 175.07760532],0
p11,1,0.136352,2.218653,[54 21] ; [303  77],[58.84615385 16.15384615] ; [298.15384615  81.84615385],0
n5,1,0.183928,1.765594,[53 22] ; [294  84],[57.45033113 17.54966887] ; [289.54966887  88.45033113],0
n4,1,0.199723,1.644395,[57 18] ; [312  67],[60.95814978 14.04185022] ; [308.04185022  70.95814978],0
v2,1,0.204413,1.610563,[40 32] ; [233 134],[44.77448747 27.22551253] ; [228.22551253 138.77448747],0
d3,1,0.205232,1.604745,[70  5] ; [334  44],[66.88741722  8.11258278] ; [337.11258278  40.88741722],0
