Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,117.131656,[122  44] ; [ 67 235],[67.03846154 98.96153846] ; [121.96153846 180.03846154],1
s2,1,0.0,63.457662,[111  64] ; [ 84 231],[ 69.64285714 105.35714286] ; [125.35714286 189.64285714],1
s6,1,0.0,56.853846,[138  38] ; [135 178],[98.25766871 77.74233129] ; [174.74233129 138.25766871],1
s3,1,0.0,50.605843,[119  55] ; [109 204],[81.46201232 92.53798768] ; [146.53798768 166.46201232],1
p6,1,3e-06,22.158745,[75 99] ; [ 70 239],[ 52.23602484 121.76397516] ; [ 92.76397516 216.23602484],1
p3,1,1.3e-05,19.060076,[98 78] ; [111 203],[ 75.06938776 100.93061224] ; [133.93061224 180.06938776],1
p9,1,1.9e-05,18.284463,[155  18] ; [228  84],[136.61649485  36.38350515] ; [246.38350515  65.61649485],1
n4,1,2.7e-05,17.584686,[151  25] ; [217  99],[131.64227642  44.35772358] ; [236.35772358  79.64227642],1
p4,1,8.4e-05,15.463902,[116  60] ; [148 164],[95.21311475 80.78688525] ; [168.78688525 143.21311475],1
v3,1,0.000485,12.170569,[80 85] ; [ 98 207],[ 62.4893617 102.5106383] ; [115.5106383 189.4893617],1
p10,1,0.000555,11.921827,[146  27] ; [220  93],[130.28395062  42.71604938] ; [235.71604938  77.28395062],1
r4,1,0.000827,11.180025,[162  14] ; [256  61],[149.22515213  26.77484787] ; [268.77484787  48.22515213],1
n5,1,0.001029,10.773791,[139  36] ; [205 109],[123.10838446  51.89161554] ; [220.89161554  93.10838446],0
p11,1,0.00105,10.738104,[150  26] ; [229  88],[135.30223124  40.69776876] ; [243.69776876  73.30223124],0
p12,1,0.00118,10.522041,[ 16 158] ; [  8 305],[  8.57494867 165.42505133] ; [ 15.42505133 297.57494867],0
d2,1,0.001384,10.22641,[105  71] ; [141 175],[88. 88.] ; [158. 158.],0
d1,1,0.001533,10.038299,[133  43] ; [195 122],[117.09533469  58.90466531] ; [210.90466531 106.09533469],0
