Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,89.854249,[ 37 128] ; [251 126],[87.67527675 77.32472325] ; [200.32472325 176.67527675],1
s3,1,0.0,86.256088,[ 46 117] ; [267 108],[94.83085502 68.16914498] ; [218.16914498 156.83085502],1
s7,1,0.0,55.15498,[ 45 111] ; [234 130],[83.7 72.3] ; [195.3 168.7],1
s8,1,0.0,54.37896,[ 41 125] ; [222 154],[80.5498155 85.4501845] ; [182.4501845 193.5498155],1
s5,1,0.0,50.416942,[ 26 140] ; [177 193],[ 62.86940299 103.13059701] ; [140.13059701 229.86940299],1
s4,1,1e-05,19.479864,[ 11 155] ; [ 83 290],[ 28.94990724 137.05009276] ; [ 65.05009276 307.94990724],1
p10,1,0.000554,11.925502,[127  38] ; [331  43],[140.20408163  24.79591837] ; [317.79591837  56.20408163],1
n5,1,0.000675,11.556344,[112  54] ; [304  72],[127.4095941  38.5904059] ; [288.5904059  87.4095941],1
p9,1,0.001338,10.288864,[131  34] ; [337  39],[142.73567468  22.26432532] ; [325.26432532  50.73567468],0
d4,1,0.002208,9.368162,[124  42] ; [321  54],[136.54343808  29.45656192] ; [308.45656192  66.54343808],0
p4,1,0.002875,8.885379,[98 66] ; [274 103],[112.7689464  51.2310536] ; [259.2310536 117.7689464],0
p5,1,0.003319,8.623498,[ 11 154] ; [ 60 317],[ 21.61439114 143.38560886] ; [ 49.38560886 327.61439114],0
u1,1,0.003924,8.318629,[ 18 148] ; [ 80 298],[ 29.90441176 136.09558824] ; [ 68.09558824 309.90441176],0
p6,1,0.005252,7.790685,[63 99] ; [195 180],[77.83240223 84.16759777] ; [180.16759777 194.83240223],0
u3,1,0.00749,7.151442,[21 30] ; [61 34],[28.64383562 22.35616438] ; [53.35616438 41.64383562],0
p12,1,0.009197,6.78425,[  6 159] ; [ 39 338],[ 13.69926199 151.30073801] ; [ 31.30073801 345.69926199],0
d3,1,0.011132,6.444187,[104  60] ; [279  97],[116.31851852  47.68148148] ; [266.68148148 109.31851852],0
d5,1,0.022721,5.189738,[126  39] ; [317  58],[135.36111111  29.63888889] ; [307.63888889  67.36111111],0
r3,1,0.023628,5.121757,[157   9] ; [370   7],[161.10865562   4.89134438] ; [365.89134438  11.10865562],0
a2,1,0.032585,4.567462,[ 31 135] ; [103 275],[ 40.88970588 125.11029412] ; [ 93.11029412 284.88970588],0
a5,1,0.047625,3.923164,[113  53] ; [288  90],[122.36397059  43.63602941] ; [278.63602941  99.36397059],0
n3,1,0.052778,3.750948,[31  4] ; [51 20],[27.0754717  7.9245283] ; [54.9245283 16.0754717],0
a1,1,0.059364,3.555077,[  5 161] ; [ 27 351],[  9.76470588 156.23529412] ; [ 22.23529412 355.76470588],0
a4,1,0.071714,3.243347,[ 63 103] ; [174 202],[72.58671587 93.41328413] ; [164.41328413 211.58671587],0
n4,1,0.089556,2.882344,[123  43] ; [303  73],[130.47232472  35.52767528] ; [295.52767528  80.47232472],0
p8,1,0.10446,2.636094,[102  62] ; [260 115],[110.14471243  53.85528757] ; [251.85528757 123.14471243],0
r1,1,0.118691,2.434508,[130  35] ; [317  59],[136.33086876  28.66913124] ; [310.66913124  65.33086876],0
a7,1,0.125883,2.342553,[112  53] ; [280  97],[119.33579336  45.66420664] ; [272.66420664 104.33579336],0
s1,1,0.143349,2.141638,[  2 162] ; [ 13 361],[  4.57249071 159.42750929] ; [ 10.42750929 363.57249071],0
p3,1,0.186181,1.747582,[92 73] ; [233 144],[98.93911439 66.06088561] ; [226.06088561 150.93911439],0
v1,1,0.206034,1.599075,[86 77] ; [217 153],[92.66228893 70.33771107] ; [210.33771107 159.66228893],0
r4,1,0.207718,1.587262,[152  14] ; [357  21],[155.31985294  10.68014706] ; [353.68014706  24.31985294],0
d1,1,0.218386,1.514944,[93 73] ; [233 145],[99.47794118 66.52205882] ; [226.52205882 151.47794118],0
n6,1,0.248163,1.333618,[138  28] ; [325  49],[142.32962963  23.67037037] ; [320.67037037  53.32962963],0
a3,1,0.286733,1.134896,[115  49] ; [281  96],[120.04436229  43.95563771] ; [275.95563771 101.04436229],0
u2,1,0.293927,1.101545,[26 24] ; [58 37],[28.96551724 21.03448276] ; [55.03448276 39.96551724],0
r2,1,0.29698,1.087705,[155  10] ; [359  15],[157.34693878   7.65306122] ; [356.65306122  17.34693878],0
a8,1,0.297593,1.084951,[ 19 130] ; [ 57 290],[ 22.83064516 126.16935484] ; [ 53.16935484 293.83064516],0
b4,1,0.299295,1.077335,[86 80] ; [214 164],[91.54411765 74.45588235] ; [208.45588235 169.54411765],0
v2,1,0.357949,0.845077,[101  60] ; [214 152],[96.23339658 64.76660342] ; [218.76660342 147.23339658],0
p2,1,0.367874,0.810834,[146  19] ; [343  34],[148.86531365  16.13468635] ; [340.13468635  36.86531365],0
n2,1,0.412691,0.671035,[25  9] ; [58 14],[26.62264151  7.37735849] ; [56.37735849 15.62264151],0
b1,1,0.422644,0.642952,[ 62 104] ; [155 223],[66.21691176 99.78308824] ; [150.78308824 227.21691176],0
n1,1,0.426329,0.632804,[ 9 23] ; [26 46],[10.76923077 21.23076923] ; [24.23076923 47.76923077],0
b2,1,0.543491,0.369107,[42 61] ; [ 88 148],[39.49852507 63.50147493] ; [ 90.50147493 145.49852507],0
b3,1,0.543491,0.369107,[42 61] ; [ 88 148],[39.49852507 63.50147493] ; [ 90.50147493 145.49852507],0
b5,1,0.595559,0.281747,[93 73] ; [221 157],[95.81617647 70.18382353] ; [218.18382353 159.81617647],0
p1,1,0.638011,0.221353,[ 13 153] ; [ 34 341],[ 14.42144177 151.57855823] ; [ 32.57855823 342.42144177],0
p11,1,0.678368,0.171969,[139  27] ; [311  67],[137.31617647  28.68382353] ; [312.68382353  65.31617647],0
d2,1,0.706458,0.14184,[77 89] ; [181 195],[79.01845018 86.98154982] ; [178.98154982 197.01845018],0
v3,1,0.828745,0.046791,[69 92] ; [154 214],[67.86956522 93.13043478] ; [155.13043478 212.86956522],0
