Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,3e-06,21.639096,[23 28] ; [64 12],[34.93700787 16.06299213] ; [52.06299213 23.93700787],1
d3,1,3e-06,21.630345,[16 36] ; [55 21],[28.84375 23.15625] ; [42.15625 33.84375],1
a6,1,0.000107,15.008463,[19 33] ; [54 22],[29.65625 22.34375] ; [43.34375 32.65625],1
b5,1,0.003062,8.77041,[19 33] ; [48 28],[27.21875 24.78125] ; [39.78125 36.21875],0
d1,1,0.003142,8.722899,[15 37] ; [42 34],[23.15625 28.84375] ; [33.84375 42.15625],0
d5,1,0.004618,8.023163,[28 24] ; [59 17],[35.34375 16.65625] ; [51.65625 24.34375],0
a2,1,0.004621,8.022167,[ 3 49] ; [19 57],[ 8.9375 43.0625] ; [13.0625 62.9375],0
r3,1,0.00712,7.24248,[33 19] ; [64 12],[39.40625 12.59375] ; [57.59375 18.40625],0
a3,1,0.010124,6.613026,[25 27] ; [53 22],[31.93700787 20.06299213] ; [46.06299213 28.93700787],0
s6,1,0.016717,5.725796,[14 37] ; [37 39],[20.48031496 30.51968504] ; [30.51968504 45.48031496],0
r4,1,0.0179,5.605884,[27 25] ; [55 21],[33.3125 18.6875] ; [48.6875 27.3125],0
u3,1,0.024505,5.058528,[ 9 18] ; [15  8],[12.96 14.04] ; [11.04 11.96],0
a5,1,0.04932,3.86443,[23 29] ; [47 29],[28.4375 23.5625] ; [41.5625 34.4375],0
u1,1,0.056831,3.62753,[ 3 49] ; [13 63],[ 6.5 45.5] ; [ 9.5 66.5],0
r1,1,0.065141,3.401399,[31 21] ; [57 19],[35.75 16.25] ; [52.25 23.75],0
p2,1,0.112702,2.515923,[22 30] ; [43 33],[26.40625 25.59375] ; [38.59375 37.40625],0
p8,1,0.120804,2.406866,[ 9 43] ; [22 53],[12.69291339 39.30708661] ; [18.30708661 56.69291339],0
v4,1,0.13088,2.282036,[35 15] ; [62 14],[38.49206349 11.50793651] ; [58.50793651 17.49206349],0
p4,1,0.151327,2.058824,[11 40] ; [25 50],[14.57142857 36.42857143] ; [21.42857143 53.57142857],0
v3,1,0.241453,1.372088,[10 40] ; [22 53],[12.8 37.2] ; [19.2 55.8],0
a8,1,0.263552,1.25,[ 3 45] ; [ 9 63],[ 4.8 43.2] ; [ 7.2 64.8],0
p10,1,0.283014,1.152561,[10 41] ; [21 54],[12.54761905 38.45238095] ; [18.45238095 56.54761905],0
u2,1,0.302963,1.061107,[12 14] ; [14  9],[13.79591837 12.20408163] ; [12.20408163 10.79591837],0
b4,1,0.32152,0.982755,[29 23] ; [49 27],[31.6875 20.3125] ; [46.3125 29.6875],0
p7,1,0.336526,0.92362,[22 29] ; [26 49],[19.42857143 31.57142857] ; [28.57142857 46.42857143],0
a1,1,0.352706,0.863698,[ 2 50] ; [ 6 70],[ 3.25 48.75] ; [ 4.75 71.25],0
n1,1,0.35608,0.851671,[ 7 17] ; [12 17],[ 8.60377358 15.39622642] ; [10.39622642 18.60377358],0
p1,1,0.369939,0.803868,[ 4 48] ; [ 3 72],[ 2.86614173 49.13385827] ; [ 4.13385827 70.86614173],0
r2,1,0.415447,0.663158,[40 10] ; [65 11],[41.66666667  8.33333333] ; [63.33333333 12.66666667],0
b1,1,0.424007,0.639183,[25 27] ; [42 34],[27.21875 24.78125] ; [39.78125 36.21875],0
