Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,96.033576,[283 109] ; [ 56 134],[228.32989691 163.67010309] ; [110.67010309  79.32989691],1
p6,1,0.0,63.068342,[210 183] ; [ 36 155],[165.54452055 227.45547945] ; [ 80.45547945 110.54452055],1
p4,1,0.0,40.637424,[299  94] ; [95 96],[265.14041096 127.85958904] ; [128.85958904  62.14041096],1
p3,1,0.0,36.385843,[254 139] ; [ 73 118],[220.05308219 172.94691781] ; [106.94691781  84.05308219],1
p2,1,0.0,29.453783,[362  31] ; [145  46],[341.18321918  51.81678082] ; [165.81678082  25.18321918],1
s5,1,8e-06,19.843396,[164 220] ; [ 42 138],[140.25531915 243.74468085] ; [ 65.74468085 114.25531915],1
v1,1,0.000321,12.944255,[252 134] ; [90 92],[232.41549296 153.58450704] ; [109.58450704  72.41549296],1
r1,1,0.000332,12.880315,[329  63] ; [136  55],[312.65866209  79.34133791] ; [152.34133791  38.65866209],1
v2,1,0.000842,11.146014,[243 140] ; [88 93],[224.7748227 158.2251773] ; [106.2251773  74.7748227],1
s8,1,0.001163,10.548264,[211 181] ; [ 75 115],[192.63230241 199.36769759] ; [93.36769759 96.63230241],0
d5,1,0.00179,9.753686,[335  57] ; [143  48],[321.39965695  70.60034305] ; [156.60034305  34.39965695],0
v3,1,0.00188,9.663228,[184 198] ; [ 62 119],[166.91296625 215.08703375] ; [ 79.08703375 101.91296625],0
s7,1,0.002228,9.351613,[221 153] ; [ 83 100],[204.12208259 169.87791741] ; [99.87791741 83.12208259],0
p5,1,0.002352,9.252201,[ 71 322] ; [ 16 173],[ 58.74742268 334.25257732] ; [ 28.25257732 160.74742268],0
r4,1,0.002805,8.930204,[369  26] ; [164  27],[359.27474403  35.72525597] ; [173.72525597  17.27474403],0
r3,1,0.002869,8.889028,[382  10] ; [175  15],[375.16151203  16.83848797] ; [181.83848797   8.16151203],0
p10,1,0.004013,8.278107,[372  21] ; [168  23],[363.39041096  29.60958904] ; [176.60958904  14.39041096],0
p11,1,0.004351,8.131058,[346  49] ; [150  41],[334.33447099  60.66552901] ; [161.66552901  29.33447099],0
s6,1,0.014785,5.941932,[283 100] ; [121  68],[270.51048951 112.48951049] ; [133.48951049  55.51048951],0
b5,1,0.026637,4.914209,[227 168] ; [128  63],[239.29180887 155.70819113] ; [115.70819113  75.29180887],0
a8,1,0.033403,4.524989,[ 66 291] ; [ 20 157],[ 57.49438202 299.50561798] ; [ 28.50561798 148.49438202],0
s3,1,0.048746,3.884064,[239 151] ; [99 89],[228.06228374 161.93771626] ; [109.93771626  78.06228374],0
b4,1,0.055025,3.681326,[213 182] ; [119  72],[223.7883959 171.2116041] ; [108.2116041  82.7883959],0
a3,1,0.055812,3.657659,[302  91] ; [132  58],[292.55917667 100.44082333] ; [141.44082333  48.55917667],0
s2,1,0.058298,3.585147,[223 168] ; [92 97],[212.35344828 178.64655172] ; [102.64655172  86.35344828],0
s1,1,0.068182,3.326254,[  8 382] ; [  9 179],[ 11.47058824 378.52941176] ; [  5.52941176 182.47058824],0
d3,1,0.086914,2.930616,[274 118] ; [120  71],[264.9193825 127.0806175] ; [129.0806175  61.9193825],0
a2,1,0.100841,2.692198,[112 283] ; [ 42 149],[103.80546075 291.19453925] ; [ 50.19453925 140.80546075],0
d1,1,0.102919,2.659713,[247 148] ; [106  85],[237.94368601 157.05631399] ; [115.05631399  75.94368601],0
r2,1,0.111295,2.53573,[371  18] ; [175  15],[366.82901554  22.17098446] ; [179.17098446  10.82901554],0
d4,1,0.113383,2.506421,[327  65] ; [149  42],[320.05488851  71.94511149] ; [155.94511149  35.05488851],0
v4,1,0.136612,2.215709,[378  14] ; [179  12],[374.51801029  17.48198971] ; [182.48198971   8.51801029],0
n4,1,0.180113,1.79669,[355  39] ; [165  26],[350.22222222  43.77777778] ; [169.77777778  21.22222222],0
u1,1,0.198852,1.650785,[ 84 311] ; [ 32 159],[ 78.19112628 316.80887372] ; [ 37.80887372 153.19112628],0
s4,1,0.22568,1.467882,[ 69 320] ; [ 26 163],[ 63.93598616 325.06401384] ; [ 31.06401384 157.93598616],0
n1,1,0.291266,1.11376,[25 37] ; [28 28],[27.84745763 34.15254237] ; [25.15254237 30.84745763],0
a6,1,0.306139,1.047259,[275 117] ; [126  65],[269.62607204 122.37392796] ; [131.37392796  59.62607204],0
a1,1,0.319022,0.99295,[ 22 373] ; [  7 184],[ 19.54778157 375.45221843] ; [  9.45221843 181.54778157],0
b2,1,0.341533,0.904668,[108 148] ; [39 67],[103.9558011 152.0441989] ; [43.0441989 62.9558011],0
b3,1,0.341533,0.904668,[108 148] ; [39 67],[103.9558011 152.0441989] ; [43.0441989 62.9558011],0
a5,1,0.365432,0.81914,[307  88] ; [142  49],[302.65358362  92.34641638] ; [146.34641638  44.65358362],0
n2,1,0.435842,0.607206,[53 10] ; [44 12],[51.35294118 11.64705882] ; [45.64705882 10.35294118],0
u2,1,0.458587,0.54934,[53 40] ; [30 29],[50.78289474 42.21710526] ; [32.21710526 26.78289474],0
a7,1,0.58223,0.302644,[281 113] ; [132  59],[278.15726496 115.84273504] ; [134.84273504  56.15726496],0
b1,1,0.585099,0.298063,[154 241] ; [ 70 121],[150.98976109 244.01023891] ; [ 73.01023891 117.98976109],0
p1,1,0.638732,0.220404,[ 40 355] ; [ 17 174],[ 38.42150171 356.57849829] ; [ 18.57849829 172.42150171],0
a4,1,0.671834,0.179465,[194 200] ; [ 90 100],[191.60273973 202.39726027] ; [92.39726027 97.60273973],0
p12,1,0.674123,0.176817,[ 39 354] ; [ 21 169],[ 40.44596913 352.55403087] ; [ 19.55403087 170.44596913],0
u4,1,0.81345,0.055685,[ 11 383] ; [  6 185],[ 11.44957265 382.55042735] ; [  5.55042735 185.44957265],0
d2,1,0.882402,0.021882,[196 197] ; [96 94],[196.83704974 196.16295026] ; [95.16295026 94.83704974],0
n3,1,0.919977,0.010093,[46 16] ; [42 14],[46.23728814 15.76271186] ; [41.76271186 14.23728814],0
u3,1,0.942142,0.005268,[51 42] ; [32 27],[50.78289474 42.21710526] ; [32.21710526 26.78289474],0
n6,1,0.986848,0.000272,[358  35] ; [173  17],[357.94682676  35.05317324] ; [173.05317324  16.94682676],0
