Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,69.912349,[33 67] ; [298  90],[67.82786885 32.17213115] ; [263.17213115 124.82786885],1
p11,1,0.0,26.350322,[55 46] ; [310  80],[75.0814664 25.9185336] ; [289.9185336 100.0814664],1
n4,1,0.0,25.421226,[51 50] ; [296  93],[71.5244898 29.4755102] ; [275.4755102 113.5244898],1
p10,1,1e-06,23.438379,[58 42] ; [313  73],[76.33744856 23.66255144] ; [294.66255144  91.33744856],1
r4,1,1.1e-05,19.25768,[72 29] ; [346  44],[85.98370672 15.01629328] ; [332.01629328  57.98370672],1
r3,1,4e-05,16.889151,[84 17] ; [371  19],[93.59470468  7.40529532] ; [361.40529532  28.59470468],1
v4,1,6.9e-05,15.831002,[83 18] ; [367  22],[92.75510204  8.24489796] ; [357.24489796  31.75510204],1
p9,1,0.000198,13.847847,[65 35] ; [313  68],[78.58627859 21.41372141] ; [299.41372141  81.58627859],1
s6,1,0.002082,9.475601,[47 53] ; [246 139],[60.41237113 39.58762887] ; [232.58762887 152.41237113],0
u1,1,0.002308,9.287278,[ 7 94] ; [ 77 313],[17.2790224 83.7209776] ; [ 66.7209776 323.2790224],0
p8,1,0.002662,9.025897,[27 73] ; [168 218],[40.12345679 59.87654321] ; [154.87654321 231.12345679],0
p2,1,0.004557,8.047312,[66 35] ; [306  82],[76.83435583 24.16564417] ; [295.16564417  92.83435583],0
b1,1,0.011678,6.35913,[49 52] ; [136 254],[38.05498982 62.94501018] ; [146.94501018 243.05498982],0
r2,1,0.012651,6.217302,[85 14] ; [360  25],[91.02272727  7.97727273] ; [353.97727273  31.02272727],0
d1,1,0.013999,6.03824,[56 45] ; [267 123],[66.44195519 34.55804481] ; [256.55804481 133.44195519],0
v3,1,0.015889,5.815144,[25 67] ; [153 222],[35.06638116 56.93361884] ; [142.93361884 232.06638116],0
d2,1,0.017463,5.64926,[41 60] ; [209 179],[51.63599182 49.36400818] ; [198.36400818 189.63599182],0
p4,1,0.018146,5.581983,[36 64] ; [190 196],[46.50205761 53.49794239] ; [179.49794239 206.50205761],0
b2,1,0.023081,5.162375,[15 49] ; [ 87 137],[22.66666667 41.33333333] ; [ 79.33333333 144.66666667],0
b3,1,0.023081,5.162375,[15 49] ; [ 87 137],[22.66666667 41.33333333] ; [ 79.33333333 144.66666667],0
s7,1,0.025518,4.988374,[28 64] ; [162 213],[37.43040685 54.56959315] ; [152.56959315 222.43040685],0
p7,1,0.029197,4.755932,[38 59] ; [197 185],[47.58872651 49.41127349] ; [187.41127349 194.58872651],0
