Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3e-06,21.843599,[53 27] ; [20 51],[38.67549669 41.32450331] ; [34.32450331 36.67549669],1
a5,1,0.23843,1.389854,[51 30] ; [38 33],[47.42763158 33.57236842] ; [41.57236842 29.42763158],0
p9,1,0.250683,1.319494,[68 13] ; [52 16],[65.23489933 15.76510067] ; [54.76510067 13.23489933],0
s3,1,0.302469,1.063278,[41 40] ; [30 41],[37.83552632 43.16447368] ; [33.16447368 37.83552632],0
v1,1,0.316761,1.002273,[36 41] ; [27 43],[33. 44.] ; [30. 40.],0
a2,1,0.316775,1.002217,[11 70] ; [ 6 65],[ 9.05921053 71.94078947] ; [ 7.94078947 63.05921053],0
a4,1,0.320253,0.987912,[25 56] ; [27 43],[27.89403974 53.10596026] ; [24.10596026 45.89403974],0
s7,1,0.332144,0.940519,[25 50] ; [28 40],[27.7972028 47.2027972] ; [25.2027972 42.7972028],0
n3,1,0.335314,0.928266,[14  9] ; [22  8],[15.62264151  7.37735849] ; [20.37735849  9.62264151],0
p4,1,0.366252,0.816341,[43 38] ; [32 38],[40.23178808 40.76821192] ; [34.76821192 35.23178808],0
p11,1,0.386578,0.749679,[61 20] ; [49 22],[58.61842105 22.38157895] ; [51.38157895 19.61842105],0
s2,1,0.393242,0.728894,[34 47] ; [25 46],[31.44078947 49.55921053] ; [27.55921053 43.44078947],0
p7,1,0.406934,0.687741,[42 38] ; [32 38],[39.46666667 40.53333333] ; [34.53333333 35.46666667],0
p6,1,0.419241,0.652443,[28 53] ; [19 48],[25.72297297 55.27702703] ; [21.27702703 45.72297297],0
a3,1,0.499882,0.455187,[50 31] ; [40 31],[47.96052632 33.03947368] ; [42.03947368 28.96052632],0
v3,1,0.547624,0.361591,[25 54] ; [19 51],[23.32885906 55.67114094] ; [20.67114094 49.32885906],0
p1,1,0.588144,0.293253,[ 7 74] ; [ 8 63],[ 7.99342105 73.00657895] ; [ 7.00657895 63.99342105],0
u1,1,0.591637,0.287795,[ 5 76] ; [ 3 68],[ 4.26315789 76.73684211] ; [ 3.73684211 67.26315789],0
n1,1,0.600532,0.274195,[ 9 13] ; [14 15],[ 9.92156863 12.07843137] ; [13.07843137 15.92156863],0
a1,1,0.71518,0.133158,[ 7 74] ; [ 5 66],[ 6.39473684 74.60526316] ; [ 5.60526316 65.39473684],0
s1,1,0.749092,0.102296,[ 3 77] ; [ 2 69],[ 2.64900662 77.35099338] ; [ 2.35099338 68.64900662],0
n2,1,0.753954,0.098238,[17  6] ; [21  9],[16.49056604  6.50943396] ; [21.50943396  8.49056604],0
n4,1,0.8339,0.043975,[65 16] ; [56 15],[64.48026316 16.51973684] ; [56.51973684 14.48026316],0
p12,1,0.836075,0.042814,[ 4 76] ; [ 3 67],[ 3.73333333 76.26666667] ; [ 3.26666667 66.73333333],0
s8,1,0.863213,0.029682,[25 56] ; [21 50],[24.51315789 56.48684211] ; [21.48684211 49.51315789],0
p5,1,0.980793,0.00058,[ 9 70] ; [ 8 63],[ 8.95333333 70.04666667] ; [ 8.04666667 62.95333333],0
