Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3e-06,21.843599,[53 27] ; [20 51],[38.67549669 41.32450331] ; [34.32450331 36.67549669],1
a6,1,3.3e-05,17.214366,[60 21] ; [29 42],[47.42763158 33.57236842] ; [41.57236842 29.42763158],1
r4,1,0.002629,9.048641,[55 26] ; [31 40],[45.82894737 35.17105263] ; [40.17105263 30.82894737],0
d5,1,0.002778,8.947893,[63 18] ; [39 32],[54.35526316 26.64473684] ; [47.64473684 23.35526316],0
d4,1,0.00492,7.908449,[61 20] ; [38 33],[52.75657895 28.24342105] ; [46.24342105 24.75657895],0
b4,1,0.019874,5.422925,[55 26] ; [35 36],[47.96052632 33.03947368] ; [42.03947368 28.96052632],0
p3,1,0.025324,5.001586,[40 41] ; [22 48],[33.25827815 47.74172185] ; [28.74172185 41.25827815],0
p10,1,0.038025,4.303909,[65 16] ; [45 24],[59.4 21.6] ; [50.6 18.4],0
b5,1,0.045727,3.99164,[54 27] ; [36 35],[47.96052632 33.03947368] ; [42.03947368 28.96052632],0
n6,1,0.048113,3.906024,[68 12] ; [51 20],[63.04635762 16.95364238] ; [55.95364238 15.04635762],0
r3,1,0.048113,3.906024,[68 12] ; [51 20],[63.04635762 16.95364238] ; [55.95364238 15.04635762],0
r2,1,0.051698,3.785525,[66 12] ; [50 20],[61.13513514 16.86486486] ; [54.86486486 15.13513514],0
b1,1,0.065924,3.381711,[28 53] ; [35 36],[33.57236842 47.42763158] ; [29.42763158 41.57236842],0
u2,1,0.093755,2.808686,[15 15] ; [ 9 22],[11.80327869 18.19672131] ; [12.19672131 18.80327869],0
b3,1,0.110921,2.541056,[20 26] ; [13 34],[16.32258065 29.67741935] ; [16.67741935 30.32258065],0
b2,1,0.110921,2.541056,[20 26] ; [13 34],[16.32258065 29.67741935] ; [16.67741935 30.32258065],0
p2,1,0.124238,2.36306,[61 20] ; [44 25],[56.7 24.3] ; [48.3 20.7],0
d1,1,0.136135,2.221112,[37 44] ; [24 47],[32.50657895 48.49342105] ; [28.49342105 42.50657895],0
v4,1,0.142582,2.149869,[68 13] ; [52 18],[64.37086093 16.62913907] ; [55.62913907 14.37086093],0
d2,1,0.146149,2.111987,[27 54] ; [31 38],[31.32 49.68] ; [26.68 42.32],0
u3,1,0.168394,1.897185,[12 19] ; [ 7 24],[ 9.5 21.5] ; [ 9.5 21.5],0
s5,1,0.179248,1.803848,[19 56] ; [11 57],[15.73426573 59.26573427] ; [14.26573427 53.73426573],0
s6,1,0.191148,1.708746,[44 35] ; [31 38],[40.03378378 38.96621622] ; [34.96621622 34.03378378],0
a8,1,0.203283,1.618631,[11 67] ; [ 5 62],[ 8.60689655 69.39310345] ; [ 7.39310345 59.60689655],0
p8,1,0.204785,1.607919,[36 44] ; [24 45],[32.2147651 47.7852349] ; [27.7852349 41.2147651],0
s4,1,0.218411,1.514782,[19 62] ; [11 60],[15.98684211 65.01315789] ; [14.01315789 56.98684211],0
v2,1,0.232859,1.423314,[36 43] ; [24 43],[32.46575342 46.53424658] ; [27.53424658 39.46575342],0
