Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,54.154059,[95  3] ; [ 9 15],[83.54098361 14.45901639] ; [20.45901639  3.54098361],1
a5,1,9e-06,19.625424,[75 23] ; [ 7 17],[65.86885246 32.13114754] ; [16.13114754  7.86885246],1
p4,1,0.000306,13.035978,[80 18] ; [11 13],[73.09836066 24.90163934] ; [17.90163934  6.09836066],1
p2,1,0.000462,12.263344,[91  7] ; [16  8],[85.95081967 12.04918033] ; [21.04918033  2.95081967],1
d4,1,0.001431,10.165118,[85 13] ; [14 10],[79.52459016 18.47540984] ; [19.47540984  4.52459016],0
d5,1,0.001579,9.983901,[84 13] ; [14 10],[78.56198347 18.43801653] ; [19.43801653  4.56198347],0
p8,1,0.002077,9.480099,[76 22] ; [11 13],[69.8852459 28.1147541] ; [17.1147541  6.8852459],0
n5,1,0.003139,8.72466,[78 20] ; [12 12],[72.29508197 25.70491803] ; [17.70491803  6.29508197],0
n6,1,0.00361,8.470223,[85 12] ; [15  9],[80.16528926 16.83471074] ; [19.83471074  4.16528926],0
v1,1,0.003721,8.41535,[59 36] ; [ 7 17],[52.68907563 42.31092437] ; [13.31092437 10.68907563],0
s6,1,0.007915,7.052566,[60 32] ; [ 8 15],[54.4 37.6] ; [13.6  9.4],0
s5,1,0.009712,6.687063,[31 64] ; [ 1 20],[26.20689655 68.79310345] ; [ 5.79310345 15.20689655],0
d1,1,0.012758,6.20239,[64 34] ; [ 9 15],[58.63934426 39.36065574] ; [14.36065574  9.63934426],0
p11,1,0.026326,4.934482,[87 11] ; [17  7],[83.54098361 14.45901639] ; [20.45901639  3.54098361],0
d3,1,0.030876,4.65982,[70 26] ; [12 12],[65.6 30.4] ; [16.4  7.6],0
p3,1,0.044748,4.02812,[59 39] ; [ 9 15],[54.62295082 43.37704918] ; [13.37704918 10.62295082],0
b4,1,0.050258,3.832837,[66 32] ; [11 13],[61.85245902 36.14754098] ; [15.14754098  8.85245902],0
s8,1,0.051458,3.793289,[33 65] ; [ 3 20],[29.15702479 68.84297521] ; [ 6.84297521 16.15702479],0
n4,1,0.05508,3.679653,[76 22] ; [14 10],[72.29508197 25.70491803] ; [17.70491803  6.29508197],0
a7,1,0.066568,3.365683,[77 19] ; [15  9],[73.6 22.4] ; [18.4  5.6],0
n2,1,0.079182,3.081613,[9 6] ; [10  1],[10.96153846  4.03846154] ; [8.03846154 2.96153846],0
b5,1,0.082937,3.006387,[59 39] ; [19  5],[62.6557377 35.3442623] ; [15.3442623  8.6557377],0
u1,1,0.085516,2.956818,[18 80] ; [ 1 23],[15.26229508 82.73770492] ; [ 3.73770492 20.26229508],0
s2,1,0.086643,2.935669,[38 58] ; [ 5 19],[34.4 61.6] ; [ 8.6 15.4],0
s4,1,0.101694,2.67877,[17 77] ; [ 1 22],[14.46153846 79.53846154] ; [ 3.53846154 19.46153846],0
v3,1,0.111875,2.527526,[31 62] ; [ 4 20],[27.82051282 65.17948718] ; [ 7.17948718 16.82051282],0
v2,1,0.114244,2.494516,[54 40] ; [ 9 14],[50.61538462 43.38461538] ; [12.38461538 10.61538462],0
b1,1,0.121505,2.397807,[40 58] ; [14 10],[43.37704918 54.62295082] ; [10.62295082 13.37704918],0
s3,1,0.176789,1.824414,[43 54] ; [ 7 17],[40.08264463 56.91735537] ; [ 9.91735537 14.08264463],0
b2,1,0.183279,1.770833,[21 35] ; [7 5],[23.05882353 32.94117647] ; [4.94117647 7.05882353],0
b3,1,0.183279,1.770833,[21 35] ; [7 5],[23.05882353 32.94117647] ; [4.94117647 7.05882353],0
r1,1,0.186025,1.748819,[77 20] ; [16  8],[74.55371901 22.44628099] ; [18.44628099  5.55371901],0
v4,1,0.194762,1.681226,[92  5] ; [21  3],[90.58677686  6.41322314] ; [22.41322314  1.58677686],0
a6,1,0.225755,1.467406,[66 32] ; [13 11],[63.45901639 34.54098361] ; [15.54098361  8.45901639],0
a2,1,0.239539,1.383303,[23 75] ; [ 3 21],[20.8852459 77.1147541] ; [ 5.1147541 18.8852459],0
s1,1,0.243153,1.362221,[ 1 97] ; [ 1 21],[ 1.63333333 96.36666667] ; [ 0.36666667 21.63333333],0
p7,1,0.2694,1.219801,[82 15] ; [18  6],[80.16528926 16.83471074] ; [19.83471074  4.16528926],0
a4,1,0.27176,1.207839,[49 49] ; [ 9 15],[46.59016393 51.40983607] ; [11.40983607 12.59016393],0
a3,1,0.272765,1.202787,[61 37] ; [12 12],[58.63934426 39.36065574] ; [14.36065574  9.63934426],0
r4,1,0.284056,1.147583,[92  6] ; [21  3],[90.7704918  7.2295082] ; [22.2295082  1.7704918],0
n3,1,0.332474,0.939239,[9 5] ; [9 2],[10.08  3.92] ; [7.92 3.08],0
u3,1,0.559775,0.340094,[19 18] ; [5 7],[18.12244898 18.87755102] ; [5.87755102 6.12244898],0
r2,1,0.714393,0.133929,[90  6] ; [22  2],[89.6  6.4] ; [22.4  1.6],0
d2,1,0.787816,0.07244,[46 52] ; [12 12],[46.59016393 51.40983607] ; [11.40983607 12.59016393],0
a1,1,0.849369,0.036071,[ 5 93] ; [ 1 23],[ 4.81967213 93.18032787] ; [ 1.18032787 22.81967213],0
n1,1,0.855702,0.033069,[ 4 11] ; [3 7],[ 4.2 10.8] ; [2.8 7.2],0
a8,1,0.877564,0.023734,[10 78] ; [ 3 21],[10.21428571 77.78571429] ; [ 2.78571429 21.21428571],0
u2,1,0.935145,0.006622,[18 19] ; [6 6],[18.12244898 18.87755102] ; [5.87755102 6.12244898],0
p1,1,0.97279,0.001163,[12 86] ; [ 3 21],[12.04918033 85.95081967] ; [ 2.95081967 21.04918033],0
