Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,39.651591,[ 6 36] ; [24  2],[18.52941176 23.47058824] ; [11.47058824 14.52941176],1
d3,1,7e-06,20.135141,[11 31] ; [22  5],[20.08695652 21.91304348] ; [12.91304348 14.08695652],1
d5,1,1.5e-05,18.741224,[17 25] ; [25  2],[25.56521739 16.43478261] ; [16.43478261 10.56521739],1
d4,1,0.000249,13.416667,[21 21] ; [25  2],[28. 14.] ; [18.  9.],1
a4,1,0.001063,10.714473,[ 8 34] ; [15 11],[14.20588235 27.79411765] ; [ 8.79411765 17.20588235],0
a3,1,0.002064,9.491392,[18 23] ; [22  5],[24.11764706 16.88235294] ; [15.88235294 11.11764706],0
v2,1,0.003791,8.381336,[10 31] ; [16 11],[15.67647059 25.32352941] ; [10.32352941 16.67647059],0
s3,1,0.011529,6.381932,[11 30] ; [15 11],[15.91044776 25.08955224] ; [10.08955224 15.91044776],0
s5,1,0.020497,5.369068,[ 3 39] ; [ 7 18],[ 6.26865672 35.73134328] ; [ 3.73134328 21.26865672],0
r2,1,0.030379,4.687701,[20 22] ; [18  6],[24.18181818 17.81818182] ; [13.81818182 10.18181818],0
s7,1,0.083397,2.99743,[ 7 32] ; [ 9 15],[ 9.9047619 29.0952381] ; [ 6.0952381 17.9047619],0
r4,1,0.084413,2.977818,[ 9 33] ; [11 16],[12.17391304 29.82608696] ; [ 7.82608696 19.17391304],0
r3,1,0.090069,2.873132,[22 19] ; [20  7],[25.32352941 15.67647059] ; [16.67647059 10.32352941],0
a5,1,0.12057,2.409896,[20 22] ; [18  9],[23.13043478 18.86956522] ; [14.86956522 12.13043478],0
a2,1,0.14974,2.074893,[ 3 39] ; [ 5 22],[ 4.86956522 37.13043478] ; [ 3.13043478 23.86956522],0
p11,1,0.154731,2.024982,[16 26] ; [15 12],[18.86956522 23.13043478] ; [12.13043478 14.86956522],0
n5,1,0.218468,1.514403,[28 14] ; [14 13],[25.56521739 16.43478261] ; [16.43478261 10.56521739],0
s1,1,0.238029,1.392227,[ 5 37] ; [ 1 26],[ 3.65217391 38.34782609] ; [ 2.34782609 24.65217391],0
p8,1,0.296328,1.090644,[11 31] ; [ 4 22],[ 9.26470588 32.73529412] ; [ 5.73529412 20.26470588],0
p7,1,0.320792,0.985714,[14 28] ; [ 6 21],[12.17391304 29.82608696] ; [ 7.82608696 19.17391304],0
s6,1,0.335347,0.928139,[12 30] ; [10 15],[13.79104478 28.20895522] ; [ 8.20895522 16.79104478],0
a7,1,0.402804,0.69994,[19 23] ; [15 12],[20.69565217 21.30434783] ; [13.30434783 13.69565217],0
