Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,82.043113,[132   5] ; [23 36],[108.34183673  28.65816327] ; [46.65816327 12.34183673],1
r2,1,0.0,59.832225,[135   1] ; [34 24],[118.4742268  17.5257732] ; [50.5257732  7.4742268],1
r1,1,0.0,55.990551,[116  19] ; [19 40],[93.94329897 41.05670103] ; [41.05670103 17.94329897],1
v4,1,0.0,41.678916,[128   8] ; [33 26],[112.28717949  23.71282051] ; [48.71282051 10.28717949],1
s6,1,0.0,37.461658,[91 44] ; [12 48],[71.30769231 63.69230769] ; [31.69230769 28.30769231],1
n6,1,3e-06,21.834195,[101  34] ; [23 35],[86.7357513 48.2642487] ; [37.2642487 20.7357513],1
s8,1,1e-05,19.474812,[54 82] ; [ 5 55],[40.93877551 95.06122449] ; [18.06122449 41.93877551],1
p2,1,1.2e-05,19.096064,[96 40] ; [22 37],[82.2974359 53.7025641] ; [35.7025641 23.2974359],1
s7,1,1.3e-05,19.047466,[62 65] ; [ 8 47],[48.84615385 78.15384615] ; [21.15384615 33.84615385],1
s2,1,3.7e-05,17.020209,[68 69] ; [11 49],[54.93908629 82.06091371] ; [24.06091371 35.93908629],1
p9,1,9.1e-05,15.304758,[89 43] ; [21 36],[76.82539683 55.17460317] ; [33.17460317 23.82539683],1
a7,1,0.000244,13.455681,[102  35] ; [28 31],[90.86734694 46.13265306] ; [39.13265306 19.86734694],1
p4,1,0.00028,13.201083,[67 67] ; [13 46],[55.54404145 78.45595855] ; [24.45595855 34.54404145],1
p6,1,0.00041,12.487502,[44 90] ; [ 5 53],[34.19791667 99.80208333] ; [14.80208333 43.19791667],1
s3,1,0.000528,12.014363,[73 62] ; [16 43],[61.93298969 73.06701031] ; [27.06701031 31.93298969],1
u3,1,0.000634,11.674357,[27 17] ; [ 6 23],[19.89041096 24.10958904] ; [13.10958904 15.89041096],1
d5,1,0.00072,11.435735,[107  29] ; [33 27],[97.14285714 38.85714286] ; [42.85714286 17.14285714],1
v2,1,0.000906,11.010376,[65 65] ; [14 44],[54.62765957 75.37234043] ; [24.37234043 33.62765957],1
p7,1,0.000972,10.880762,[70 64] ; [15 42],[59.63350785 74.36649215] ; [25.36649215 31.63350785],1
n3,1,0.001257,10.404024,[32 11] ; [11 19],[25.32876712 17.67123288] ; [17.67123288 12.32876712],0
a1,1,0.001523,10.05077,[  5 132] ; [10 50],[ 10.43147208 126.56852792] ; [ 4.56852792 55.43147208],0
p10,1,0.001945,9.600728,[74 57] ; [19 40],[64.12105263 66.87894737] ; [28.87894737 30.12105263],0
p8,1,0.00218,9.391536,[50 84] ; [ 9 50],[40.96373057 93.03626943] ; [18.03626943 40.96373057],0
a5,1,0.003505,8.524058,[94 43] ; [28 32],[84.84263959 52.15736041] ; [37.15736041 22.84263959],0
d1,1,0.005642,7.661185,[75 62] ; [20 40],[66.06598985 70.93401015] ; [28.93401015 31.06598985],0
p3,1,0.008078,7.016026,[55 81] ; [12 46],[46.96907216 89.03092784] ; [20.03092784 37.96907216],0
u1,1,0.008187,6.992127,[ 27 110] ; [ 3 57],[ 20.86294416 116.13705584] ; [ 9.13705584 50.86294416],0
a2,1,0.010311,6.58032,[39 98] ; [ 7 53],[ 31.98984772 105.01015228] ; [14.01015228 45.98984772],0
b5,1,0.012791,6.197731,[94 43] ; [30 30],[86.23350254 50.76649746] ; [37.76649746 22.23350254],0
s5,1,0.022612,5.198074,[37 93] ; [ 8 52],[30.78947368 99.21052632] ; [14.21052632 45.78947368],0
d4,1,0.02595,4.959377,[106  29] ; [38 22],[99.69230769 35.30769231] ; [44.30769231 15.69230769],0
v3,1,0.033099,4.540641,[48 79] ; [13 46],[41.65053763 85.34946237] ; [19.34946237 39.65053763],0
n2,1,0.033244,4.533176,[34 12] ; [15 15],[29.65789474 16.34210526] ; [19.34210526 10.65789474],0
n1,1,0.037017,4.349607,[24 20] ; [ 9 21],[19.62162162 24.37837838] ; [13.37837838 16.62162162],0
d2,1,0.041199,4.167809,[70 66] ; [21 38],[63.46666667 72.53333333] ; [27.53333333 31.46666667],0
u2,1,0.047701,3.920504,[23 21] ; [ 8 20],[18.94444444 25.05555556] ; [12.05555556 15.94444444],0
a4,1,0.049231,3.867467,[62 74] ; [18 41],[55.79487179 80.20512821] ; [24.20512821 34.79487179],0
a8,1,0.050307,3.831196,[ 19 103] ; [ 3 54],[ 14.99441341 107.00558659] ; [ 7.00558659 49.99441341],0
b1,1,0.061752,3.489688,[67 70] ; [38 22],[73.02030457 63.97969543] ; [31.97969543 28.02030457],0
n4,1,0.064916,3.407116,[94 41] ; [33 26],[88.37628866 46.62371134] ; [38.62371134 20.37628866],0
a3,1,0.065215,3.399521,[91 44] ; [31 27],[85.33678756 49.66321244] ; [36.66321244 21.33678756],0
p5,1,0.068643,3.315167,[ 12 123] ; [ 1 57],[  9.09326425 125.90673575] ; [ 3.90673575 54.09326425],0
a6,1,0.082293,3.019016,[86 50] ; [30 30],[80.48979592 55.51020408] ; [35.51020408 24.48979592],0
d3,1,0.105512,2.620182,[86 50] ; [30 29],[80.9025641 55.0974359] ; [35.0974359 23.9025641],0
v1,1,0.128744,2.307582,[62 74] ; [20 39],[57.18974359 78.81025641] ; [24.81025641 34.18974359],0
b2,1,0.156864,2.004201,[22 51] ; [15 19],[25.24299065 47.75700935] ; [11.75700935 22.24299065],0
b3,1,0.156864,2.004201,[22 51] ; [15 19],[25.24299065 47.75700935] ; [11.75700935 22.24299065],0
n5,1,0.190508,1.713688,[91 44] ; [34 25],[86.98453608 48.01546392] ; [38.01546392 20.98453608],0
s1,1,0.400734,0.706123,[  9 126] ; [ 6 53],[ 10.43814433 124.56185567] ; [ 4.56185567 54.43814433],0
p12,1,0.597104,0.279386,[  4 131] ; [ 1 59],[  3.46153846 131.53846154] ; [ 1.53846154 58.46153846],0
b4,1,0.709119,0.139158,[77 60] ; [32 28],[75.80203046 61.19796954] ; [33.19796954 26.80203046],0
p1,1,0.953941,0.003336,[ 11 125] ; [ 5 55],[ 11.10204082 124.89795918] ; [ 4.89795918 55.10204082],0
