Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,25.398191,[28 39] ; [128  40],[44.47659574 22.52340426] ; [111.52340426  56.47659574],1
d3,1,1e-06,23.441699,[35 32] ; [140  29],[49.68220339 17.31779661] ; [125.31779661  43.68220339],1
a2,1,5e-06,20.964836,[ 4 63] ; [ 60 110],[18.092827 48.907173] ; [ 45.907173 124.092827],1
u1,1,0.000947,10.927728,[ 5 62] ; [ 46 124],[14.41772152 52.58227848] ; [ 36.58227848 133.41772152],1
b5,1,0.007781,7.083301,[32 35] ; [113  57],[40.99156118 26.00843882] ; [104.00843882  65.99156118],0
d1,1,0.032897,4.551139,[38 29] ; [121  49],[44.94936709 22.05063291] ; [114.05063291  55.94936709],0
u3,1,0.045808,3.988633,[4 8] ; [30 16],[7.03448276 4.96551724] ; [26.96551724 19.03448276],0
n5,1,0.073701,3.198617,[61  6] ; [138  31],[56.49576271 10.50423729] ; [142.50423729  26.49576271],0
p12,1,0.078059,3.104856,[ 5 60] ; [ 28 140],[ 9.20600858 55.79399142] ; [ 23.79399142 144.20600858],0
s8,1,0.085459,2.957904,[44 23] ; [88 77],[38.12068966 28.87931034] ; [93.87931034 71.12068966],0
s2,1,0.092245,2.834753,[45 22] ; [91 74],[39.27586207 27.72413793] ; [96.72413793 68.27586207],0
p1,1,0.101234,2.685994,[ 5 62] ; [ 26 142],[ 8.83829787 58.16170213] ; [ 22.16170213 145.83829787],0
n4,1,0.113319,2.507313,[61  6] ; [141  29],[57.10548523  9.89451477] ; [144.89451477  25.10548523],0
b3,1,0.137666,2.203852,[22 21] ; [41 67],[17.94039735 25.05960265] ; [45.05960265 62.94039735],0
b2,1,0.137666,2.203852,[22 21] ; [41 67],[17.94039735 25.05960265] ; [45.05960265 62.94039735],0
b1,1,0.153205,2.040043,[32 35] ; [ 64 106],[27.13924051 39.86075949] ; [ 68.86075949 101.13924051],0
a1,1,0.162608,1.949802,[ 8 59] ; [ 11 159],[ 5.37130802 61.62869198] ; [ 13.62869198 156.37130802],0
b4,1,0.1642,1.935119,[36 31] ; [108  62],[40.70886076 26.29113924] ; [103.29113924  66.70886076],0
a3,1,0.17861,1.80915,[55 12] ; [124  44],[51.03404255 15.96595745] ; [127.96595745  40.03404255],0
p7,1,0.185313,1.754493,[51 14] ; [113  49],[46.96035242 18.03964758] ; [117.03964758  44.96035242],0
u2,1,0.223141,1.484054,[6 6] ; [31 14],[7.78947368 4.21052632] ; [29.21052632 15.78947368],0
