Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.002616,9.057687,[10 32] ; [9 4],[14.50909091 27.49090909] ; [4.49090909 8.50909091],0
d5,1,0.016114,5.79034,[24 19] ; [12  1],[27.64285714 15.35714286] ; [8.35714286 4.64285714],0
u3,1,0.019133,5.489279,[ 1 17] ; [2 2],[ 2.45454545 15.54545455] ; [0.54545455 3.45454545],0
p6,1,0.028269,4.811613,[ 3 38] ; [4 9],[ 5.31481481 35.68518519] ; [ 1.68518519 11.31481481],0
r1,1,0.041046,4.17412,[13 30] ; [8 5],[16.125 26.875] ; [4.875 8.125],0
a8,1,0.057608,3.604941,[ 4 38] ; [4 9],[ 6.10909091 35.89090909] ; [ 1.89090909 11.10909091],0
d2,1,0.069574,3.293048,[17 25] ; [9 4],[19.85454545 22.14545455] ; [6.14545455 6.85454545],0
s3,1,0.093994,2.804608,[12 30] ; [7 6],[14.50909091 27.49090909] ; [4.49090909 8.50909091],0
s8,1,0.100045,2.70483,[ 3 40] ; [ 3 10],[ 4.60714286 38.39285714] ; [ 1.39285714 11.60714286],0
a7,1,0.120359,2.412642,[16 27] ; [8 5],[18.42857143 24.57142857] ; [5.57142857 7.42857143],0
d1,1,0.120359,2.412642,[16 27] ; [8 5],[18.42857143 24.57142857] ; [5.57142857 7.42857143],0
v3,1,0.123794,2.368648,[ 6 37] ; [4 8],[ 7.81818182 35.18181818] ; [2.18181818 9.81818182],0
n6,1,0.130495,2.286603,[19 23] ; [9 4],[21.38181818 20.61818182] ; [6.61818182 6.38181818],0
n1,1,0.131587,2.273684,[ 8 11] ; [4 1],[9.5 9.5] ; [2.5 2.5],0
p2,1,0.133744,2.248496,[13 29] ; [7 6],[15.27272727 26.72727273] ; [4.72727273 8.27272727],0
p7,1,0.137291,2.208057,[ 8 35] ; [5 8],[ 9.98214286 33.01785714] ; [3.01785714 9.98214286],0
d4,1,0.139822,2.179916,[27 16] ; [11  2],[29.17857143 13.82142857] ; [8.82142857 4.17857143],0
b5,1,0.150855,2.063583,[20 23] ; [9 4],[22.26785714 20.73214286] ; [6.73214286 6.26785714],0
a5,1,0.161982,1.955621,[26 17] ; [5 8],[23.80357143 19.19642857] ; [7.19642857 5.80357143],0
b1,1,0.172069,1.864827,[24 19] ; [10  3],[26.10714286 16.89285714] ; [7.89285714 5.10714286],0
p4,1,0.20084,1.636255,[ 9 34] ; [5 8],[10.75 32.25] ; [3.25 9.75],0
s6,1,0.205439,1.603278,[10 33] ; [5 7],[11.72727273 31.27272727] ; [3.27272727 8.72727273],0
d3,1,0.212537,1.554057,[18 25] ; [8 5],[19.96428571 23.03571429] ; [6.03571429 6.96428571],0
n4,1,0.360881,0.834824,[31 12] ; [11  2],[32.25 10.75] ; [9.75 3.25],0
p9,1,0.433681,0.612946,[17 24] ; [7 6],[18.22222222 22.77777778] ; [5.77777778 7.22222222],0
p1,1,0.438169,0.601073,[ 7 36] ; [ 1 12],[ 6.14285714 36.85714286] ; [ 1.85714286 11.14285714],0
s7,1,0.475896,0.508253,[ 9 30] ; [4 8],[ 9.94117647 29.05882353] ; [3.05882353 8.94117647],0
a3,1,0.529007,0.3963,[25 17] ; [9 4],[25.96363636 16.03636364] ; [8.03636364 4.96363636],0
b2,1,0.542227,0.371429,[10 20] ; [4 5],[10.76923077 19.23076923] ; [3.23076923 5.76923077],0
b3,1,0.542227,0.371429,[10 20] ; [4 5],[10.76923077 19.23076923] ; [3.23076923 5.76923077],0
s4,1,0.549741,0.357782,[ 6 37] ; [ 1 12],[ 5.375 37.625] ; [ 1.625 11.375],0
n5,1,0.577735,0.30991,[30 13] ; [8 5],[29.17857143 13.82142857] ; [8.82142857 4.17857143],0
a4,1,0.604259,0.26862,[16 26] ; [6 7],[16.8 25.2] ; [5.2 7.8],0
p10,1,0.604259,0.26862,[16 26] ; [6 7],[16.8 25.2] ; [5.2 7.8],0
p5,1,0.669587,0.182086,[ 2 41] ; [ 1 12],[ 2.30357143 40.69642857] ; [ 0.69642857 12.30357143],0
u2,1,0.695895,0.152778,[ 3 15] ; [1 3],[ 3.27272727 14.72727273] ; [0.72727273 3.27272727],0
s5,1,0.724638,0.124092,[ 6 37] ; [2 9],[ 6.37037037 36.62962963] ; [1.62962963 9.37037037],0
v1,1,0.745992,0.10493,[11 31] ; [4 9],[11.45454545 30.54545455] ; [3.54545455 9.45454545],0
b4,1,0.783654,0.075384,[28 15] ; [9 4],[28.41071429 14.58928571] ; [8.58928571 4.41071429],0
p3,1,0.868714,0.027322,[ 9 34] ; [ 3 10],[ 9.21428571 33.78571429] ; [ 2.78571429 10.21428571],0
s2,1,0.868714,0.027322,[ 9 34] ; [ 3 10],[ 9.21428571 33.78571429] ; [ 2.78571429 10.21428571],0
a2,1,0.897188,0.016696,[ 6 37] ; [ 2 11],[ 6.14285714 36.85714286] ; [ 1.85714286 11.14285714],0
p11,1,0.944642,0.004821,[17 26] ; [5 8],[16.89285714 26.10714286] ; [5.10714286 7.89285714],0
a6,1,0.981917,0.000514,[20 23] ; [6 7],[19.96428571 23.03571429] ; [6.03571429 6.96428571],0
