Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,30.552904,[ 11 139] ; [20 30],[ 23.25 126.75] ; [ 7.75 42.25],1
s7,1,0.003035,8.78657,[ 21 121] ; [16 30],[ 27.94680851 114.05319149] ; [ 9.05319149 36.94680851],0
s8,1,0.011468,6.39124,[ 15 136] ; [12 38],[ 20.28358209 130.71641791] ; [ 6.71641791 43.28358209],0
n2,1,0.021601,5.277664,[32 27] ; [13  2],[35.87837838 23.12162162] ; [9.12162162 5.87837838],0
n1,1,0.024865,5.033229,[17 42] ; [8 5],[20.48611111 38.51388889] ; [4.51388889 8.48611111],0
d5,1,0.052141,3.771233,[109  41] ; [29 21],[103.5  46.5] ; [34.5 15.5],0
p7,1,0.053504,3.728104,[59 91] ; [26 21],[64.72081218 85.27918782] ; [20.27918782 26.72081218],0
n6,1,0.080058,3.063725,[107  43] ; [29 21],[102.  48.] ; [34. 16.],0
v4,1,0.094432,2.797149,[129  22] ; [36 12],[125.20100503  25.79899497] ; [39.79899497  8.20100503],0
d2,1,0.180432,1.794062,[58 90] ; [25 25],[62.04040404 85.95959596] ; [20.95959596 29.04040404],0
n3,1,0.18175,1.783259,[33 25] ; [10  3],[35.12676056 22.87323944] ; [7.87323944 5.12676056],0
b4,1,0.20071,1.637199,[81 70] ; [32 18],[84.89054726 66.10945274] ; [28.10945274 21.89054726],0
b5,1,0.20587,1.600237,[85 66] ; [23 27],[81.13432836 69.86567164] ; [26.86567164 23.13432836],0
a2,1,0.220597,1.500484,[ 26 125] ; [ 5 45],[ 23.28855721 127.71144279] ; [ 7.71144279 42.28855721],0
u1,1,0.223376,1.48255,[ 10 141] ; [ 6 44],[ 12.0199005 138.9800995] ; [ 3.9800995 46.0199005],0
p2,1,0.239072,1.386057,[90 60] ; [34 15],[93.46733668 56.53266332] ; [30.53266332 18.46733668],0
r2,1,0.244533,1.354269,[123  26] ; [43  5],[125.55329949  23.44670051] ; [40.44670051  7.55329949],0
n5,1,0.286091,1.137925,[85 65] ; [32 17],[88.19095477 61.80904523] ; [28.80904523 20.19095477],0
p1,1,0.291197,1.11408,[ 13 137] ; [ 2 47],[ 11.30653266 138.69346734] ; [ 3.69346734 45.30653266],0
s4,1,0.298999,1.078654,[ 11 140] ; [ 6 44],[ 12.77114428 138.22885572] ; [ 4.22885572 45.77114428],0
n4,1,0.328256,0.955765,[91 60] ; [34 16],[93.90547264 57.09452736] ; [31.09452736 18.90547264],0
s5,1,0.332848,0.937784,[ 10 139] ; [ 5 40],[ 11.52061856 137.47938144] ; [ 3.47938144 41.52061856],0
p3,1,0.352513,0.864389,[ 39 112] ; [16 33],[ 41.525 109.475] ; [13.475 35.525],0
a7,1,0.360405,0.836481,[100  49] ; [30 20],[97.33668342 51.66331658] ; [32.66331658 17.33668342],0
p11,1,0.429206,0.62497,[97 54] ; [29 21],[94.65671642 56.34328358] ; [31.34328358 18.65671642],0
p9,1,0.441325,0.592834,[88 59] ; [33 17],[90.2893401 56.7106599] ; [30.7106599 19.2893401],0
p10,1,0.443327,0.587655,[85 64] ; [31 18],[87.29292929 61.70707071] ; [28.70707071 20.29292929],0
d4,1,0.474536,0.511394,[109  41] ; [33 16],[107.03517588  42.96482412] ; [34.96482412 14.03517588],0
p8,1,0.564523,0.331933,[53 98] ; [15 34],[51.34 99.66] ; [16.66 32.34],0
a5,1,0.58874,0.292316,[84 67] ; [30 20],[85.64179104 65.35820896] ; [28.35820896 21.64179104],0
p6,1,0.635778,0.224306,[ 28 120] ; [11 39],[ 29.15151515 118.84848485] ; [ 9.84848485 40.15151515],0
a8,1,0.638889,0.220199,[ 12 128] ; [ 5 41],[ 12.79569892 127.20430108] ; [ 4.20430108 41.79569892],0
d3,1,0.652931,0.202225,[87 62] ; [31 19],[88.35175879 60.64824121] ; [29.64824121 20.35175879],0
u3,1,0.653134,0.201972,[24 35] ; [ 7 13],[23.15189873 35.84810127] ; [ 7.84810127 12.15189873],0
r1,1,0.702239,0.146153,[89 62] ; [31 19],[90.14925373 60.85074627] ; [29.85074627 20.14925373],0
d1,1,0.71049,0.137788,[71 80] ; [22 28],[69.86567164 81.13432836] ; [23.13432836 26.86567164],0
s1,1,0.805019,0.060939,[  5 145] ; [ 2 47],[  5.27638191 144.72361809] ; [ 1.72361809 47.27638191],0
r4,1,0.813249,0.055808,[103  48] ; [35 15],[103.67164179  47.32835821] ; [34.32835821 15.67164179],0
b2,1,0.819848,0.051866,[29 55] ; [10 21],[28.48695652 55.51304348] ; [10.51304348 20.48695652],0
b3,1,0.819848,0.051866,[29 55] ; [10 21],[28.48695652 55.51304348] ; [10.51304348 20.48695652],0
b1,1,0.830288,0.045938,[63 88] ; [20 30],[62.35323383 88.64676617] ; [20.64676617 29.35323383],0
r3,1,0.835127,0.043318,[122  28] ; [40 10],[121.5  28.5] ; [40.5  9.5],0
a1,1,0.850559,0.035497,[  7 144] ; [ 2 48],[  6.76119403 144.23880597] ; [ 2.23880597 47.76119403],0
p4,1,0.856117,0.032877,[ 48 102] ; [15 34],[ 47.48743719 102.51256281] ; [15.51256281 33.48743719],0
a3,1,0.867055,0.028023,[92 58] ; [30 20],[91.5 58.5] ; [30.5 19.5],0
v3,1,0.885076,0.020891,[ 32 114] ; [11 37],[ 32.36082474 113.63917526] ; [10.63917526 37.36082474],0
a6,1,0.89023,0.019048,[95 56] ; [32 18],[95.4079602 55.5920398] ; [31.5920398 18.4079602],0
u2,1,0.904454,0.014409,[27 31] ; [ 9 11],[26.76923077 31.23076923] ; [ 9.23076923 10.76923077],0
a4,1,0.932796,0.007111,[56 94] ; [19 31],[56.25 93.75] ; [18.75 31.25],0
v2,1,0.954757,0.003219,[50 93] ; [17 31],[50.16230366 92.83769634] ; [16.83769634 31.16230366],0
p5,1,0.966873,0.001725,[  3 148] ; [ 1 47],[  3.03517588 147.96482412] ; [ 0.96482412 47.03517588],0
