Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,45.854999,[46 12] ; [ 3 34],[29.91578947 28.08421053] ; [19.08421053 17.91578947],1
d4,1,0.0,28.764914,[57  1] ; [20 17],[47.01052632 10.98947368] ; [29.98947368  7.01052632],1
d5,1,4e-06,21.153221,[56  2] ; [22 15],[47.62105263 10.37894737] ; [30.37894737  6.62105263],1
a5,1,1e-05,19.573604,[51  7] ; [17 20],[41.51578947 16.48421053] ; [26.48421053 10.51578947],1
d3,1,7.8e-05,15.603437,[52  6] ; [20 17],[43.95789474 14.04210526] ; [28.04210526  8.95789474],1
s8,1,0.000121,14.775146,[46 12] ; [15 22],[37.24210526 20.75789474] ; [23.75789474 13.24210526],1
s6,1,0.000424,12.424081,[56  1] ; [27  9],[50.87096774  6.12903226] ; [32.12903226  3.87096774],1
a2,1,0.001052,10.732911,[20 38] ; [ 2 35],[13.43157895 44.56842105] ; [ 8.56842105 28.43157895],0
a4,1,0.001057,10.724516,[34 24] ; [ 9 28],[26.25263158 31.74736842] ; [16.74736842 20.25263158],0
p4,1,0.001309,10.329295,[44 14] ; [16 21],[36.63157895 21.36842105] ; [23.36842105 13.63157895],0
a3,1,0.003162,8.711504,[51  7] ; [23 14],[45.17894737 12.82105263] ; [28.82105263  8.17894737],0
u1,1,0.003429,8.563798,[20 38] ; [ 3 34],[14.04210526 43.95789474] ; [ 8.95789474 28.04210526],0
p6,1,0.005057,7.858772,[36 21] ; [12 24],[29.41935484 27.58064516] ; [18.58064516 17.41935484],0
r4,1,0.006952,7.285315,[54  4] ; [27 10],[49.45263158  8.54736842] ; [31.54736842  5.45263158],0
b3,1,0.022592,5.199608,[13 23] ; [ 2 20],[ 9.31034483 26.68965517] ; [ 5.68965517 16.31034483],0
b2,1,0.022592,5.199608,[13 23] ; [ 2 20],[ 9.31034483 26.68965517] ; [ 5.68965517 16.31034483],0
p10,1,0.0288,4.779534,[52  6] ; [26 10],[48.12765957  9.87234043] ; [29.87234043  6.12765957],0
s2,1,0.035241,4.433438,[53  5] ; [28  9],[49.45263158  8.54736842] ; [31.54736842  5.45263158],0
a6,1,0.036776,4.360758,[42 16] ; [19 18],[37.24210526 20.75789474] ; [23.75789474 13.24210526],0
s5,1,0.053041,3.742626,[38 15] ; [18 17],[33.72727273 19.27272727] ; [22.27272727 12.72727273],0
p9,1,0.057998,3.593715,[54  4] ; [28  7],[51.13978495  6.86021505] ; [30.86021505  4.13978495],0
v3,1,0.05916,3.560764,[23 34] ; [ 8 29],[18.79787234 38.20212766] ; [12.20212766 24.79787234],0
r3,1,0.060885,3.513121,[56  2] ; [31  5],[53.68085106  4.31914894] ; [33.31914894  2.68085106],0
n6,1,0.063635,3.440016,[51  7] ; [27 10],[47.62105263 10.37894737] ; [30.37894737  6.62105263],0
v2,1,0.068525,3.318001,[30 27] ; [12 24],[25.74193548 31.25806452] ; [16.25806452 19.74193548],0
p3,1,0.072241,3.231356,[36 22] ; [16 21],[31.74736842 26.25263158] ; [20.25263158 16.74736842],0
r1,1,0.076952,3.128119,[47 11] ; [24 13],[43.34736842 14.65263158] ; [27.65263158  9.34736842],0
b1,1,0.103148,2.656185,[20 38] ; [19 18],[23.81052632 34.18947368] ; [15.18947368 21.81052632],0
p1,1,0.133096,2.256012,[ 9 49] ; [ 2 35],[ 6.71578947 51.28421053] ; [ 4.28421053 32.71578947],0
b4,1,0.169164,1.890336,[35 23] ; [17 20],[31.74736842 26.25263158] ; [20.25263158 16.74736842],0
n4,1,0.216468,1.52763,[43 15] ; [23 14],[40.29473684 17.70526316] ; [25.70526316 11.29473684],0
a7,1,0.226109,1.465169,[40 18] ; [21 16],[37.24210526 20.75789474] ; [23.75789474 13.24210526],0
n3,1,0.35002,0.873383,[12  2] ; [7 3],[11.08333333  2.91666667] ; [7.91666667 2.08333333],0
p12,1,0.397903,0.714655,[ 6 52] ; [ 2 35],[ 4.88421053 53.11578947] ; [ 3.11578947 33.88421053],0
v1,1,0.419915,0.650553,[30 28] ; [16 21],[28.08421053 29.91578947] ; [17.91578947 19.08421053],0
n2,1,0.458902,0.548571,[11  3] ; [9 1],[11.66666667  2.33333333] ; [8.33333333 1.66666667],0
p8,1,0.507349,0.43953,[35 21] ; [20 16],[33.47826087 22.52173913] ; [21.52173913 14.47826087],0
u2,1,0.52511,0.403846,[5 2] ; [8 6],[4.33333333 2.66666667] ; [8.66666667 5.33333333],0
v4,1,0.542238,0.371408,[55  3] ; [33  3],[54.29787234  3.70212766] ; [33.70212766  2.29787234],0
n5,1,0.554161,0.349915,[39 19] ; [27 10],[40.29473684 17.70526316] ; [25.70526316 11.29473684],0
p11,1,0.608748,0.262002,[45 13] ; [27 10],[43.95789474 14.04210526] ; [28.04210526  8.95789474],0
p7,1,0.646328,0.210561,[42 14] ; [24 10],[41.06666667 14.93333333] ; [24.93333333  9.06666667],0
s3,1,0.665732,0.186635,[49  9] ; [30  7],[48.23157895  9.76842105] ; [30.76842105  6.23157895],0
b5,1,0.671148,0.180262,[37 21] ; [22 15],[36.02105263 21.97894737] ; [22.97894737 14.02105263],0
n1,1,0.769698,0.085714,[5 9] ; [3 7],[4.66666667 9.33333333] ; [3.33333333 6.66666667],0
s1,1,0.795985,0.066847,[ 4 54] ; [ 2 34],[ 3.70212766 54.29787234] ; [ 2.29787234 33.70212766],0
a1,1,0.839421,0.041061,[ 2 56] ; [ 1 36],[ 1.83157895 56.16842105] ; [ 1.16842105 35.83157895],0
p2,1,0.927408,0.0083,[49  9] ; [31  6],[48.84210526  9.15789474] ; [31.15789474  5.84210526],0
a8,1,0.948587,0.004158,[ 3 51] ; [ 2 32],[ 3.06818182 50.93181818] ; [ 1.93181818 32.06818182],0
u3,1,1.0,0.0,[5 2] ; [10  4],[5. 2.] ; [10.  4.],0
