Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,48.387139,[62 87] ; [105  22],[90.1557971 58.8442029] ; [76.8442029 50.1557971],1
v1,1,1.6e-05,18.576811,[72 74] ; [95 32],[89.31135531 56.68864469] ; [77.68864469 49.31135531],1
a1,1,0.007598,7.125776,[  4 151] ; [ 13 115],[  9.31095406 145.68904594] ; [  7.68904594 120.31095406],0
p8,1,0.010167,6.605381,[83 70] ; [88 39],[93.43928571 59.56071429] ; [77.56071429 49.43928571],0
s5,1,0.010645,6.523719,[60 84] ; [70 52],[70.37593985 73.62406015] ; [59.62406015 62.37593985],0
n5,1,0.011331,6.412632,[118  36] ; [113  15],[126.14893617  27.85106383] ; [104.85106383  23.14893617],0
p11,1,0.012187,6.283454,[119  36] ; [113  15],[127.06713781  27.93286219] ; [104.93286219  23.06713781],0
n4,1,0.014877,5.930971,[118  35] ; [113  15],[125.77580071  27.22419929] ; [105.22419929  22.77580071],0
s4,1,0.015734,5.832351,[ 44 110] ; [ 21 107],[ 35.4964539 118.5035461] ; [29.5035461 98.4964539],0
p3,1,0.024984,5.024982,[80 75] ; [83 45],[89.27561837 65.72438163] ; [73.72438163 54.27561837],0
n6,1,0.030958,4.655314,[132  22] ; [119   8],[137.55871886  16.44128114] ; [113.44128114  13.55871886],0
p5,1,0.034398,4.474795,[ 19 134] ; [ 28 100],[ 25.59074733 127.40925267] ; [ 21.40925267 106.59074733],0
p12,1,0.04866,3.88703,[ 15 137] ; [ 23 105],[ 20.62857143 131.37142857] ; [ 17.37142857 110.62857143],0
s7,1,0.060309,3.528874,[116  32] ; [108  16],[121.88235294  26.11764706] ; [102.11764706  21.88235294],0
u4,1,0.061619,3.493258,[  3 152] ; [  8 120],[  6.02473498 148.97526502] ; [  4.97526502 123.02473498],0
p7,1,0.065147,3.401261,[100  49] ; [95 28],[106.81985294  42.18014706] ; [88.18014706 34.81985294],0
d1,1,0.072488,3.225773,[97 58] ; [93 35],[104.06360424  50.93639576] ; [85.93639576 42.06360424],0
d3,1,0.073277,3.20804,[101  54] ; [96 32],[107.8975265  47.1024735] ; [89.1024735 38.8975265],0
s2,1,0.093448,2.813957,[130  25] ; [116  12],[134.73498233  20.26501767] ; [111.26501767  16.73498233],0
d4,1,0.098473,2.730107,[127  28] ; [113  14],[131.91489362  23.08510638] ; [108.08510638  18.91489362],0
b5,1,0.108333,2.578366,[97 58] ; [68 60],[90.37102473 64.62897527] ; [74.62897527 53.37102473],0
d5,1,0.112211,2.522804,[126  29] ; [112  15],[130.81560284  24.18439716] ; [107.18439716  19.81560284],0
n2,1,0.169536,1.887041,[28 10] ; [22  3],[30.15873016  7.84126984] ; [19.84126984  5.15873016],0
p2,1,0.178889,1.806834,[130  24] ; [115  13],[133.79432624  20.20567376] ; [111.20567376  16.79432624],0
a7,1,0.198924,1.650258,[110  45] ; [81 46],[104.9822695  50.0177305] ; [86.0177305 40.9822695],0
r4,1,0.215802,1.532073,[142  13] ; [122   6],[144.59363958  10.40636042] ; [119.40636042   8.59363958],0
r3,1,0.222259,1.489727,[147   8] ; [125   3],[148.97526502   6.02473498] ; [123.02473498   4.97526502],0
p1,1,0.25274,1.308093,[ 14 140] ; [ 17 110],[ 16.98932384 137.01067616] ; [ 14.01067616 112.98932384],0
r1,1,0.253205,1.305532,[125  28] ; [111  17],[128.49822064  24.50177936] ; [107.50177936  20.49822064],0
p4,1,0.283821,1.1487,[99 55] ; [90 38],[103.21276596  50.78723404] ; [85.78723404 42.21276596],0
p10,1,0.321624,0.982332,[132  20] ; [116  12],[134.62857143  17.37142857] ; [113.37142857  14.62857143],0
v4,1,0.324078,0.972417,[151   3] ; [123   5],[149.63120567   4.36879433] ; [124.36879433   3.63120567],0
a3,1,0.334025,0.93323,[121  34] ; [105  22],[124.21985816  30.78014184] ; [101.78014184  25.21985816],0
r2,1,0.343332,0.89795,[147   3] ; [123   5],[145.68345324   4.31654676] ; [124.31654676   3.68345324],0
s6,1,0.362598,0.828876,[141  11] ; [113  13],[138.87769784  13.12230216] ; [115.12230216  10.87769784],0
b2,1,0.37602,0.783673,[42 66] ; [38 46],[45. 63.] ; [35. 49.],0
b3,1,0.37602,0.783673,[42 66] ; [38 46],[45. 63.] ; [35. 49.],0
n3,1,0.466921,0.529254,[29  9] ; [17  8],[27.74603175 10.25396825] ; [18.25396825  6.74603175],0
a6,1,0.515625,0.422636,[103  52] ; [89 38],[105.53191489  49.46808511] ; [86.46808511 40.53191489],0
s1,1,0.541016,0.373661,[  7 146] ; [  4 123],[  6.01071429 146.98928571] ; [  4.98928571 122.01071429],0
a5,1,0.555367,0.34779,[119  36] ; [102  26],[121.04240283  33.95759717] ; [99.95759717 28.04240283],0
a4,1,0.582408,0.302357,[70 85] ; [62 66],[72.29681979 82.70318021] ; [59.70318021 68.29681979],0
u3,1,0.611935,0.257366,[23 11] ; [17  6],[23.85964912 10.14035088] ; [16.14035088  6.85964912],0
n1,1,0.673662,0.177348,[18 19] ; [13 11],[18.80327869 18.19672131] ; [12.19672131 11.80327869],0
b4,1,0.71162,0.136665,[85 70] ; [73 55],[86.53710247 68.46289753] ; [71.46289753 56.53710247],0
d2,1,0.724962,0.123788,[88 67] ; [70 58],[86.53710247 68.46289753] ; [71.46289753 56.53710247],0
p9,1,0.740395,0.10978,[139  15] ; [117  11],[139.80141844  14.19858156] ; [116.19858156  11.80141844],0
b1,1,0.75877,0.094308,[65 90] ; [56 72],[66.27208481 88.72791519] ; [54.72791519 73.27208481],0
u1,1,0.801093,0.06347,[ 32 123] ; [ 28 100],[ 32.86219081 122.13780919] ; [ 27.13780919 100.86219081],0
a8,1,0.830467,0.04584,[ 26 120] ; [20 99],[ 25.34339623 120.65660377] ; [20.65660377 98.34339623],0
p6,1,0.839782,0.040873,[71 82] ; [60 66],[71.83870968 81.16129032] ; [59.16129032 66.83870968],0
u2,1,0.877237,0.023862,[20 14] ; [14  9],[20.28070175 13.71929825] ; [13.71929825  9.28070175],0
a2,1,0.919603,0.010188,[ 42 113] ; [34 94],[ 41.6254417 113.3745583] ; [34.3745583 93.6254417],0
