Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.003892,8.333654,[29 34] ; [26  8],[35.72164948 27.27835052] ; [19.27835052 14.72164948],0
p8,1,0.006237,7.480519,[15 48] ; [17 16],[21. 42.] ; [11. 22.],0
r3,1,0.010314,6.579898,[43 21] ; [30  3],[48.16494845 15.83505155] ; [24.83505155  8.16494845],0
d5,1,0.010877,6.485294,[26 38] ; [23 11],[32. 32.] ; [17. 17.],0
a5,1,0.010877,6.485294,[26 38] ; [23 11],[32. 32.] ; [17. 17.],0
p11,1,0.024671,5.046847,[30 34] ; [24 10],[35.26530612 28.73469388] ; [18.73469388 15.26530612],0
n3,1,0.027031,4.888849,[12 10] ; [11  1],[14.88235294  7.11764706] ; [8.11764706 3.88235294],0
v4,1,0.028313,4.808905,[45 18] ; [30  3],[49.21875 13.78125] ; [25.78125  7.21875],0
v1,1,0.031353,4.633527,[21 42] ; [19 15],[25.97938144 37.02061856] ; [14.02061856 19.97938144],0
p10,1,0.031672,4.616177,[26 38] ; [21 12],[31.01030928 32.98969072] ; [15.98969072 17.01030928],0
s8,1,0.032478,4.573079,[ 9 55] ; [11 23],[13.06122449 50.93877551] ; [ 6.93877551 27.06122449],0
v3,1,0.036306,4.382697,[10 51] ; [12 22],[14.12631579 46.87368421] ; [ 7.87368421 26.12631579],0
s7,1,0.054421,3.699747,[13 47] ; [13 19],[16.95652174 43.04347826] ; [ 9.04347826 22.95652174],0
r4,1,0.068422,3.320474,[35 29] ; [25  9],[39.18367347 24.81632653] ; [20.81632653 13.18367347],0
s3,1,0.107379,2.59238,[33 30] ; [12 22],[29.22680412 33.77319588] ; [15.77319588 18.22680412],0
p7,1,0.123857,2.367851,[25 36] ; [19 14],[28.55319149 32.44680851] ; [15.44680851 17.55319149],0
r1,1,0.125834,2.343164,[35 29] ; [24 10],[38.53061224 25.46938776] ; [20.46938776 13.53061224],0
