Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,34.161089,[61 11] ; [16 33],[45.81818182 26.18181818] ; [31.18181818 17.81818182],1
n1,1,0.001637,9.918069,[12 10] ; [ 2 19],[ 7.1627907 14.8372093] ; [ 6.8372093 14.1627907],0
a8,1,0.00419,8.199373,[13 53] ; [ 1 48],[ 8.03478261 57.96521739] ; [ 5.96521739 43.03478261],0
n6,1,0.051261,3.799732,[48 23] ; [25 25],[42.83471074 28.16528926] ; [30.16528926 19.83471074],0
v3,1,0.091159,2.853787,[26 43] ; [11 37],[21.82051282 47.17948718] ; [15.17948718 32.82051282],0
u3,1,0.118246,2.4404,[13 25] ; [14 12],[16.03125 21.96875] ; [10.96875 15.03125],0
r1,1,0.12611,2.339747,[46 26] ; [25 25],[41.90163934 30.09836066] ; [29.09836066 20.90163934],0
s4,1,0.153112,2.040974,[10 62] ; [12 38],[12.98360656 59.01639344] ; [ 9.01639344 40.98360656],0
a5,1,0.16456,1.931813,[38 34] ; [20 30],[34.2295082 37.7704918] ; [23.7704918 26.2295082],0
s1,1,0.197768,1.658784,[ 4 67] ; [ 6 43],[ 5.91666667 65.08333333] ; [ 4.08333333 44.91666667],0
s7,1,0.221616,1.493879,[25 42] ; [13 36],[21.94827586 45.05172414] ; [16.05172414 32.94827586],0
a1,1,0.234382,1.41407,[ 7 65] ; [ 2 48],[ 5.31147541 66.68852459] ; [ 3.68852459 46.31147541],0
s5,1,0.244086,1.35684,[18 52] ; [ 8 40],[15.42372881 54.57627119] ; [10.57627119 37.42372881],0
u2,1,0.269538,1.219095,[12 25] ; [12 14],[14.0952381 22.9047619] ; [ 9.9047619 16.0952381],0
v4,1,0.278516,1.174317,[53 19] ; [41  9],[55.47540984 16.52459016] ; [38.52459016 11.47540984],0
d4,1,0.307126,1.042996,[35 37] ; [29 21],[37.7704918 34.2295082] ; [26.2295082 23.7704918],0
p10,1,0.313139,1.017391,[28 41] ; [24 24],[30.66666667 38.33333333] ; [21.33333333 26.66666667],0
b3,1,0.337023,0.921723,[14 25] ; [ 5 16],[12.35 26.65] ; [ 6.65 14.35],0
b2,1,0.337023,0.921723,[14 25] ; [ 5 16],[12.35 26.65] ; [ 6.65 14.35],0
v2,1,0.339558,0.912101,[26 43] ; [14 34],[23.58974359 45.41025641] ; [16.41025641 31.58974359],0
s6,1,0.353091,0.862317,[38 33] ; [22 27],[35.5 35.5] ; [24.5 24.5],0
r4,1,0.359685,0.838992,[49 23] ; [30 20],[46.62295082 25.37704918] ; [32.37704918 17.62295082],0
d3,1,0.392593,0.730897,[28 44] ; [15 33],[25.8 46.2] ; [17.2 30.8],0
p8,1,0.413762,0.667964,[16 55] ; [14 34],[17.89915966 53.10084034] ; [12.10084034 35.89915966],0
p7,1,0.42709,0.630723,[31 40] ; [25 24],[33.13333333 37.86666667] ; [22.86666667 26.13333333],0
