Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,80.608113,[ 18 101] ; [46  7],[44.27906977 74.72093023] ; [19.72093023 33.27906977],1
s6,1,0.0,35.370275,[39 82] ; [43 10],[57.02298851 63.97701149] ; [24.97701149 28.02298851],1
s7,1,1e-06,25.013911,[19 97] ; [28 24],[32.45238095 83.54761905] ; [14.54761905 37.45238095],1
s5,1,4e-06,21.512866,[ 12 105] ; [21 30],[22.98214286 94.01785714] ; [10.01785714 40.98214286],1
s8,1,6e-06,20.640751,[ 16 105] ; [24 30],[27.65714286 93.34285714] ; [12.34285714 41.65714286],1
s4,1,0.000512,12.070867,[ 11 110] ; [16 38],[ 18.66857143 102.33142857] ; [ 8.33142857 45.66857143],1
r4,1,0.001214,10.468786,[82 39] ; [49  5],[90.57714286 30.42285714] ; [40.42285714 13.57714286],0
v1,1,0.006594,7.380256,[40 79] ; [29 23],[48.01754386 70.98245614] ; [20.98245614 31.01754386],0
b2,1,0.01769,5.626586,[29 32] ; [ 5 20],[24.11627907 36.88372093] ; [ 9.88372093 15.11627907],0
b3,1,0.01769,5.626586,[29 32] ; [ 5 20],[24.11627907 36.88372093] ; [ 9.88372093 15.11627907],0
u3,1,0.019344,5.470141,[22 34] ; [18  9],[26.98795181 29.01204819] ; [13.01204819 13.98795181],0
r2,1,0.020822,5.34167,[98 23] ; [51  3],[103.02285714  17.97714286] ; [45.97714286  8.02285714],0
a7,1,0.03032,4.691029,[64 57] ; [38 16],[70.52571429 50.47428571] ; [31.47428571 22.52571429],0
b4,1,0.040213,4.208861,[70 51] ; [40 14],[76.05714286 44.94285714] ; [33.94285714 20.05714286],0
p9,1,0.04568,3.993361,[78 40] ; [43 10],[83.49707602 34.50292398] ; [37.50292398 15.49707602],0
v3,1,0.047759,3.918429,[27 90] ; [20 33],[32.34705882 84.65294118] ; [14.65294118 38.34705882],0
r3,1,0.047842,3.915512,[94 26] ; [49  5],[98.62068966 21.37931034] ; [44.37931034  9.62068966],0
a5,1,0.049134,3.870767,[59 62] ; [35 19],[64.99428571 56.00571429] ; [29.00571429 24.99428571],0
p10,1,0.083429,2.996796,[69 49] ; [39 15],[74.09302326 43.90697674] ; [33.90697674 20.09302326],0
v2,1,0.105606,2.618777,[36 79] ; [23 29],[40.62874251 74.37125749] ; [18.37125749 33.62874251],0
p3,1,0.121599,2.396607,[25 96] ; [17 37],[29.04 91.96] ; [12.96 41.04],0
b5,1,0.124373,2.361366,[68 53] ; [37 17],[72.6 48.4] ; [32.4 21.6],0
r1,1,0.169394,1.888294,[72 49] ; [38 16],[76.05714286 44.94285714] ; [33.94285714 20.05714286],0
p2,1,0.216064,1.53032,[71 50] ; [37 17],[74.67428571 46.32571429] ; [33.32571429 20.67428571],0
a8,1,0.216341,1.528481,[ 13 103] ; [ 9 40],[ 15.46666667 100.53333333] ; [ 6.53333333 42.46666667],0
