Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.804086,[29 27] ; [130  25],[42.19905213 13.80094787] ; [116.80094787  38.19905213],1
p7,1,1e-05,19.482211,[17 41] ; [95 55],[31.23076923 26.76923077] ; [80.76923077 69.23076923],1
a7,1,5.3e-05,16.353381,[30 29] ; [123  33],[41.98604651 17.01395349] ; [111.01395349  44.98604651],1
p11,1,5.4e-05,16.287833,[25 34] ; [113  44],[37.69444444 21.30555556] ; [100.30555556  56.69444444],1
a6,1,0.000376,12.648537,[25 34] ; [108  49],[36.3287037 22.6712963] ; [96.6712963 60.3287037],1
p10,1,0.000602,11.769326,[29 28] ; [117  38],[39.25471698 17.74528302] ; [106.74528302  48.25471698],1
d3,1,0.000934,10.953311,[28 31] ; [111  44],[38.32242991 20.67757009] ; [100.67757009  54.32242991],1
p8,1,0.001798,9.745157,[15 44] ; [76 79],[25.08878505 33.91121495] ; [65.91121495 89.08878505],0
s1,1,0.002125,9.438612,[ 6 53] ; [  2 154],[ 2.19534884 56.80465116] ; [  5.80465116 150.19534884],0
v4,1,0.010002,6.63457,[51  8] ; [150   6],[55.15813953  3.84186047] ; [145.84186047  10.15813953],0
p3,1,0.013096,6.15614,[13 46] ; [63 94],[20.75925926 38.24074074] ; [ 55.24074074 101.75925926],0
n3,1,0.050962,3.809524,[15 13] ; [39 13],[18.9  9.1] ; [35.1 16.9],0
a4,1,0.080747,3.049802,[23 36] ; [ 42 115],[17.75462963 41.24537037] ; [ 47.24537037 109.75462963],0
u1,1,0.085481,2.957472,[ 2 57] ; [ 17 140],[ 5.18981481 53.81018519] ; [ 13.81018519 143.18981481],0
d2,1,0.085644,2.954393,[27 32] ; [ 52 105],[21.5787037 37.4212963] ; [57.4212963 99.5787037],0
p4,1,0.114529,2.490593,[20 38] ; [73 84],[25.08837209 32.91162791] ; [67.91162791 89.08837209],0
n6,1,0.139175,2.187059,[34 25] ; [106  49],[38.59813084 20.40186916] ; [101.40186916  53.59813084],0
s8,1,0.234231,1.414982,[15 43] ; [ 54 103],[18.61395349 39.38604651] ; [ 50.38604651 106.61395349],0
s6,1,0.241693,1.370695,[30 27] ; [96 60],[33.71830986 23.28169014] ; [92.28169014 63.71830986],0
b5,1,0.249096,1.328369,[40 19] ; [93 64],[36.3287037 22.6712963] ; [96.6712963 60.3287037],0
s3,1,0.249156,1.328027,[26 33] ; [83 74],[29.77314815 29.22685185] ; [79.22685185 77.77314815],0
