Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000875,11.075593,[62  3] ; [43 15],[55.48780488  9.51219512] ; [49.51219512  8.48780488],1
v3,1,0.00148,10.102731,[24 38] ; [ 7 48],[16.42735043 45.57264957] ; [14.57264957 40.42735043],0
v1,1,0.010337,6.575914,[36 29] ; [18 38],[29.00826446 35.99173554] ; [24.99173554 31.00826446],0
n3,1,0.015678,5.838673,[17  6] ; [ 7 12],[13.14285714  9.85714286] ; [10.85714286  8.14285714],0
p4,1,0.038425,4.286091,[34 30] ; [20 38],[28.32786885 35.67213115] ; [25.67213115 32.32786885],0
p7,1,0.051747,3.783917,[36 27] ; [22 34],[30.70588235 32.29411765] ; [27.29411765 28.70588235],0
p9,1,0.063485,3.443907,[44 19] ; [31 27],[39.04958678 23.95041322] ; [35.95041322 22.04958678],0
s6,1,0.081317,3.038374,[36 29] ; [23 35],[31.17886179 33.82113821] ; [27.82113821 30.17886179],0
r1,1,0.10907,2.567642,[51 14] ; [38 20],[47.03252033 17.96747967] ; [41.96747967 16.03252033],0
s7,1,0.144129,2.133313,[24 37] ; [14 39],[20.33333333 40.66666667] ; [17.66666667 35.33333333],0
a3,1,0.1452,2.121964,[49 17] ; [36 22],[45.24193548 20.75806452] ; [39.75806452 18.24193548],0
r4,1,0.146742,2.105798,[51 15] ; [38 20],[47.37096774 18.62903226] ; [41.62903226 16.37096774],0
s2,1,0.147991,2.092839,[28 38] ; [17 40],[24.14634146 41.85365854] ; [20.85365854 36.14634146],0
p2,1,0.158167,1.991668,[48 16] ; [36 21],[44.42975207 19.57024793] ; [39.57024793 17.42975207],0
a1,1,0.178351,1.811313,[ 2 64] ; [ 5 53],[ 3.72580645 62.27419355] ; [ 3.27419355 54.72580645],0
a4,1,0.189809,1.719097,[22 44] ; [26 32],[25.5483871 40.4516129] ; [22.4516129 35.5483871],0
n2,1,0.190588,1.713063,[16  7] ; [10 10],[13.90697674  9.09302326] ; [12.09302326  7.90697674],0
p10,1,0.215741,1.532479,[39 23] ; [30 28],[35.65 26.35] ; [33.35 24.65],0
d1,1,0.256744,1.286231,[43 23] ; [32 26],[39.91935484 26.08064516] ; [35.08064516 22.91935484],0
a5,1,0.285035,1.142927,[48 18] ; [37 21],[45.24193548 20.75806452] ; [39.75806452 18.24193548],0
a2,1,0.299217,1.077681,[10 56] ; [13 45],[12.24193548 53.75806452] ; [10.75806452 47.24193548],0
p5,1,0.310487,1.028603,[ 5 60] ; [ 2 56],[ 3.69918699 61.30081301] ; [ 3.30081301 54.69918699],0
p11,1,0.319586,0.99064,[40 26] ; [30 28],[37.25806452 28.74193548] ; [32.74193548 25.25806452],0
s1,1,0.33476,0.930396,[ 2 61] ; [ 4 53],[ 3.15 59.85] ; [ 2.85 54.15],0
a6,1,0.343091,0.898848,[45 21] ; [44 14],[47.37096774 18.62903226] ; [41.62903226 16.37096774],0
d3,1,0.357142,0.847919,[49 17] ; [38 19],[46.68292683 19.31707317] ; [40.31707317 16.68292683],0
p6,1,0.361941,0.831147,[17 43] ; [12 45],[14.87179487 45.12820513] ; [14.12820513 42.87179487],0
