Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,2.9e-05,17.475493,[ 2 10] ; [52 15],[8.20253165 3.79746835] ; [45.79746835 21.20253165],1
s2,1,4.5e-05,16.655953,[ 1 11] ; [48 20],[7.35 4.65] ; [41.65 26.35],1
n4,1,0.003474,8.540305,[8 4] ; [64  4],[10.8  1.2] ; [61.2  6.8],0
s7,1,0.011144,6.442217,[6 6] ; [54 11],[9.35064935 2.64935065] ; [50.64935065 14.35064935],0
p6,1,0.019394,5.465624,[4 8] ; [46 21],[7.59493671 4.40506329] ; [42.40506329 24.59493671],0
v2,1,0.030742,4.6673,[10  1] ; [38 29],[6.76923077 4.23076923] ; [41.23076923 25.76923077],0
n5,1,0.060289,3.529412,[9 3] ; [63  5],[10.8  1.2] ; [61.2  6.8],0
p8,1,0.084602,2.974208,[7 5] ; [55 13],[9.3 2.7] ; [52.7 15.3],0
r4,1,0.105899,2.614379,[10  2] ; [65  3],[11.25  0.75] ; [63.75  4.25],0
b5,1,0.109292,2.564425,[3 9] ; [34 34],[5.55 6.45] ; [31.45 36.55],0
p4,1,0.170082,1.882219,[9 3] ; [59  7],[10.46153846  1.53846154] ; [57.53846154  8.46153846],0
s5,1,0.183045,1.772727,[6 6] ; [46 20],[8. 4.] ; [44. 22.],0
v3,1,0.186308,1.746571,[9 2] ; [41 26],[7.05128205 3.94871795] ; [42.94871795 24.05128205],0
r3,1,0.190992,1.709945,[10  2] ; [64  4],[11.1  0.9] ; [62.9  5.1],0
u1,1,0.235469,1.407517,[ 1 11] ; [16 52],[2.55 9.45] ; [14.45 53.55],0
v1,1,0.262028,1.258009,[10  2] ; [45 22],[8.35443038 3.64556962] ; [46.64556962 20.35443038],0
a5,1,0.273126,1.20098,[11  1] ; [53 15],[9.6 2.4] ; [54.4 13.6],0
n1,1,0.291841,1.111111,[1 2] ; [8 4],[1.8 1.2] ; [7.2 4.8],0
a6,1,0.314601,1.011263,[9 3] ; [40 27],[7.44303797 4.55696203] ; [41.55696203 25.44303797],0
a8,1,0.367065,0.813578,[ 1 10] ; [13 50],[2.08108108 8.91891892] ; [11.91891892 51.08108108],0
s8,1,0.417664,0.656878,[7 5] ; [47 20],[8.20253165 3.79746835] ; [45.79746835 21.20253165],0
p11,1,0.482984,0.492118,[11  1] ; [57 11],[10.2  1.8] ; [57.8 10.2],0
u3,1,0.52179,0.410354,[1 1] ; [8 3],[1.38461538 0.61538462] ; [7.61538462 3.38461538],0
p2,1,0.554525,0.349273,[11  1] ; [58 10],[10.35  1.65] ; [58.65  9.35],0
b4,1,0.568643,0.324959,[6 6] ; [40 28],[6.9 5.1] ; [39.1 28.9],0
p1,1,0.612407,0.256684,[3 9] ; [22 46],[3.75 8.25] ; [21.25 46.75],0
d3,1,0.659925,0.193614,[9 3] ; [46 21],[8.35443038 3.64556962] ; [46.64556962 20.35443038],0
n3,1,0.686591,0.1628,[2 1] ; [7 6],[1.6875 1.3125] ; [7.3125 5.6875],0
p7,1,0.69489,0.153842,[9 3] ; [52 13],[9.50649351 2.49350649] ; [51.49350649 13.50649351],0
b2,1,0.696634,0.151997,[6 5] ; [25 27],[5.41269841 5.58730159] ; [25.58730159 26.41269841],0
b3,1,0.696634,0.151997,[6 5] ; [25 27],[5.41269841 5.58730159] ; [25.58730159 26.41269841],0
r2,1,0.746407,0.104575,[11  1] ; [64  4],[11.25  0.75] ; [63.75  4.25],0
p3,1,0.750011,0.101522,[9 3] ; [53 14],[9.41772152 2.58227848] ; [52.58227848 14.41772152],0
a2,1,0.754195,0.098039,[ 2 10] ; [14 54],[2.4 9.6] ; [13.6 54.4],0
p12,1,0.755561,0.096917,[3 9] ; [20 48],[3.45 8.55] ; [19.55 48.45],0
n6,1,0.756845,0.095869,[11  1] ; [63  4],[11.24050633  0.75949367] ; [62.75949367  4.24050633],0
a4,1,0.777486,0.079861,[6 6] ; [31 37],[5.55 6.45] ; [31.45 36.55],0
a7,1,0.833378,0.044256,[9 3] ; [49 19],[8.7 3.3] ; [49.3 18.7],0
d1,1,0.895544,0.017238,[8 4] ; [44 24],[7.8 4.2] ; [44.2 23.8],0
u2,1,0.905581,0.014069,[1 1] ; [6 5],[1.07692308 0.92307692] ; [5.92307692 5.07692308],0
d5,1,0.917239,0.010798,[10  2] ; [55 12],[9.87341772 2.12658228] ; [55.12658228 11.87341772],0
a3,1,0.96615,0.001801,[10  2] ; [57 11],[10.05  1.95] ; [56.95 11.05],0
b1,1,0.97463,0.001011,[5 7] ; [28 40],[4.95 7.05] ; [28.05 39.95],0
d4,1,0.982924,0.000458,[10  2] ; [56 11],[10.02531646  1.97468354] ; [55.97468354 11.02531646],0
d2,1,0.993581,6.5e-05,[7 5] ; [39 28],[6.98734177 5.01265823] ; [39.01265823 27.98734177],0
