Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.462688,[43  8] ; [72 89],[27.66509434 23.33490566] ; [87.33490566 73.66509434],1
p8,1,9.4e-05,15.249782,[35 18] ; [ 59 107],[22.74885845 30.25114155] ; [71.25114155 94.74885845],1
p4,1,0.000155,14.315128,[36 17] ; [ 63 102],[24.06880734 28.93119266] ; [74.93119266 90.06880734],1
p3,1,0.002425,9.196085,[27 26] ; [ 47 119],[17.9086758 35.0913242] ; [ 56.0913242 109.9086758],0
s4,1,0.002605,9.065302,[21 32] ; [ 32 134],[12.82648402 40.17351598] ; [ 40.17351598 125.82648402],0
s2,1,0.007489,7.15174,[32 21] ; [ 65 100],[23.58256881 29.41743119] ; [73.41743119 91.58256881],0
s7,1,0.009054,6.812144,[24 29] ; [ 41 116],[16.4047619 36.5952381] ; [ 48.5952381 108.4047619],0
p12,1,0.010303,6.581666,[ 5 48] ; [  3 162],[ 1.94495413 51.05504587] ; [  6.05504587 158.94495413],0
p1,1,0.014735,5.947826,[ 6 46] ; [  5 160],[ 2.6359447 49.3640553] ; [  8.3640553 156.6359447],0
b1,1,0.029599,4.73243,[26 27] ; [ 54 112],[19.36073059 33.63926941] ; [ 60.63926941 105.36073059],0
a4,1,0.030378,4.687779,[22 31] ; [ 43 123],[15.73059361 37.26940639] ; [ 49.26940639 116.73059361],0
s5,1,0.044862,4.023815,[20 30] ; [ 41 121],[14.38679245 35.61320755] ; [ 46.61320755 115.38679245],0
s8,1,0.049011,3.874959,[23 29] ; [ 49 117],[17.17431193 34.82568807] ; [ 54.82568807 111.17431193],0
n1,1,0.050107,3.837874,[ 9 12] ; [14 52],[ 5.55172414 15.44827586] ; [17.44827586 48.55172414],0
a1,1,0.082611,3.01276,[ 4 49] ; [  4 162],[ 1.93607306 51.06392694] ; [  6.06392694 159.93607306],0
u2,1,0.113611,2.503261,[16  6] ; [37 32],[12.81318681  9.18681319] ; [40.18681319 28.81318681],0
v3,1,0.118343,2.439115,[ 9 43] ; [ 44 112],[13.25 38.75] ; [ 39.75 116.25],0
p11,1,0.125655,2.34538,[39 14] ; [103  63],[34.3652968 18.6347032] ; [107.6347032  58.3652968],0
s6,1,0.126013,2.340941,[34 17] ; [90 75],[29.27777778 21.72222222] ; [94.72222222 70.27777778],0
u1,1,0.128836,2.306475,[ 7 46] ; [ 11 155],[ 4.35616438 48.64383562] ; [ 13.64383562 152.35616438],0
p5,1,0.149382,2.078547,[ 5 48] ; [  7 158],[ 2.91743119 50.08256881] ; [  9.08256881 155.91743119],0
d3,1,0.182391,1.778034,[38 13] ; [107  59],[34.07834101 16.92165899] ; [110.92165899  55.07834101],0
b5,1,0.183828,1.766401,[37 16] ; [99 67],[32.91324201 20.08675799] ; [103.08675799  62.91324201],0
b3,1,0.204004,1.613478,[12 19] ; [20 56],[ 9.27102804 21.72897196] ; [22.72897196 53.27102804],0
b2,1,0.204004,1.613478,[12 19] ; [20 56],[ 9.27102804 21.72897196] ; [22.72897196 53.27102804],0
p10,1,0.22894,1.447436,[41 12] ; [112  51],[37.54166667 15.45833333] ; [115.45833333  47.54166667],0
a8,1,0.238566,1.389049,[ 4 46] ; [  6 149],[ 2.43902439 47.56097561] ; [  7.56097561 147.43902439],0
n2,1,0.260004,1.268735,[17  4] ; [45 21],[14.96551724  6.03448276] ; [47.03448276 18.96551724],0
p2,1,0.267882,1.227558,[42 11] ; [118  47],[38.89908257 14.10091743] ; [121.10091743  43.89908257],0
v1,1,0.32867,0.954131,[24 28] ; [62 99],[20.99530516 31.00469484] ; [65.00469484 95.99530516],0
r1,1,0.353561,0.860637,[34 19] ; [117  48],[36.71100917 16.28899083] ; [114.28899083  50.71100917],0
n5,1,0.444158,0.585516,[21 31] ; [ 57 108],[18.69124424 33.30875576] ; [ 59.30875576 105.69124424],0
d5,1,0.458312,0.550013,[40 12] ; [119  47],[37.9266055 14.0733945] ; [121.0733945  44.9266055],0
a6,1,0.482308,0.493639,[31 22] ; [106  60],[33.15525114 19.84474886] ; [103.84474886  62.15525114],0
v2,1,0.518828,0.416222,[27 25] ; [72 82],[24.99029126 27.00970874] ; [74.00970874 79.99029126],0
r2,1,0.561997,0.336258,[49  4] ; [149  17],[47.91780822  5.08219178] ; [150.08219178  15.91780822],0
p9,1,0.604699,0.267967,[42 11] ; [122  39],[40.61682243 12.38317757] ; [123.38317757  37.61682243],0
d4,1,0.61629,0.251117,[42 11] ; [126  40],[40.65753425 12.34246575] ; [127.34246575  38.65753425],0
n3,1,0.657288,0.196835,[13  8] ; [45 22],[13.84090909  7.15909091] ; [44.15909091 22.84090909],0
s1,1,0.662171,0.190897,[ 1 52] ; [  5 161],[ 1.45205479 51.54794521] ; [  4.54794521 161.45205479],0
r4,1,0.687811,0.161465,[45  8] ; [137  29],[44.0456621  8.9543379] ; [137.9543379  28.0456621],0
b4,1,0.690036,0.159046,[29 24] ; [96 70],[30.25114155 22.74885845] ; [94.74885845 71.25114155],0
u3,1,0.705775,0.142534,[15  7] ; [44 25],[14.26373626  7.73626374] ; [44.73626374 24.26373626],0
a2,1,0.734284,0.115214,[ 8 45] ; [ 22 144],[ 7.26027397 45.73972603] ; [ 22.73972603 143.26027397],0
a5,1,0.807291,0.059498,[29 24] ; [94 72],[29.76712329 23.23287671] ; [93.23287671 72.76712329],0
n6,1,0.814752,0.054896,[35 16] ; [111  55],[34.31336406 16.68663594] ; [111.68663594  54.31336406],0
r3,1,0.83789,0.041858,[49  4] ; [152  14],[48.64383562  4.35616438] ; [152.35616438  13.64383562],0
d2,1,0.840477,0.040515,[19 34] ; [ 57 109],[18.39269406 34.60730594] ; [ 57.60730594 108.39269406],0
a7,1,0.845497,0.037973,[38 14] ; [119  47],[37.44954128 14.55045872] ; [119.55045872  46.44954128],0
d1,1,0.860047,0.031087,[25 28] ; [76 90],[24.44292237 28.55707763] ; [76.55707763 89.44292237],0
a3,1,0.906609,0.013763,[31 22] ; [95 70],[30.63302752 22.36697248] ; [95.36697248 69.63302752],0
s3,1,0.989583,0.00017,[25 28] ; [78 87],[25.0412844 27.9587156] ; [77.9587156 87.0412844],0
