Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1.4e-05,18.8279,[23 41] ; [324 182],[38.96140351 25.03859649] ; [308.03859649 197.96140351],1
v4,1,0.131004,2.280564,[59  5] ; [484  19],[61.29100529  2.70899471] ; [481.70899471  21.29100529],0
v1,1,0.13847,2.194878,[32 31] ; [296 193],[37.43478261 25.56521739] ; [290.56521739 198.43478261],0
s8,1,0.150268,2.06953,[25 39] ; [243 257],[30.41134752 33.58865248] ; [237.58865248 262.41134752],0
p1,1,0.172697,1.859372,[ 3 61] ; [ 50 452],[ 5.99293286 58.00706714] ; [ 47.00706714 454.99293286],0
v2,1,0.243129,1.362362,[32 29] ; [291 192],[36.21875 24.78125] ; [286.78125 196.21875],0
r3,1,0.253694,1.302845,[60  4] ; [485  17],[61.6254417  2.3745583] ; [483.3745583  18.6254417],0
p8,1,0.295378,1.094945,[34 30] ; [295 197],[37.8705036 26.1294964] ; [291.1294964 200.8705036],0
u3,1,0.296542,1.08968,[11 13] ; [74 55],[13.33333333 10.66666667] ; [71.66666667 57.33333333],0
n3,1,0.30366,1.058054,[15  8] ; [63 20],[16.9245283  6.0754717] ; [61.0754717 21.9245283],0
a7,1,0.396197,0.719837,[42 22] ; [356 147],[44.92416226 19.07583774] ; [353.07583774 149.92416226],0
p9,1,0.404387,0.695242,[56  8] ; [452  46],[57.85053381  6.14946619] ; [450.14946619  47.85053381],0
p7,1,0.451107,0.567869,[39 22] ; [338 154],[41.58589512 19.41410488] ; [335.41410488 156.58589512],0
b2,1,0.489099,0.478509,[12 23] ; [133 197],[13.90410959 21.09589041] ; [131.09589041 198.90410959],0
b3,1,0.489099,0.478509,[12 23] ; [133 197],[13.90410959 21.09589041] ; [131.09589041 198.90410959],0
d3,1,0.541736,0.372332,[41 23] ; [342 162],[43.15492958 20.84507042] ; [339.84507042 164.15492958],0
n2,1,0.653084,0.202035,[19  4] ; [65 18],[18.22641509  4.77358491] ; [65.77358491 17.22641509],0
b5,1,0.66463,0.187948,[39 25] ; [294 212],[37.38947368 26.61052632] ; [295.61052632 210.38947368],0
u2,1,0.66882,0.182986,[15  9] ; [74 54],[14.05263158  9.94736842] ; [74.94736842 53.05263158],0
a6,1,0.730608,0.118554,[46 18] ; [351 152],[44.81128748 19.18871252] ; [352.18871252 150.81128748],0
b4,1,0.73122,0.117995,[39 25] ; [297 209],[37.72631579 26.27368421] ; [298.27368421 207.72631579],0
b1,1,0.742584,0.107868,[25 39] ; [187 319],[23.80350877 40.19649123] ; [188.19649123 317.80350877],0
u4,1,0.795571,0.067124,[ 2 62] ; [ 13 492],[ 1.68717047 62.31282953] ; [ 13.31282953 491.68717047],0
