Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1.4e-05,18.8279,[23 41] ; [324 182],[38.96140351 25.03859649] ; [308.03859649 197.96140351],1
n6,1,2.1e-05,18.098645,[49 14] ; [471  33],[57.77777778  5.22222222] ; [462.22222222  41.77777778],1
a5,1,5.3e-05,16.342944,[36 28] ; [399 106],[48.92794376 15.07205624] ; [386.07205624 118.92794376],1
r1,1,0.000369,12.683806,[41 23] ; [417  87],[51.6056338 12.3943662] ; [406.3943662  97.6056338],1
d2,1,0.000398,12.540146,[19 45] ; [267 235],[32.33922261 31.66077739] ; [253.66077739 248.33922261],1
d5,1,0.000419,12.445496,[42 22] ; [422  82],[52.28169014 11.71830986] ; [411.71830986  92.28169014],1
r2,1,0.000599,11.779231,[54 10] ; [477  24],[60.14867257  3.85132743] ; [470.85132743  30.14867257],1
a4,1,0.001532,10.039322,[18 46] ; [247 256],[29.91181658 34.08818342] ; [235.08818342 267.91181658],0
v3,1,0.00209,9.468446,[16 46] ; [226 261],[27.32969035 34.67030965] ; [214.67030965 272.32969035],0
p3,1,0.003701,8.425187,[24 40] ; [284 217],[34.88849558 29.11150442] ; [273.11150442 227.88849558],0
p4,1,0.009521,6.722421,[33 31] ; [340 161],[42.25132743 21.74867257] ; [330.74867257 170.25132743],0
r4,1,0.017397,5.655833,[53 11] ; [465  41],[58.16140351  5.83859649] ; [459.83859649  46.16140351],0
s4,1,0.01788,5.607883,[17 47] ; [ 74 421],[10.41860465 53.58139535] ; [ 80.58139535 414.41860465],0
s7,1,0.021001,5.326721,[24 38] ; [261 220],[32.54143646 29.45856354] ; [252.45856354 228.54143646],0
s3,1,0.024542,5.055945,[29 35] ; [296 197],[37.34290844 26.65709156] ; [287.65709156 205.34290844],0
u1,1,0.035326,4.429355,[ 6 58] ; [103 403],[12.23859649 51.76140351] ; [ 96.76140351 409.23859649],0
a3,1,0.035872,4.403197,[40 24] ; [377 127],[46.98591549 17.01408451] ; [370.01408451 133.98591549],0
p6,1,0.042252,4.125097,[18 46] ; [205 291],[25.48571429 38.51428571] ; [197.51428571 298.48571429],0
p5,1,0.045717,3.992008,[ 4 60] ; [ 78 422],[ 9.30496454 54.69503546] ; [ 72.69503546 427.30496454],0
p2,1,0.046876,3.949824,[50 14] ; [437  64],[55.16460177  8.83539823] ; [431.83539823  69.16460177],0
p12,1,0.048641,3.887699,[ 2 62] ; [ 55 444],[ 6.47957371 57.52042629] ; [ 50.52042629 448.47957371],0
p10,1,0.05346,3.729466,[53 11] ; [453  47],[57.41843972  6.58156028] ; [448.58156028  51.41843972],0
s5,1,0.05361,3.724796,[15 47] ; [178 308],[21.83576642 40.16423358] ; [171.16423358 314.83576642],0
a2,1,0.055713,3.66061,[10 54] ; [135 371],[16.28070175 47.71929825] ; [128.71929825 377.28070175],0
n1,1,0.071125,3.25686,[ 5 17] ; [36 46],[ 8.67307692 13.32692308] ; [32.32692308 49.67307692],0
d4,1,0.072499,3.22552,[47 17] ; [415  87],[52.24028269 11.75971731] ; [409.75971731  92.24028269],0
s2,1,0.075168,3.166391,[27 36] ; [272 225],[33.6375 29.3625] ; [265.3625 231.6375],0
s6,1,0.091939,2.840093,[39 25] ; [351 142],[44.81149013 19.18850987] ; [345.18850987 147.81149013],0
a8,1,0.120044,2.416752,[ 5 55] ; [ 73 384],[ 9.05222437 50.94777563] ; [ 68.94777563 388.05222437],0
