Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,73.486381,[294 194] ; [ 35 128],[246.62365591 241.37634409] ; [82.37634409 80.62365591],1
d1,1,0.0,68.301993,[340 152] ; [ 53 110],[295.2 196.8] ; [97.8 65.2],1
a3,1,0.0,66.774306,[398  93] ; [78 84],[357.91117917 133.08882083] ; [118.08882083  43.91117917],1
a4,1,0.0,61.793257,[273 217] ; [ 33 130],[229.61715161 260.38284839] ; [76.38284839 86.61715161],1
d4,1,0.0,33.608437,[425  64] ; [108  54],[400.3640553  88.6359447] ; [132.6359447  29.3640553],1
d5,1,0.0,31.335304,[425  64] ; [110  53],[401.25  87.75] ; [133.75  29.25],1
u1,1,0.0,29.999385,[121 371] ; [  8 155],[ 96.89770992 395.10229008] ; [ 32.10229008 130.89770992],1
r1,1,2e-06,22.982707,[421  69] ; [112  50],[400.56748466  89.43251534] ; [132.43251534  29.56748466],1
a6,1,4e-06,21.404849,[359 130] ; [88 75],[335.25 153.75] ; [111.75  51.25],1
n4,1,0.000339,12.839462,[448  43] ; [132  31],[435.44342508  55.55657492] ; [144.55657492  18.44342508],1
d3,1,0.000368,12.687901,[352 138] ; [92 70],[333.6809816 156.3190184] ; [110.3190184  51.6809816],1
s5,1,0.000675,11.556449,[182 291] ; [ 37 120],[164.42380952 308.57619048] ; [ 54.57619048 102.42380952],1
s8,1,0.001119,10.619122,[251 236] ; [ 60 103],[233.01076923 253.98923077] ; [77.98923077 85.01076923],0
v2,1,0.001181,10.519954,[292 182] ; [72 82],[274.7388535 199.2611465] ; [89.2611465 64.7388535],0
s7,1,0.001599,9.961245,[266 202] ; [65 89],[249.04823151 218.95176849] ; [81.95176849 72.04823151],0
b3,1,0.001709,9.838644,[135 175] ; [23 68],[122.1446384 187.8553616] ; [35.8553616 55.1446384],0
b2,1,0.001709,9.838644,[135 175] ; [23 68],[122.1446384 187.8553616] ; [35.8553616 55.1446384],0
p9,1,0.003524,8.513949,[437  48] ; [132  30],[426.5301391  58.4698609] ; [142.4698609  19.5301391],0
r4,1,0.003656,8.447151,[467  25] ; [144  19],[458.94961832  33.05038168] ; [152.05038168  10.94961832],0
p10,1,0.005013,7.874713,[426  58] ; [129  34],[415.17774343  68.82225657] ; [139.82225657  23.17774343],0
r2,1,0.007599,7.125587,[471  17] ; [148  14],[464.72615385  23.27384615] ; [154.27384615   7.72615385],0
