Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001837,9.705818,[31 38] ; [157  82],[42.11688312 26.88311688] ; [145.88311688  93.11688312],0
a8,1,0.002453,9.175538,[ 1 66] ; [ 35 195],[ 8.12121212 58.87878788] ; [ 27.87878788 202.12121212],0
p6,1,0.022069,5.240323,[44 26] ; [116 129],[35.55555556 34.44444444] ; [124.44444444 120.55555556],0
s5,1,0.037056,4.347826,[39 27] ; [108 134],[31.5 34.5] ; [115.5 126.5],0
p9,1,0.041792,4.143602,[59 11] ; [229  19],[63.39622642  6.60377358] ; [224.60377358  23.39622642],0
n4,1,0.043424,4.078825,[51 19] ; [208  41],[56.8338558 13.1661442] ; [202.1661442  46.8338558],0
v1,1,0.049217,3.86794,[36 34] ; [154  85],[43.0420712 26.9579288] ; [146.9579288  92.0420712],0
b3,1,0.050829,3.813894,[11 30] ; [71 92],[16.48039216 24.51960784] ; [65.51960784 97.48039216],0
b2,1,0.050829,3.813894,[11 30] ; [71 92],[16.48039216 24.51960784] ; [65.51960784 97.48039216],0
v3,1,0.086472,2.938862,[25 44] ; [114 124],[31.24104235 37.75895765] ; [107.75895765 130.24104235],0
p5,1,0.098334,2.732364,[ 9 61] ; [ 54 194],[13.86792453 56.13207547] ; [ 49.13207547 198.86792453],0
n5,1,0.119139,2.428599,[51 19] ; [201  46],[55.6466877 14.3533123] ; [196.3533123  50.6466877],0
s3,1,0.131814,2.271013,[54 15] ; [171  77],[48.97476341 20.02523659] ; [176.02523659  71.97476341],0
d1,1,0.14949,2.077447,[51 19] ; [159  91],[45.9375 24.0625] ; [164.0625  85.9375],0
u2,1,0.156607,2.006689,[9 9] ; [37 17],[11.5  6.5] ; [34.5 19.5],0
s2,1,0.185458,1.753335,[51 18] ; [163  86],[46.43396226 22.56603774] ; [167.56603774  81.43396226],0
n3,1,0.189005,1.725353,[10  6] ; [31  8],[11.92727273  4.07272727] ; [29.07272727  9.92727273],0
d3,1,0.192974,1.694765,[53 17] ; [169  81],[48.5625 21.4375] ; [173.4375  76.5625],0
p4,1,0.216044,1.530458,[62  8] ; [206  44],[58.625 11.375] ; [209.375  40.625],0
p7,1,0.21801,1.517425,[57 13] ; [182  63],[53.11111111 16.88888889] ; [185.88888889  59.11111111],0
p12,1,0.221803,1.49267,[ 6 64] ; [ 35 213],[ 9.02515723 60.97484277] ; [ 31.97484277 216.02515723],0
p8,1,0.222327,1.489289,[50 20] ; [157  90],[45.70977918 24.29022082] ; [161.29022082  85.70977918],0
n6,1,0.271532,1.208993,[59 11] ; [221  27],[61.63522013  8.36477987] ; [218.36477987  29.63522013],0
u4,1,0.296605,1.089396,[ 1 69] ; [ 10 240],[ 2.40625 67.59375] ; [  8.59375 241.40625],0
b1,1,0.297887,1.08363,[34 36] ; [104 146],[30.1875 39.8125] ; [107.8125 142.1875],0
a7,1,0.316861,1.001861,[46 24] ; [179  70],[49.37304075 20.62695925] ; [175.62695925  73.37304075],0
s1,1,0.334607,0.930984,[ 4 66] ; [  8 240],[ 2.64150943 67.35849057] ; [  9.35849057 238.64150943],0
r2,1,0.341621,0.904338,[66  4] ; [238   8],[67.34177215  2.65822785] ; [236.65822785   9.34177215],0
r4,1,0.363991,0.824076,[64  6] ; [236  14],[65.625  4.375] ; [234.375  15.625],0
b4,1,0.374905,0.787342,[45 25] ; [146 104],[41.78125 28.21875] ; [149.21875 100.78125],0
a1,1,0.384123,0.757464,[ 3 67] ; [ 18 232],[ 4.59375 65.40625] ; [ 16.40625 233.59375],0
p11,1,0.404304,0.695488,[54 16] ; [204  46],[56.4375 13.5625] ; [201.5625  48.4375],0
a6,1,0.431345,0.6192,[44 26] ; [169  80],[46.73981191 23.26018809] ; [166.26018809  82.73981191],0
p2,1,0.433548,0.613301,[60 10] ; [221  27],[61.85534591  8.14465409] ; [219.14465409  28.85534591],0
r3,1,0.436858,0.604521,[68  1] ; [242   8],[67.05329154  1.94670846] ; [242.94670846   7.05329154],0
p10,1,0.439457,0.597699,[59 11] ; [216  30],[60.91772152  9.08227848] ; [214.08227848  31.91772152],0
n1,1,0.447942,0.575855,[ 6 10] ; [19 20],[7.27272727 8.72727273] ; [17.72727273 21.27272727],0
d5,1,0.46627,0.530802,[62  8] ; [212  37],[60.12539185  9.87460815] ; [213.87460815  35.12539185],0
u1,1,0.495167,0.465279,[19 51] ; [ 58 192],[16.84375 53.15625] ; [ 60.15625 189.84375],0
s7,1,0.506318,0.44167,[47 20] ; [154  80],[44.74086379 22.25913621] ; [156.25913621  77.74086379],0
a3,1,0.52346,0.40707,[52 18] ; [194  55],[53.98119122 16.01880878] ; [192.01880878  56.98119122],0
u3,1,0.59574,0.281469,[13  5] ; [36 19],[12.08219178  5.91780822] ; [36.91780822 18.08219178],0
d2,1,0.615531,0.252199,[41 29] ; [138 112],[39.15625 30.84375] ; [139.84375 110.15625],0
s8,1,0.663388,0.189434,[41 29] ; [153  96],[42.57053292 27.42946708] ; [151.42946708  97.57053292],0
b5,1,0.719037,0.129417,[42 28] ; [144 106],[40.6875 29.3125] ; [145.3125 104.6875],0
r1,1,0.749277,0.10214,[57 13] ; [206  42],[57.89308176 12.10691824] ; [205.10691824  42.89308176],0
a4,1,0.763982,0.090154,[36 34] ; [123 126],[34.89028213 35.10971787] ; [124.10971787 124.89028213],0
a2,1,0.785888,0.073796,[19 51] ; [ 72 178],[19.90625 50.09375] ; [ 71.09375 178.90625],0
v4,1,0.789535,0.071243,[67  3] ; [241   9],[67.375  2.625] ; [240.625   9.375],0
p1,1,0.799648,0.064416,[ 9 61] ; [ 29 218],[ 8.39116719 61.60883281] ; [ 29.60883281 217.39116719],0
n2,1,0.960467,0.002457,[12  4] ; [29 10],[11.92727273  4.07272727] ; [29.07272727  9.92727273],0
d4,1,0.961132,0.002375,[60 10] ; [214  35],[60.12539185  9.87460815] ; [213.87460815  35.12539185],0
a5,1,0.967041,0.001707,[55 15] ; [197  53],[55.125 14.875] ; [196.875  53.125],0
