Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,35.802032,[11 17] ; [95 10],[22.31578947  5.68421053] ; [83.68421053 21.31578947],1
p11,1,1e-06,23.411777,[13 18] ; [89 16],[23.25  7.75] ; [78.75 26.25],1
p7,1,1.1e-05,19.31206,[ 9 21] ; [76 27],[19.17293233 10.82706767] ; [65.82706767 37.17293233],1
p2,1,4.5e-05,16.649791,[19 12] ; [96  9],[26.21323529  4.78676471] ; [88.78676471 16.21323529],1
p8,1,0.000391,12.576419,[ 6 24] ; [59 45],[14.55223881 15.44776119] ; [50.44776119 53.55223881],1
p3,1,0.000465,12.250975,[ 8 23] ; [64 40],[16.53333333 14.46666667] ; [55.46666667 48.53333333],1
n1,1,0.015365,5.874126,[9 4] ; [ 6 16],[5.57142857 7.42857143] ; [ 9.42857143 12.57142857],0
n6,1,0.017488,5.646697,[21 10] ; [89 14],[25.44776119  5.55223881] ; [84.55223881 18.44776119],0
p4,1,0.017536,5.641952,[14 17] ; [72 33],[19.60294118 11.39705882] ; [66.39705882 38.60294118],0
n5,1,0.017911,5.604823,[17 14] ; [79 24],[22.20895522  8.79104478] ; [73.79104478 29.20895522],0
r1,1,0.019578,5.449108,[20 11] ; [88 17],[24.61764706  6.38235294] ; [83.38235294 21.61764706],0
v4,1,0.020725,5.349735,[25  6] ; [97  6],[28.2238806  2.7761194] ; [93.7761194  9.2238806],0
r2,1,0.053343,3.73313,[26  4] ; [100   4],[28.20895522  1.79104478] ; [97.79104478  6.20895522],0
r3,1,0.06085,3.514073,[27  4] ; [100   4],[29.16296296  1.83703704] ; [97.83703704  6.16296296],0
r4,1,0.069113,3.303951,[23  8] ; [92 13],[26.21323529  4.78676471] ; [88.78676471 16.21323529],0
a5,1,0.078766,3.090187,[19 12] ; [81 24],[22.79411765  8.20588235] ; [77.20588235 27.79411765],0
v2,1,0.085417,2.958697,[12 19] ; [58 45],[16.19402985 14.80597015] ; [53.80597015 49.19402985],0
a6,1,0.095483,2.779412,[15 15] ; [70 35],[18.88888889 11.11111111] ; [66.11111111 38.88888889],0
p6,1,0.097506,2.745874,[ 8 23] ; [44 60],[11.94074074 19.05925926] ; [40.05925926 63.94074074],0
a7,1,0.101419,2.683085,[19 12] ; [80 25],[22.56617647  8.43382353] ; [76.43382353 28.56617647],0
d5,1,0.1561,2.011611,[21  9] ; [86 19],[23.77777778  6.22222222] ; [83.22222222 21.77777778],0
v3,1,0.186688,1.743564,[ 7 21] ; [40 64],[ 9.96969697 18.03030303] ; [37.03030303 66.96969697],0
b5,1,0.232595,1.424922,[20 11] ; [55 50],[17.09558824 13.90441176] ; [57.90441176 47.09558824],0
b2,1,0.24573,1.347417,[10 12] ; [22 47],[ 7.73626374 14.26373626] ; [24.26373626 44.73626374],0
b3,1,0.24573,1.347417,[10 12] ; [22 47],[ 7.73626374 14.26373626] ; [24.26373626 44.73626374],0
u1,1,0.34428,0.894427,[ 8 23] ; [19 86],[ 6.15441176 24.84558824] ; [20.84558824 84.15441176],0
s2,1,0.353207,0.8619,[16 15] ; [64 41],[18.23529412 12.76470588] ; [61.76470588 43.23529412],0
s5,1,0.358402,0.843483,[ 9 21] ; [40 62],[11.13636364 18.86363636] ; [37.86363636 64.13636364],0
p1,1,0.362071,0.830696,[ 4 27] ; [ 8 97],[ 2.73529412 28.26470588] ; [ 9.26470588 95.73529412],0
d4,1,0.407094,0.687273,[26  4] ; [84 21],[24.44444444  5.55555556] ; [85.55555556 19.44444444],0
d3,1,0.409312,0.680797,[20 10] ; [78 27],[21.77777778  8.22222222] ; [76.22222222 28.77777778],0
p5,1,0.42299,0.641993,[ 2 29] ; [12 93],[ 3.19117647 27.80882353] ; [10.80882353 94.19117647],0
a4,1,0.423749,0.639896,[17 14] ; [49 56],[15.04411765 15.95588235] ; [50.95588235 54.04411765],0
a3,1,0.426706,0.631773,[22  9] ; [81 23],[23.65185185  7.34814815] ; [79.34814815 24.65185185],0
s1,1,0.443881,0.586228,[ 3 28] ; [ 6 98],[ 2.06666667 28.93333333] ; [ 6.93333333 97.06666667],0
a2,1,0.449048,0.573053,[ 7 24] ; [31 74],[ 8.66176471 22.33823529] ; [29.33823529 75.66176471],0
s4,1,0.480987,0.496625,[ 9 22] ; [24 81],[ 7.52205882 23.47794118] ; [25.47794118 79.52205882],0
b4,1,0.522138,0.409669,[20 11] ; [61 44],[18.46323529 12.53676471] ; [62.53676471 42.46323529],0
u3,1,0.554563,0.349206,[5 4] ; [16  8],[5.72727273 3.27272727] ; [15.27272727  8.72727273],0
p12,1,0.575091,0.314238,[ 1 30] ; [ 6 98],[ 1.60740741 29.39259259] ; [ 5.39259259 98.60740741],0
n4,1,0.576818,0.311406,[24  7] ; [86 19],[25.07352941  5.92647059] ; [84.92647059 20.07352941],0
v1,1,0.58484,0.298475,[12 18] ; [47 56],[13.30827068 16.69172932] ; [45.69172932 57.30827068],0
d1,1,0.585851,0.296871,[16 15] ; [60 45],[17.32352941 13.67647059] ; [58.67647059 46.32352941],0
n2,1,0.599766,0.27535,[11  2] ; [17  5],[10.4  2.6] ; [17.6  4.4],0
s3,1,0.608898,0.261783,[20 10] ; [64 40],[18.80597015 11.19402985] ; [65.19402985 38.80597015],0
d2,1,0.612344,0.256775,[17 13] ; [54 51],[15.77777778 14.22222222] ; [55.22222222 49.77777778],0
s6,1,0.623318,0.241231,[23  8] ; [71 31],[21.90977444  9.09022556] ; [72.09022556 29.90977444],0
a1,1,0.708314,0.139967,[ 2 29] ; [  5 100],[ 1.59558824 29.40441176] ; [ 5.40441176 99.59558824],0
n3,1,0.761069,0.092463,[8 5] ; [14  7],[8.41176471 4.58823529] ; [13.58823529  7.41176471],0
b1,1,0.772775,0.083375,[13 18] ; [41 64],[12.30882353 18.69117647] ; [41.69117647 63.30882353],0
a8,1,0.817797,0.053074,[ 4 23] ; [16 80],[ 4.3902439 22.6097561] ; [15.6097561 80.3902439],0
u2,1,0.960492,0.002454,[5 4] ; [13 10],[5.0625 3.9375] ; [12.9375 10.0625],0
