Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,71.196744,[47 71] ; [291  70],[83.2651357 34.7348643] ; [254.7348643 106.2651357],1
d3,1,0.0,64.678916,[52 66] ; [297  65],[85.79583333 32.20416667] ; [263.20416667  98.79583333],1
a2,1,0.0,28.5261,[  8 110] ; [114 249],[29.92931393 88.07068607] ; [ 92.07068607 270.92931393],1
u1,1,1e-06,23.419452,[  6 112] ; [ 94 269],[24.53222453 93.46777547] ; [ 75.46777547 287.53222453],1
b5,1,3.5e-05,17.105469,[51 67] ; [235 128],[70.16216216 47.83783784] ; [215.83783784 147.16216216],1
r1,1,0.007523,7.143529,[91 27] ; [316  46],[100.05416667  17.94583333] ; [306.94583333  55.05416667],0
d1,1,0.009056,6.811775,[64 54] ; [245 118],[75.8045738 42.1954262] ; [233.1954262 129.8045738],0
r4,1,0.027202,4.877929,[104  14] ; [342  21],[109.41372141   8.58627859] ; [336.58627859  26.41372141],0
p12,1,0.029281,4.751029,[  5 108] ; [ 41 319],[ 10.98942918 102.01057082] ; [ 35.01057082 324.98942918],0
b1,1,0.034196,4.484884,[51 67] ; [118 245],[41.45945946 76.54054054] ; [127.54054054 235.45945946],0
r3,1,0.041649,4.149401,[110   7] ; [354   8],[113.33611691   3.66388309] ; [350.66388309  11.33611691],0
s6,1,0.051051,3.806591,[68 45] ; [250 107],[76.45531915 36.54468085] ; [241.54468085 115.45531915],0
p1,1,0.090741,2.861177,[  5 112] ; [ 33 328],[  9.30125523 107.69874477] ; [ 28.69874477 332.30125523],0
b4,1,0.0983,2.732905,[62 56] ; [222 141],[69.67151767 48.32848233] ; [214.32848233 148.67151767],0
p10,1,0.106845,2.600284,[89 24] ; [305  53],[94.52653928 18.47346072] ; [299.47346072  58.52653928],0
s5,1,0.115147,2.482126,[47 64] ; [119 230],[40.05652174 70.94347826] ; [125.94347826 223.05652174],0
p4,1,0.13018,2.290361,[63 50] ; [228 130],[69.81528662 43.18471338] ; [221.18471338 136.81528662],0
n6,1,0.14139,2.162768,[94 21] ; [314  46],[98.77894737 16.22105263] ; [309.22105263  50.77894737],0
u3,1,0.142832,2.147176,[12 14] ; [56 34],[15.24137931 10.75862069] ; [52.75862069 37.24137931],0
a5,1,0.142861,2.146868,[86 32] ; [288  75],[91.75051975 26.24948025] ; [282.24948025  80.75051975],0
p9,1,0.156844,2.004391,[94 20] ; [313  44],[98.50955414 15.49044586] ; [308.49044586  48.50955414],0
b3,1,0.161481,1.960303,[35 42] ; [ 79 138],[29.85714286 47.14285714] ; [ 84.14285714 132.85714286],0
b2,1,0.161481,1.960303,[35 42] ; [ 79 138],[29.85714286 47.14285714] ; [ 84.14285714 132.85714286],0
a4,1,0.176504,1.826817,[47 71] ; [170 192],[53.34583333 64.65416667] ; [163.65416667 198.34583333],0
r2,1,0.187489,1.737236,[108   7] ; [349  12],[110.40966387   4.59033613] ; [346.59033613  14.40966387],0
d4,1,0.192881,1.695473,[97 21] ; [315  47],[101.28333333  16.71666667] ; [310.71666667  51.28333333],0
p7,1,0.272123,1.206013,[82 31] ; [236 116],[77.27741935 35.72258065] ; [240.72258065 111.27741935],0
v1,1,0.274815,1.192554,[80 34] ; [230 126],[75.19148936 38.80851064] ; [234.80851064 121.19148936],0
p11,1,0.292408,1.108501,[91 27] ; [296  67],[94.93970894 23.06029106] ; [292.06029106  70.93970894],0
p2,1,0.323239,0.975794,[93 22] ; [306  55],[96.39705882 18.60294118] ; [302.60294118  58.39705882],0
s3,1,0.343957,0.895627,[59 57] ; [199 157],[63.40677966 52.59322034] ; [194.59322034 161.40677966],0
