Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000136,14.557444,[18  1] ; [18 24],[11.21311475  7.78688525] ; [24.78688525 17.21311475],1
p6,1,0.000222,13.635784,[14  5] ; [10 32],[ 7.47540984 11.52459016] ; [16.52459016 25.47540984],1
s4,1,0.001005,10.81864,[ 8 11] ; [ 3 39],[ 3.42622951 15.57377049] ; [ 7.57377049 34.42622951],0
a5,1,0.001141,10.58361,[17  2] ; [19 23],[11.21311475  7.78688525] ; [24.78688525 17.21311475],0
p9,1,0.008231,6.98244,[17  2] ; [23 19],[12.45901639  6.54098361] ; [27.54098361 14.45901639],0
s7,1,0.010724,6.51049,[12  6] ; [12 27],[ 7.57894737 10.42105263] ; [16.42105263 22.57894737],0
b5,1,0.016939,5.702702,[ 8 11] ; [31 11],[12.14754098  6.85245902] ; [26.85245902 15.14754098],0
s8,1,0.017517,5.64378,[11  7] ; [12 30],[ 6.9 11.1] ; [16.1 25.9],0
v1,1,0.0176,5.635546,[13  6] ; [15 27],[ 8.72131148 10.27868852] ; [19.27868852 22.72131148],0
v2,1,0.01987,5.42328,[15  3] ; [21 20],[10.98305085  7.01694915] ; [25.01694915 15.98305085],0
p8,1,0.034036,4.492883,[13  6] ; [16 25],[9.18333333 9.81666667] ; [19.81666667 21.18333333],0
s2,1,0.038953,4.262915,[14  5] ; [19 23],[10.27868852  8.72131148] ; [22.72131148 19.27868852],0
n6,1,0.066872,3.358188,[16  2] ; [27 14],[13.11864407  4.88135593] ; [29.88135593 11.11864407],0
d1,1,0.100437,2.698585,[12  7] ; [17 25],[9.03278689 9.96721311] ; [19.96721311 22.03278689],0
r4,1,0.114264,2.494228,[18  1] ; [33  9],[15.8852459  3.1147541] ; [35.1147541  6.8852459],0
d3,1,0.116896,2.458426,[11  7] ; [16 25],[8.23728814 9.76271186] ; [18.76271186 22.23728814],0
p5,1,0.13253,2.262619,[ 4 15] ; [ 3 37],[ 2.25423729 16.74576271] ; [ 4.74576271 35.25423729],0
p4,1,0.14205,2.155612,[11  7] ; [17 25],[8.4 9.6] ; [19.6 22.4],0
v4,1,0.159774,1.976362,[18  1] ; [34  8],[16.19672131  2.80327869] ; [35.80327869  6.19672131],0
u2,1,0.276116,1.186108,[2 5] ; [9 8],[3.20833333 3.79166667] ; [7.79166667 9.20833333],0
d5,1,0.276962,1.181936,[14  4] ; [26 15],[12.20338983  5.79661017] ; [27.79661017 13.20338983],0
s1,1,0.305891,1.048335,[ 1 18] ; [ 6 36],[ 2.18032787 16.81967213] ; [ 4.81967213 37.18032787],0
p10,1,0.369874,0.804088,[14  5] ; [26 16],[12.45901639  6.54098361] ; [27.54098361 14.45901639],0
r3,1,0.419871,0.650676,[18  1] ; [37  5],[17.13114754  1.86885246] ; [37.86885246  4.13114754],0
b2,1,0.427752,0.62892,[5 9] ; [ 7 22],[ 3.90697674 10.09302326] ; [ 8.09302326 20.90697674],0
b3,1,0.427752,0.62892,[5 9] ; [ 7 22],[ 3.90697674 10.09302326] ; [ 8.09302326 20.90697674],0
b4,1,0.457226,0.552677,[11  8] ; [20 22],[9.6557377 9.3442623] ; [21.3442623 20.6557377],0
v3,1,0.466492,0.530272,[ 7 11] ; [12 29],[ 5.79661017 12.20338983] ; [13.20338983 27.79661017],0
r1,1,0.468985,0.524367,[14  5] ; [27 15],[12.7704918  6.2295082] ; [28.2295082 13.7704918],0
a4,1,0.508791,0.436552,[ 8 11] ; [14 28],[ 6.85245902 12.14754098] ; [15.14754098 26.85245902],0
s3,1,0.539169,0.377081,[12  7] ; [23 19],[10.90163934  8.09836066] ; [24.09836066 17.90163934],0
a6,1,0.543103,0.369819,[9 9] ; [24 17],[10.06779661  7.93220339] ; [22.93220339 18.06779661],0
d2,1,0.568735,0.324804,[ 8 10] ; [15 26],[ 7.01694915 10.98305085] ; [15.98305085 25.01694915],0
p3,1,0.573138,0.31746,[10  8] ; [20 22],[9. 9.] ; [21. 21.],0
n3,1,0.596701,0.28,[4 1] ; [6 3],[3.57142857 1.42857143] ; [6.42857143 2.57142857],0
a7,1,0.633394,0.227487,[11  8] ; [27 15],[11.83606557  7.16393443] ; [26.16393443 15.83606557],0
a8,1,0.640078,0.21864,[ 4 14] ; [ 7 34],[ 3.3559322 14.6440678] ; [ 7.6440678 33.3559322],0
u3,1,0.653329,0.201728,[5 3] ; [9 8],[4.48 3.52] ; [9.52 7.48],0
b1,1,0.71687,0.131512,[ 9 10] ; [22 20],[9.6557377 9.3442623] ; [21.3442623 20.6557377],0
n1,1,0.724939,0.12381,[2 3] ; [4 4],[2.30769231 2.69230769] ; [3.69230769 4.30769231],0
n4,1,0.752912,0.0991,[13  6] ; [27 15],[12.45901639  6.54098361] ; [27.54098361 14.45901639],0
d4,1,0.762779,0.091104,[13  5] ; [28 13],[12.50847458  5.49152542] ; [28.49152542 12.50847458],0
u1,1,0.783581,0.075435,[ 1 18] ; [ 3 39],[ 1.24590164 17.75409836] ; [ 2.75409836 39.24590164],0
a2,1,0.783581,0.075435,[ 1 18] ; [ 3 39],[ 1.24590164 17.75409836] ; [ 2.75409836 39.24590164],0
n5,1,0.855611,0.033111,[14  5] ; [30 12],[13.70491803  5.29508197] ; [30.29508197 11.70491803],0
a3,1,0.904635,0.014354,[11  8] ; [25 17],[11.21311475  7.78688525] ; [24.78688525 17.21311475],0
p11,1,0.92549,0.008746,[12  7] ; [26 16],[11.83606557  7.16393443] ; [26.16393443 15.83606557],0
