Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,82.155661,[ 56 123] ; [301 123],[105.97512438  73.02487562] ; [251.02487562 172.97512438],1
p6,1,0.0,66.122681,[ 26 152] ; [213 212],[ 70.55058043 107.44941957] ; [168.44941957 256.55058043],1
p3,1,0.0,35.826247,[ 62 117] ; [262 166],[95.54530478 83.45469522] ; [228.45469522 199.54530478],1
p4,1,0.0,32.450367,[88 92] ; [312 116],[118.42105263  61.57894737] ; [281.57894737 146.42105263],1
s5,1,2.2e-05,18.016996,[ 39 134] ; [171 247],[ 61.47208122 111.52791878] ; [148.52791878 269.47208122],1
p10,1,6e-05,16.100988,[134  44] ; [376  50],[150.29801325  27.70198675] ; [359.70198675  66.29801325],1
p11,1,0.000865,11.095797,[133  47] ; [365  63],[147.43421053  32.56578947] ; [350.56578947  77.43421053],1
s7,1,0.00143,10.166878,[70 99] ; [229 180],[87.42387543 81.57612457] ; [211.57612457 197.42387543],0
p9,1,0.001815,9.728153,[142  35] ; [381  44],[153.77242525  23.22757475] ; [369.22757475  55.77242525],0
s8,1,0.002032,9.520371,[ 66 112] ; [216 209],[83.24378109 94.75621891] ; [198.75621891 226.24378109],0
p5,1,0.002953,8.836044,[ 11 169] ; [ 63 364],[ 21.94398682 158.05601318] ; [ 52.05601318 374.94398682],0
a3,1,0.006788,7.328161,[121  59] ; [331  95],[134.25742574  45.74257426] ; [317.74257426 108.25742574],0
r4,1,0.012251,6.274193,[167  13] ; [416  12],[172.59868421   7.40131579] ; [410.40131579  17.59868421],0
a8,1,0.014528,5.972852,[ 15 146] ; [ 67 315],[ 24.31307551 136.68692449] ; [ 57.68692449 324.31307551],0
n5,1,0.018177,5.579009,[126  53] ; [337  88],[137.21357616  41.78642384] ; [325.78642384  99.21357616],0
a1,1,0.025131,5.014855,[  2 178] ; [ 21 407],[  6.80921053 173.19078947] ; [ 16.19078947 411.80921053],0
a2,1,0.027634,4.850733,[ 37 143] ; [125 303],[ 47.96052632 132.03947368] ; [114.03947368 313.96052632],0
n3,1,0.028441,4.801136,[30 18] ; [58 14],[35.2 12.8] ; [52.8 19.2],0
v3,1,0.030475,4.682276,[ 59 113] ; [182 232],[ 70.73720137 101.26279863] ; [170.26279863 243.73720137],0
a5,1,0.038607,4.278098,[131  49] ; [344  84],[140.625  39.375] ; [334.375  93.625],0
s6,1,0.04947,3.859347,[113  65] ; [300 119],[123.13902848  54.86097152] ; [289.86097152 129.13902848],0
n6,1,0.056863,3.626595,[146  33] ; [371  53],[153.47097844  25.52902156] ; [363.52902156  60.47097844],0
u1,1,0.068802,3.311375,[ 29 151] ; [ 97 331],[ 37.30263158 142.69736842] ; [ 88.69736842 339.30263158],0
