Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,58.749956,[95 19] ; [ 3 27],[77.58333333 36.41666667] ; [20.41666667  9.58333333],1
b2,1,0.259322,1.272372,[17 50] ; [ 8 13],[19.03409091 47.96590909] ; [ 5.96590909 15.03409091],0
b3,1,0.259322,1.272372,[17 50] ; [ 8 13],[19.03409091 47.96590909] ; [ 5.96590909 15.03409091],0
p5,1,0.292471,1.10821,[  1 113] ; [ 1 28],[  1.59440559 112.40559441] ; [ 0.40559441 28.59440559],0
u1,1,0.318359,0.995676,[ 10 104] ; [ 1 29],[  8.70833333 105.29166667] ; [ 2.29166667 27.70833333],0
a2,1,0.366499,0.815499,[19 95] ; [ 3 27],[17.41666667 96.58333333] ; [ 4.58333333 25.41666667],0
a6,1,0.387945,0.745372,[67 47] ; [15 15],[64.91666667 49.08333333] ; [17.08333333 12.91666667],0
a5,1,0.560828,0.338273,[60 54] ; [14 16],[58.58333333 55.41666667] ; [15.41666667 14.58333333],0
u2,1,0.578682,0.30837,[19 33] ; [ 4 10],[18.12121212 33.87878788] ; [4.87878788 9.12121212],0
p12,1,0.590056,0.290258,[  2 112] ; [ 1 29],[  2.375 111.625] ; [ 0.625 29.375],0
b4,1,0.653474,0.201549,[66 48] ; [16 14],[64.91666667 49.08333333] ; [17.08333333 12.91666667],0
d2,1,0.682182,0.16768,[52 62] ; [12 17],[51.02097902 62.97902098] ; [12.97902098 16.02097902],0
s5,1,0.685191,0.164341,[14 96] ; [ 3 27],[13.35714286 96.64285714] ; [ 3.64285714 26.35714286],0
v3,1,0.691223,0.157764,[26 85] ; [ 6 24],[25.19148936 85.80851064] ; [ 6.80851064 23.19148936],0
a3,1,0.700646,0.1478,[60 53] ; [16 12],[60.90780142 52.09219858] ; [15.09219858 12.90780142],0
a8,1,0.71536,0.132982,[10 97] ; [ 2 26],[ 9.51111111 97.48888889] ; [ 2.48888889 25.51111111],0
a4,1,0.880786,0.022492,[39 75] ; [10 18],[39.33802817 74.66197183] ; [ 9.66197183 18.33802817],0
