Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,33.468983,[50 43] ; [ 9 69],[32.0877193 60.9122807] ; [26.9122807 51.0877193],1
d5,1,0.0,31.417198,[84 10] ; [39 38],[67.61403509 26.38596491] ; [55.38596491 21.61403509],1
a3,1,0.0,29.794013,[74 20] ; [29 48],[56.61988304 37.38011696] ; [46.38011696 30.61988304],1
d1,1,0.0,28.095274,[57 37] ; [16 62],[39.89534884 54.10465116] ; [33.10465116 44.89534884],1
d2,1,2e-06,22.805648,[52 40] ; [16 62],[36.8 55.2] ; [31.2 46.8],1
d4,1,0.000275,13.230204,[76 18] ; [43 35],[65.03488372 28.96511628] ; [53.96511628 24.03488372],1
a6,1,0.000642,11.650309,[63 31] ; [32 46],[51.91860465 42.08139535] ; [43.08139535 34.91860465],1
s5,1,0.007435,7.164709,[30 57] ; [12 63],[22.55555556 64.44444444] ; [19.44444444 55.55555556],0
n4,1,0.011907,6.324716,[68 26] ; [42 36],[60.11627907 33.88372093] ; [49.88372093 28.11627907],0
n5,1,0.012932,6.178392,[71 23] ; [45 33],[63.39534884 30.60465116] ; [52.60465116 25.39534884],0
s6,1,0.016939,5.70272,[54 37] ; [31 45],[46.31736527 44.68263473] ; [38.68263473 37.31736527],0
s8,1,0.019617,5.445702,[36 58] ; [17 61],[28.96511628 65.03488372] ; [24.03488372 53.96511628],0
p3,1,0.023487,5.132144,[47 46] ; [26 52],[39.70175439 53.29824561] ; [33.29824561 44.70175439],0
p4,1,0.025322,5.001721,[50 42] ; [29 49],[42.75294118 49.24705882] ; [36.24705882 41.75294118],0
s2,1,0.042482,4.115915,[47 47] ; [27 51],[40.44186047 53.55813953] ; [33.55813953 44.44186047],0
s7,1,0.053024,3.743158,[40 49] ; [23 53],[33.98181818 55.01818182] ; [29.01818182 46.98181818],0
a1,1,0.060685,3.518567,[11 83] ; [ 3 75],[ 7.65116279 86.34883721] ; [ 6.34883721 71.65116279],0
p10,1,0.133973,2.245858,[72 21] ; [51 25],[67.68639053 25.31360947] ; [55.31360947 20.68639053],0
p9,1,0.15011,2.071132,[77 16] ; [56 20],[73.18934911 19.81065089] ; [59.81065089 16.18934911],0
