Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,33.468983,[50 43] ; [ 9 69],[32.0877193 60.9122807] ; [26.9122807 51.0877193],1
u1,1,0.152259,2.049472,[ 7 87] ; [ 2 76],[ 4.91860465 89.08139535] ; [ 4.08139535 73.91860465],0
v2,1,0.199563,1.645569,[40 51] ; [26 50],[35.96407186 55.03592814] ; [30.03592814 45.96407186],0
d3,1,0.201126,1.634178,[55 39] ; [37 39],[50.87058824 43.12941176] ; [41.12941176 34.87058824],0
v1,1,0.289365,1.122575,[40 50] ; [28 49],[36.64670659 53.35329341] ; [31.35329341 45.64670659],0
p12,1,0.298242,1.082039,[ 2 90] ; [ 4 74],[ 3.24705882 88.75294118] ; [ 2.75294118 75.24705882],0
b1,1,0.303802,1.057432,[41 53] ; [28 50],[37.70930233 56.29069767] ; [31.29069767 46.70930233],0
s3,1,0.317941,0.997397,[47 46] ; [33 44],[43.76470588 49.23529412] ; [36.23529412 40.76470588],0
s4,1,0.320813,0.98563,[16 78] ; [18 60],[18.58139535 75.41860465] ; [15.41860465 62.58139535],0
n6,1,0.324713,0.969869,[75 18] ; [58 20],[72.33333333 20.66666667] ; [60.66666667 17.33333333],0
u3,1,0.358796,0.842103,[11  9] ; [21 28],[ 9.27536232 10.72463768] ; [22.72463768 26.27536232],0
n2,1,0.39142,0.734526,[27  8] ; [14  7],[25.625  9.375] ; [15.375  5.625],0
r4,1,0.394575,0.724796,[66 28] ; [50 28],[63.39534884 30.60465116] ; [52.60465116 25.39534884],0
p11,1,0.407165,0.687065,[67 27] ; [51 27],[64.48837209 29.51162791] ; [53.51162791 24.48837209],0
u2,1,0.410485,0.677395,[ 7 13] ; [22 26],[ 8.52941176 11.47058824] ; [20.47058824 27.52941176],0
p6,1,0.455103,0.557912,[33 57] ; [24 53],[30.71856287 59.28143713] ; [26.28143713 50.71856287],0
n3,1,0.511912,0.430156,[22 13] ; [15  6],[23.125 11.875] ; [13.875  7.125],0
s1,1,0.53866,0.378028,[ 4 89] ; [ 2 76],[ 3.26315789 89.73684211] ; [ 2.73684211 75.26315789],0
b3,1,0.567205,0.327381,[21 33] ; [15 30],[19.63636364 34.36363636] ; [16.36363636 28.63636364],0
b2,1,0.567205,0.327381,[21 33] ; [15 30],[19.63636364 34.36363636] ; [16.36363636 28.63636364],0
p2,1,0.625905,0.237655,[65 27] ; [57 20],[66.41420118 25.58579882] ; [55.58579882 21.41420118],0
v4,1,0.634443,0.226083,[84 10] ; [67 10],[83.00584795 10.99415205] ; [67.99415205  9.00584795],0
p5,1,0.666192,0.186089,[ 9 84] ; [ 6 71],[ 8.20588235 84.79411765] ; [ 6.79411765 70.20588235],0
p7,1,0.718467,0.129966,[47 46] ; [40 35],[48.16071429 44.83928571] ; [38.83928571 36.16071429],0
a7,1,0.770811,0.084864,[57 37] ; [45 32],[56.07017544 37.92982456] ; [45.92982456 31.07017544],0
b4,1,0.793115,0.068784,[56 38] ; [48 30],[56.8372093 37.1627907] ; [47.1627907 30.8372093],0
v3,1,0.85109,0.035242,[28 62] ; [25 52],[28.56287425 61.43712575] ; [24.43712575 52.56287425],0
p8,1,0.906045,0.013931,[37 54] ; [32 45],[37.375 53.625] ; [31.625 45.375],0
r3,1,0.918114,0.01057,[79 15] ; [66 12],[79.24418605 14.75581395] ; [65.75581395 12.24418605],0
n1,1,0.92397,0.009108,[13 20] ; [ 8 13],[12.83333333 20.16666667] ; [ 8.16666667 12.83333333],0
p1,1,0.957955,0.002779,[10 84] ; [ 8 69],[ 9.89473684 84.10526316] ; [ 8.10526316 68.89473684],0
a8,1,0.96663,0.00175,[ 6 85] ; [ 5 69],[ 6.06666667 84.93333333] ; [ 4.93333333 69.06666667],0
b5,1,0.99412,5.4e-05,[59 35] ; [49 29],[59.02325581 34.97674419] ; [48.97674419 29.02325581],0
