Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,81.53767,[76 51] ; [ 15 142],[40.69366197 86.30633803] ; [ 50.30633803 106.69366197],1
p6,1,0.000182,14.011391,[31 95] ; [ 13 143],[ 19.65957447 106.34042553] ; [ 24.34042553 131.65957447],1
s2,1,0.000236,13.521256,[70 54] ; [ 53 101],[54.86330935 69.13669065] ; [68.13669065 85.86330935],1
p2,1,0.00033,12.89115,[102  26] ; [94 63],[88.02807018 39.97192982] ; [107.97192982  49.02807018],1
d1,1,0.000417,12.453562,[87 41] ; [74 83],[72.30877193 55.69122807] ; [88.69122807 68.30877193],1
s6,1,0.000554,11.923781,[92 34] ; [82 73],[78.02135231 47.97864769] ; [95.97864769 59.02135231],1
v1,1,0.000953,10.917479,[66 56] ; [ 52 100],[52.54014599 69.45985401] ; [65.45985401 86.54014599],1
n4,1,0.001262,10.396672,[109  19] ; [108  49],[97.45964912 30.54035088] ; [119.54035088  37.45964912],0
s7,1,0.001731,9.815244,[60 58] ; [ 49 104],[47.46125461 70.53874539] ; [61.53874539 91.46125461],0
s8,1,0.002542,9.109883,[58 68] ; [ 45 112],[45.85865724 80.14134276] ; [57.14134276 99.85865724],0
d2,1,0.003256,8.658071,[76 51] ; [65 89],[63.72597865 63.27402135] ; [77.27402135 76.72597865],0
d5,1,0.003816,8.369345,[109  19] ; [111  46],[98.80701754 29.19298246] ; [121.19298246  35.80701754],0
p8,1,0.004682,7.998337,[43 84] ; [ 30 127],[32.6443662 94.3556338] ; [ 40.3556338 116.6443662],0
d3,1,0.00989,6.654615,[93 35] ; [91 66],[82.63859649 45.36140351] ; [101.36140351  55.63859649],0
p5,1,0.017402,5.65537,[ 14 112] ; [  6 151],[  8.90459364 117.09540636] ; [ 11.09540636 145.90459364],0
s3,1,0.030769,4.665821,[69 56] ; [65 89],[60.03584229 64.96415771] ; [73.96415771 80.03584229],0
n5,1,0.032572,4.568154,[105  23] ; [111  45],[97.35211268 30.64788732] ; [118.64788732  37.35211268],0
p12,1,0.042801,4.103243,[ 15 113] ; [  8 148],[ 10.36619718 117.63380282] ; [ 12.63380282 143.36619718],0
r4,1,0.050075,3.838954,[111  17] ; [122  35],[104.64561404  23.35438596] ; [128.35438596  28.64561404],0
v4,1,0.058348,3.583739,[122   6] ; [140  17],[117.67017544  10.32982456] ; [144.32982456  12.67017544],0
p10,1,0.066577,3.365452,[98 28] ; [106  50],[91.14893617 34.85106383] ; [112.85106383  43.14893617],0
s1,1,0.072609,3.223037,[  9 118] ; [  4 151],[  5.85460993 121.14539007] ; [  7.14539007 147.85460993],0
a7,1,0.073075,3.212568,[97 31] ; [103  53],[90.14084507 37.85915493] ; [109.85915493  46.14084507],0
p9,1,0.074927,3.171637,[104  21] ; [113  39],[97.92418773 27.07581227] ; [119.07581227  32.92418773],0
u1,1,0.082595,3.013086,[ 28 100] ; [ 22 135],[ 22.45614035 105.54385965] ; [ 27.54385965 129.45614035],0
v2,1,0.084317,2.979661,[68 57] ; [65 83],[60.8974359 64.1025641] ; [72.1025641 75.8974359],0
r1,1,0.092135,2.836663,[98 30] ; [106  51],[91.62105263 36.37894737] ; [112.37894737  44.62105263],0
a5,1,0.099959,2.706203,[94 34] ; [101  56],[87.57894737 40.42105263] ; [107.42105263  49.57894737],0
s5,1,0.10306,2.657542,[36 84] ; [ 32 118],[30.22222222 89.77777778] ; [ 37.77777778 112.22222222],0
u4,1,0.153269,2.039406,[  5 123] ; [  2 155],[  3.14385965 124.85614035] ; [  3.85614035 153.14385965],0
r3,1,0.163943,1.937478,[120   8] ; [138  17],[116.69257951  11.30742049] ; [141.30742049  13.69257951],0
a4,1,0.22855,1.449863,[62 66] ; [64 91],[56.98939929 71.01060071] ; [69.01060071 85.98939929],0
p1,1,0.243029,1.362936,[ 13 115] ; [ 10 147],[ 10.32982456 117.67017544] ; [ 12.67017544 144.32982456],0
u3,1,0.256864,1.285583,[27 17] ; [28 28],[24.2 19.8] ; [30.8 25.2],0
u2,1,0.302232,1.064322,[25 19] ; [26 30],[22.44 21.56] ; [28.56 27.44],0
n2,1,0.303279,1.059722,[21 11] ; [41 13],[23.06976744  8.93023256] ; [38.93023256 15.06976744],0
d4,1,0.310418,1.028898,[104  24] ; [119  37],[100.50704225  27.49295775] ; [122.49295775  33.50704225],0
v3,1,0.338595,0.915742,[43 79] ; [ 45 106],[39.32600733 82.67399267] ; [ 48.67399267 102.32600733],0
a6,1,0.376365,0.782543,[80 48] ; [106  51],[83.53684211 44.46315789] ; [102.46315789  54.53684211],0
n1,1,0.437222,0.603563,[15 18] ; [20 34],[13.27586207 19.72413793] ; [21.72413793 32.27586207],0
n3,1,0.443038,0.588401,[23 10] ; [32 20],[21.35294118 11.64705882] ; [33.64705882 18.35294118],0
a1,1,0.477917,0.503613,[  3 125] ; [  6 151],[  4.04210526 123.95789474] ; [  4.95789474 152.04210526],0
b4,1,0.496945,0.461454,[79 49] ; [103  54],[81.74035088 46.25964912] ; [100.25964912  56.74035088],0
s4,1,0.504882,0.444659,[ 19 107] ; [ 28 127],[ 21.0747331 104.9252669] ; [ 25.9252669 129.0747331],0
b1,1,0.570855,0.321255,[49 79] ; [ 55 102],[46.70877193 81.29122807] ; [57.29122807 99.70877193],0
r2,1,0.649634,0.206361,[116  11] ; [140  16],[114.88339223  12.11660777] ; [141.11660777  14.88339223],0
a2,1,0.758475,0.094546,[ 28 100] ; [ 32 125],[ 26.94736842 101.05263158] ; [ 33.05263158 123.94736842],0
p11,1,0.815458,0.054471,[93 35] ; [116  41],[93.86666667 34.13333333] ; [115.13333333  41.86666667],0
a8,1,0.869991,0.026788,[ 10 102] ; [ 14 133],[ 10.37837838 101.62162162] ; [ 13.62162162 133.37837838],0
a3,1,0.876745,0.024055,[84 44] ; [101  55],[83.38028169 44.61971831] ; [101.61971831  54.38028169],0
b2,1,0.878725,0.023282,[28 52] ; [30 53],[28.46625767 51.53374233] ; [29.53374233 53.46625767],0
b3,1,0.878725,0.023282,[28 52] ; [30 53],[28.46625767 51.53374233] ; [29.53374233 53.46625767],0
b5,1,0.982537,0.000479,[83 45] ; [102  55],[83.0877193 44.9122807] ; [101.9122807  55.0877193],0
