Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,114.21503,[ 64 175] ; [314 139],[130.55202312 108.44797688] ; [247.44797688 205.55202312],1
p6,1,0.0,84.164422,[ 33 205] ; [224 230],[ 88.39017341 149.60982659] ; [168.60982659 285.39017341],1
p2,1,0.0,54.168018,[167  73] ; [416  40],[201.03448276  38.96551724] ; [381.96551724  74.03448276],1
p3,1,0.0,50.465299,[ 79 160] ; [280 176],[123.45467626 115.54532374] ; [235.54532374 220.45467626],1
p4,1,0.0,44.333649,[107 132] ; [322 134],[147.52661871  91.47338129] ; [281.47338129 174.52661871],1
p10,1,0.0,28.559409,[166  71] ; [395  60],[192.13439306  44.86560694] ; [368.86560694  86.13439306],1
p11,1,7e-06,20.187611,[168  72] ; [386  71],[190.76040172  49.23959828] ; [363.23959828  93.76040172],1
p9,1,2.4e-05,17.820416,[180  57] ; [401  53],[199.27206946  37.72793054] ; [381.72793054  72.27206946],1
s5,1,4.9e-05,16.479469,[ 55 170] ; [180 267],[ 78.68303571 146.31696429] ; [156.31696429 290.68303571],1
s7,1,0.000638,11.660668,[ 94 133] ; [242 195],[114.86746988 112.13253012] ; [221.13253012 215.86746988],1
p5,1,0.000949,10.925271,[ 14 224] ; [ 65 390],[ 27.13131313 210.86868687] ; [ 51.86868687 403.13131313],1
n5,1,0.001012,10.806309,[162  77] ; [360  95],[179.76657061  59.23342939] ; [342.23342939 112.76657061],0
a8,1,0.00224,9.34178,[ 20 199] ; [ 75 335],[ 33.07631161 185.92368839] ; [ 61.92368839 348.07631161],0
n6,1,0.0032,8.689586,[190  50] ; [397  56],[203.29004329  36.70995671] ; [383.70995671  69.29004329],0
s8,1,0.005642,7.661346,[ 94 144] ; [229 224],[111.25036179 126.74963821] ; [211.74963821 241.25036179],0
v1,1,0.006714,7.347927,[113 120] ; [266 182],[129.67254038 103.32745962] ; [249.32745962 198.67254038],0
n4,1,0.030771,4.665706,[179  61] ; [372  84],[190.  50.] ; [361.  95.],0
