Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.372361,[ 7 53] ; [32 30],[19.18032787 40.81967213] ; [19.81967213 42.18032787],1
n4,1,0.593778,0.284483,[31 30] ; [29 34],[29.51612903 31.48387097] ; [30.48387097 32.51612903],0
d1,1,0.605381,0.266957,[27 34] ; [25 38],[25.58064516 35.41935484] ; [26.41935484 36.58064516],0
d3,1,0.658324,0.195566,[34 27] ; [37 25],[35.21138211 25.78861789] ; [35.78861789 26.21138211],0
s1,1,0.674667,0.176191,[ 2 59] ; [ 3 60],[ 2.45967742 58.54032258] ; [ 2.54032258 60.45967742],0
u3,1,0.685377,0.164136,[14 11] ; [13  8],[14.67391304 10.32608696] ; [12.32608696  8.67391304],0
r1,1,0.690332,0.158727,[36 24] ; [40 23],[37.07317073 22.92682927] ; [38.92682927 24.07317073],0
a1,1,0.69179,0.157155,[ 5 56] ; [ 4 59],[ 4.42741935 56.57258065] ; [ 4.57258065 58.42741935],0
s5,1,0.696553,0.152083,[11 45] ; [14 48],[11.86440678 44.13559322] ; [13.13559322 48.86440678],0
d4,1,0.735097,0.114483,[44 17] ; [43 19],[43.14634146 17.85365854] ; [43.85365854 18.14634146],0
a8,1,0.743765,0.106845,[ 6 53] ; [ 7 51],[ 6.55555556 52.44444444] ; [ 6.44444444 51.55555556],0
u1,1,0.767288,0.087571,[ 4 57] ; [ 5 58],[ 4.42741935 56.57258065] ; [ 4.57258065 58.42741935],0
d5,1,0.786984,0.073024,[43 18] ; [43 20],[42.30645161 18.69354839] ; [43.69354839 19.30645161],0
b4,1,0.848042,0.036717,[33 28] ; [33 30],[32.46774194 28.53225806] ; [33.53225806 29.46774194],0
r4,1,0.886484,0.020379,[37 24] ; [39 24],[37.38709677 23.61290323] ; [38.61290323 24.38709677],0
s4,1,0.933515,0.006959,[11 50] ; [11 52],[10.82258065 50.17741935] ; [11.17741935 51.82258065],0
p12,1,0.96269,0.002188,[ 1 58] ; [ 1 62],[ 0.96721311 58.03278689] ; [ 1.03278689 61.96721311],0
a5,1,0.988404,0.000211,[33 28] ; [34 29],[32.95967742 28.04032258] ; [34.04032258 28.95967742],0
