Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.372361,[ 7 53] ; [32 30],[19.18032787 40.81967213] ; [19.81967213 42.18032787],1
s6,1,8.5e-05,15.436547,[16 44] ; [39 24],[26.82926829 33.17073171] ; [28.17073171 34.82926829],1
p4,1,9.1e-05,15.318218,[13 48] ; [35 28],[23.61290323 37.38709677] ; [24.38709677 38.61290323],1
p2,1,0.000487,12.16375,[31 30] ; [50 12],[40.17073171 20.82926829] ; [40.82926829 21.17073171],1
p11,1,0.000646,11.638837,[24 37] ; [44 19],[33.4516129 27.5483871] ; [34.5483871 28.4516129],1
b1,1,0.002243,9.339484,[26 35] ; [44 19],[34.43548387 26.56451613] ; [35.56451613 27.43548387],0
p6,1,0.002514,9.130435,[ 7 53] ; [21 39],[14. 46.] ; [14. 46.],0
p3,1,0.006469,7.414757,[12 48] ; [27 36],[19.02439024 40.97560976] ; [19.97560976 43.02439024],0
b3,1,0.007027,7.265939,[16 20] ; [ 6 32],[10.7027027 25.2972973] ; [11.2972973 26.7027027],0
b2,1,0.007027,7.265939,[16 20] ; [ 6 32],[10.7027027 25.2972973] ; [11.2972973 26.7027027],0
s8,1,0.007835,7.070852,[ 8 53] ; [21 42],[14.26612903 46.73387097] ; [14.73387097 48.26612903],0
v4,1,0.008371,6.952272,[40 20] ; [53  8],[46.11570248 13.88429752] ; [46.88429752 14.11570248],0
u2,1,0.01053,6.542918,[11 14] ; [17  4],[15.2173913  9.7826087] ; [12.7826087  8.2173913],0
p10,1,0.019049,5.497038,[24 35] ; [39 24],[30.46721311 28.53278689] ; [32.53278689 30.46721311],0
p1,1,0.023458,5.134231,[ 7 53] ; [ 1 62],[ 3.90243902 56.09756098] ; [ 4.09756098 58.90243902],0
s7,1,0.031363,4.633005,[11 45] ; [22 36],[16.21052632 39.78947368] ; [16.78947368 41.21052632],0
s3,1,0.055803,3.657918,[23 37] ; [35 28],[28.29268293 31.70731707] ; [29.70731707 33.29268293],0
r3,1,0.063229,3.450586,[44 17] ; [54  9],[48.20967742 12.79032258] ; [49.79032258 13.20967742],0
p9,1,0.111235,2.536589,[30 29] ; [41 22],[34.33606557 24.66393443] ; [36.66393443 26.33606557],0
n1,1,0.145962,2.113951,[15 17] ; [ 5 14],[12.54901961 19.45098039] ; [ 7.45098039 11.54901961],0
s2,1,0.164641,1.931078,[17 44] ; [25 38],[20.66129032 40.33870968] ; [21.33870968 41.66129032],0
n2,1,0.171931,1.866029,[18 14] ; [15  5],[20.30769231 11.69230769] ; [12.69230769  7.30769231],0
v2,1,0.197552,1.66038,[17 41] ; [24 35],[20.32478632 37.67521368] ; [20.67521368 38.32478632],0
r2,1,0.281781,1.158481,[50 10] ; [46 15],[47.60330579 12.39669421] ; [48.39669421 12.60330579],0
v1,1,0.286781,1.13467,[19 41] ; [25 36],[21.81818182 38.18181818] ; [22.18181818 38.81818182],0
a6,1,0.377966,0.777309,[36 25] ; [42 21],[38.37096774 22.62903226] ; [39.62903226 23.37096774],0
n3,1,0.389384,0.740864,[18 13] ; [14  6],[19.45098039 11.54901961] ; [12.54901961  7.45098039],0
n5,1,0.405422,0.692185,[24 37] ; [29 33],[26.28455285 34.71544715] ; [26.71544715 35.28455285],0
a7,1,0.432276,0.6167,[40 21] ; [37 26],[37.87903226 23.12096774] ; [39.12096774 23.87903226],0
a3,1,0.442915,0.588718,[36 24] ; [42 21],[38.04878049 21.95121951] ; [39.95121951 23.04878049],0
d2,1,0.485356,0.486805,[27 34] ; [24 39],[25.08870968 35.91129032] ; [25.91129032 37.08870968],0
a4,1,0.48647,0.484324,[24 37] ; [21 42],[22.13709677 38.86290323] ; [22.86290323 40.13709677],0
b5,1,0.486601,0.484033,[36 25] ; [41 22],[37.87903226 23.12096774] ; [39.12096774 23.87903226],0
a2,1,0.523941,0.406128,[ 9 52] ; [12 51],[10.33064516 50.66935484] ; [10.66935484 52.33064516],0
