Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,3.4e-05,17.196026,[15 45] ; [37 22],[26.21848739 33.78151261] ; [25.78151261 33.21848739],1
a5,1,7.3e-05,15.73552,[31 30] ; [50  9],[41.175 19.825] ; [39.825 19.175],1
a3,1,0.000802,11.235604,[33 28] ; [48 10],[41.5210084 19.4789916] ; [39.4789916 18.5210084],1
a8,1,0.002995,8.81048,[ 2 55] ; [12 42],[ 7.18918919 49.81081081] ; [ 6.81081081 47.18918919],0
n2,1,0.004193,8.198175,[ 8 13] ; [15  3],[12.38461538  8.61538462] ; [10.61538462  7.38461538],0
u3,1,0.056969,3.6235,[16 11] ; [10  1],[18.47368421  8.52631579] ; [7.52631579 3.47368421],0
a4,1,0.067265,3.348535,[19 42] ; [28 31],[23.89166667 37.10833333] ; [23.10833333 35.89166667],0
p11,1,0.094914,2.78899,[29 32] ; [37 22],[33.55 27.45] ; [32.45 26.55],0
r2,1,0.132481,2.263187,[50 11] ; [53  5],[52.79831933  8.20168067] ; [50.20168067  7.79831933],0
p8,1,0.157858,1.99463,[26 31] ; [19 39],[22.30434783 34.69565217] ; [22.69565217 35.30434783],0
p7,1,0.157943,1.993813,[24 32] ; [32 25],[27.75221239 28.24778761] ; [28.24778761 28.75221239],0
r1,1,0.224936,1.4726,[42 18] ; [47 12],[44.87394958 15.12605042] ; [44.12605042 14.87394958],0
d2,1,0.246041,1.345645,[20 41] ; [25 33],[23.06722689 37.93277311] ; [21.93277311 36.06722689],0
n1,1,0.252136,1.311427,[ 5 16] ; [ 7 10],[ 6.63157895 14.36842105] ; [ 5.36842105 11.63157895],0
s2,1,0.267357,1.230257,[26 35] ; [19 39],[23.06722689 37.93277311] ; [21.93277311 36.06722689],0
s1,1,0.271414,1.209586,[ 5 55] ; [ 2 55],[ 3.58974359 56.41025641] ; [ 3.41025641 53.58974359],0
s4,1,0.316006,1.005407,[10 51] ; [ 6 53],[ 8.13333333 52.86666667] ; [ 7.86666667 51.13333333],0
s8,1,0.374993,0.787053,[20 41] ; [15 44],[17.79166667 43.20833333] ; [17.20833333 41.79166667],0
n3,1,0.415426,0.663219,[15  6] ; [10  7],[13.81578947  7.18421053] ; [11.18421053  5.81578947],0
p3,1,0.436628,0.605128,[18 41] ; [22 37],[20. 39.] ; [20. 39.],0
a6,1,0.437837,0.601945,[47 14] ; [48 10],[48.69747899 12.30252101] ; [46.30252101 11.69747899],0
s6,1,0.463227,0.538086,[32 29] ; [27 32],[29.99166667 31.00833333] ; [29.00833333 29.99166667],0
d1,1,0.466947,0.529192,[33 28] ; [28 31],[31.00833333 29.99166667] ; [29.99166667 29.00833333],0
s5,1,0.467353,0.528227,[12 48] ; [ 8 46],[10.52631579 49.47368421] ; [ 9.47368421 44.52631579],0
r4,1,0.474161,0.512264,[43 18] ; [45 14],[44.73333333 16.26666667] ; [43.26666667 15.73333333],0
u2,1,0.565021,0.331085,[17 10] ; [8 3],[17.76315789  9.23684211] ; [7.23684211 3.76315789],0
a2,1,0.589704,0.290806,[12 49] ; [14 45],[13.21666667 47.78333333] ; [12.78333333 46.21666667],0
b1,1,0.591392,0.288175,[27 34] ; [29 30],[28.46666667 32.53333333] ; [27.53333333 31.46666667],0
s3,1,0.596875,0.279735,[27 34] ; [28 29],[28.43220339 32.56779661] ; [26.56779661 30.43220339],0
v3,1,0.616699,0.250534,[15 44] ; [16 38],[16.18584071 42.81415929] ; [14.81415929 39.18584071],0
v1,1,0.62661,0.236685,[22 38] ; [23 33],[23.27586207 36.72413793] ; [21.72413793 34.27586207],0
p9,1,0.64389,0.213691,[42 17] ; [39 19],[40.84615385 18.15384615] ; [40.15384615 17.84615385],0
p6,1,0.646654,0.210145,[13 45] ; [11 47],[12. 46.] ; [12. 46.],0
p10,1,0.650568,0.205185,[37 22] ; [34 24],[35.8034188 23.1965812] ; [35.1965812 22.8034188],0
p4,1,0.653228,0.201855,[22 38] ; [24 35],[23.19327731 36.80672269] ; [22.80672269 36.19327731],0
p5,1,0.661698,0.191467,[ 3 56] ; [ 2 56],[ 2.52136752 56.47863248] ; [ 2.47863248 55.52136752],0
v4,1,0.663799,0.188941,[51 10] ; [51  8],[51.85  9.15] ; [50.15  8.85],0
b4,1,0.697158,0.151445,[33 28] ; [34 25],[34.05833333 26.94166667] ; [32.94166667 26.05833333],0
u1,1,0.72079,0.127737,[ 6 55] ; [ 7 52],[ 6.60833333 54.39166667] ; [ 6.39166667 52.60833333],0
p2,1,0.727934,0.121017,[42 18] ; [43 16],[42.85714286 17.14285714] ; [42.14285714 16.85714286],0
d5,1,0.732783,0.116571,[49 12] ; [48 10],[49.72268908 11.27731092] ; [47.27731092 10.72268908],0
d3,1,0.749755,0.101737,[46 14] ; [43 15],[45.25423729 14.74576271] ; [43.74576271 14.25423729],0
b2,1,0.766866,0.087899,[ 9 26] ; [ 7 24],[ 8.48484848 26.51515152] ; [ 7.51515152 23.48484848],0
b3,1,0.766866,0.087899,[ 9 26] ; [ 7 24],[ 8.48484848 26.51515152] ; [ 7.51515152 23.48484848],0
p1,1,0.788604,0.07189,[ 5 56] ; [ 4 54],[ 4.61344538 56.38655462] ; [ 4.38655462 53.61344538],0
b5,1,0.803484,0.061922,[39 22] ; [39 20],[39.65 21.35] ; [38.35 20.65],0
r3,1,0.822328,0.050424,[51  9] ; [51  8],[51.42857143  8.57142857] ; [50.57142857  8.42857143],0
s7,1,0.838464,0.041558,[18 38] ; [17 39],[17.5 38.5] ; [17.5 38.5],0
d4,1,0.895766,0.017164,[50 11] ; [47 11],[49.72268908 11.27731092] ; [47.27731092 10.72268908],0
v2,1,1.0,0.0,[26 30] ; [26 30],[26. 30.] ; [26. 30.],0
