Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.015669,5.839656,[4 5] ; [ 3 28],[1.575 7.425] ; [ 5.425 25.575],0
v3,1,0.016186,5.782557,[5 4] ; [ 5 26],[2.25 6.75] ; [ 7.75 23.25],0
a4,1,0.023669,5.118752,[6 3] ; [ 8 23],[3.15 5.85] ; [10.85 20.15],0
a2,1,0.031818,4.608295,[3 6] ; [ 2 29],[1.125 7.875] ; [ 3.875 27.125],0
u1,1,0.05681,3.628144,[2 7] ; [ 1 30],[0.675 8.325] ; [ 2.325 28.675],0
b4,1,0.05833,3.584229,[7 2] ; [13 18],[4.5 4.5] ; [15.5 15.5],0
b3,1,0.087169,2.9259,[3 3] ; [ 3 16],[1.44 4.56] ; [ 4.56 14.44],0
b2,1,0.087169,2.9259,[3 3] ; [ 3 16],[1.44 4.56] ; [ 4.56 14.44],0
n3,1,0.095205,2.784091,[1 3] ; [8 3],[2.4 1.6] ; [6.6 4.4],0
d2,1,0.141936,2.15684,[5 4] ; [ 9 22],[3.15 5.85] ; [10.85 20.15],0
s8,1,0.209201,1.576949,[1 7] ; [11 20],[2.46153846 5.53846154] ; [ 9.53846154 21.46153846],0
n2,1,0.217832,1.518595,[2 2] ; [9 2],[2.93333333 1.06666667] ; [8.06666667 2.93333333],0
p7,1,0.229421,1.444444,[4 5] ; [20 10],[5.53846154 3.46153846] ; [18.46153846 11.53846154],0
s7,1,0.230139,1.44,[4 2] ; [12 18],[2.66666667 3.33333333] ; [13.33333333 16.66666667],0
p6,1,0.3123,1.020924,[5 4] ; [11 19],[3.69230769 5.30769231] ; [12.30769231 17.69230769],0
p1,1,0.316445,1.003584,[2 7] ; [ 3 28],[1.125 7.875] ; [ 3.875 27.125],0
r3,1,0.350994,0.869862,[4 4] ; [21 10],[5.12820513 2.87179487] ; [19.87179487 11.12820513],0
p2,1,0.352674,0.863812,[8 1] ; [23  8],[6.975 2.025] ; [24.025  6.975],0
s5,1,0.354539,0.857143,[3 5] ; [ 6 22],[2. 6.] ; [ 7. 21.],0
d3,1,0.361282,0.833432,[7 2] ; [19 12],[5.85 3.15] ; [20.15 10.85],0
a5,1,0.361282,0.833432,[7 2] ; [19 12],[5.85 3.15] ; [20.15 10.85],0
s2,1,0.381711,0.765185,[3 5] ; [17 14],[4.1025641 3.8974359] ; [15.8974359 15.1025641],0
s6,1,0.381711,0.765185,[3 5] ; [17 14],[4.1025641 3.8974359] ; [15.8974359 15.1025641],0
s3,1,0.426135,0.633333,[3 5] ; [16 14],[4. 4.] ; [15. 15.],0
n4,1,0.454591,0.559181,[7 2] ; [20 11],[6.075 2.925] ; [20.925 10.075],0
d1,1,0.469654,0.522791,[5 4] ; [13 18],[4.05 4.95] ; [13.95 17.05],0
a3,1,0.527447,0.399307,[6 3] ; [17 14],[5.175 3.825] ; [17.825 13.175],0
p4,1,0.563005,0.334528,[7 2] ; [21 10],[6.3 2.7] ; [21.7  9.3],0
d4,1,0.566649,0.328322,[8 1] ; [25  6],[7.425 1.575] ; [25.575  5.425],0
a7,1,0.582513,0.302189,[4 5] ; [17 14],[4.725 4.275] ; [16.275 14.725],0
a6,1,0.624967,0.238949,[5 4] ; [20 11],[5.625 3.375] ; [19.375 11.625],0
n1,1,0.633553,0.227273,[2 2] ; [4 7],[1.6 2.4] ; [4.4 6.6],0
p9,1,0.656178,0.1982,[6 3] ; [23  8],[6.525 2.475] ; [22.475  8.525],0
n5,1,0.674012,0.176944,[5 4] ; [19 11],[5.53846154 3.46153846] ; [18.46153846 11.53846154],0
p8,1,0.704954,0.143369,[5 4] ; [15 16],[4.5 4.5] ; [15.5 15.5],0
r2,1,0.726917,0.121961,[5 4] ; [18 11],[5.44736842 3.55263158] ; [17.55263158 11.44736842],0
v2,1,0.7572,0.095579,[4 5] ; [12 19],[3.6 5.4] ; [12.4 18.6],0
b1,1,0.769297,0.086022,[6 3] ; [19 12],[5.625 3.375] ; [19.375 11.625],0
p10,1,0.802746,0.062397,[6 3] ; [18 11],[5.68421053 3.31578947] ; [18.31578947 10.68421053],0
s4,1,0.826955,0.04779,[2 7] ; [ 8 23],[2.25 6.75] ; [ 7.75 23.25],0
u3,1,0.868645,0.02735,[1 2] ; [5 8],[1.125 1.875] ; [4.875 8.125],0
u2,1,0.868645,0.02735,[1 2] ; [5 8],[1.125 1.875] ; [4.875 8.125],0
s1,1,0.899563,0.01593,[1 8] ; [ 3 28],[0.9 8.1] ; [ 3.1 27.9],0
p11,1,0.905214,0.014179,[6 3] ; [20 11],[5.85 3.15] ; [20.15 10.85],0
v4,1,0.915595,0.011233,[5 3] ; [20 11],[5.12820513 2.87179487] ; [19.87179487 11.12820513],0
n6,1,0.94468,0.004815,[7 2] ; [23  7],[6.92307692 2.07692308] ; [23.07692308  6.92307692],0
v1,1,0.969644,0.001448,[4 5] ; [14 17],[4.05 4.95] ; [13.95 17.05],0
b5,1,0.969644,0.001448,[5 4] ; [17 14],[4.95 4.05] ; [17.05 13.95],0
